,State,206,213,220,227,234
0,Washington,1766,76,78,69,67
1,Illinois,7937,157,172,190,208
2,California,11218,1057,1108,1161,1251
3,Arizona,4492,369,366,375,369
4,Massachusetts,8826,117,126,132,140
5,Wisconsin,1038,46,46,43,45
6,Texas,10268,1161,1288,0,0
7,Nebraska,361,17,20,19,18
8,Utah,363,25,25,24,24
9,Oregon,386,31,27,29,25
10,Florida,9345,1138,964,829,610
11,New York,32809,185,211,230,247
12,Rhode Island,1021,10,13,16,18
13,Georgia,4669,331,236,157,87
14,New Hampshire,423,11,13,16,19
15,North Carolina,2343,131,127,123,122
16,New Jersey,15910,483,509,541,563
17,Colorado,1896,40,35,42,45
18,Maryland,3636,73,74,76,78
19,Nevada,1069,111,97,87,69
20,Tennessee,1345,158,165,184,197
21,Hawaii,40,2,1,2,2
22,Indiana,3128,105,110,115,119
23,Kentucky,810,35,37,36,36
24,Minnesota,1705,64,72,79,82
25,Oklahoma,657,37,27,20,16
26,Pennsylvania,7451,159,177,202,214
27,South Carolina,2260,203,167,153,141
28,District of Columbia,597,NaN,NaN,NaN,NaN
29,Kansas,406,20,18,17,17
30,Missouri,1378,64,65,65,65
31,Vermont,58,0,0,0,1
32,Virginia,2381,101,107,105,106
33,Connecticut,4453,11,12,13,15
34,Iowa,975,55,57,56,54
35,Louisiana,4430,224,181,180,162
36,Ohio,3824,167,161,159,167
37,Michigan,6586,59,61,60,61
38,South Dakota,152,8,8,8,8
39,Arkansas,600,68,76,81,88
40,Delaware,593,29,29,29,29
41,Mississippi,2080,181,169,139,132
42,New Mexico,711,36,35,36,37
43,North Dakota,121,6,6,6,6
44,Wyoming,30,1,1,1,1
45,Alaska,28,1,1,1,1
46,Maine,127,4,4,5,5
47,Alabama,1896,154,155,156,146
48,Idaho,269,28,20,13,11
49,Montana,82,10,9,8,8
50,Puerto Rico,329,NaN,NaN,NaN,NaN
51,Virgin Islands,9,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN
53,West Virginia,160,13,10,7,4
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
