,State,705,710,717,724,731
0,Washington,NaN,13433,13904,14599,14755
1,Illinois,NaN,87140,98408,104901,110712
2,California,NaN,91105,105573,102639,97556
3,Arizona,NaN,20171,19979,19907,19898
4,Massachusetts,NaN,54614,69169,76061,90275
5,Wisconsin,NaN,28180,27479,26700,25978
6,Texas,NaN,61414,79811,80579,93528
7,Nebraska,NaN,4628,4378,4535,4557
8,Utah,NaN,6019,6171,6430,6676
9,Oregon,NaN,4521,4867,5021,5258
10,Florida,NaN,49405,67640,88103,105992
11,New York,NaN,293818,500221,841490,1399334
12,Rhode Island,NaN,9361,10011,10477,10781
13,Georgia,NaN,59133,85019,104243,102086
14,New Hampshire,NaN,7718,7607,7989,8121
15,North Carolina,NaN,25991,27164,31089,32312
16,New Jersey,NaN,41334,41568,41122,39759
17,Colorado,NaN,19357,18879,19360,19134
18,Maryland,NaN,31074,41666,54688,68865
19,Nevada,NaN,5326,5194,5168,5349
20,Tennessee,NaN,20952,21880,21891,21429
21,Hawaii,NaN,2695,2703,2649,2533
22,Indiana,NaN,13882,10873,8528,6905
23,Kentucky,NaN,7131,5116,4565,4122
24,Minnesota,NaN,14201,11865,9654,7870
25,Oklahoma,NaN,7138,7366,7434,7177
26,Pennsylvania,NaN,71954,82273,88376,98785
27,South Carolina,NaN,9651,10959,12222,13307
28,District of Columbia,NaN,884,948,934,936
29,Kansas,NaN,9008,9430,9346,9328
30,Missouri,NaN,17905,16579,16623,15868
31,Vermont,NaN,1648,1541,1510,1508
32,Virginia,NaN,41946,62859,71714,91378
33,Connecticut,NaN,23957,27793,31848,36136
34,Iowa,NaN,9892,10352,9963,10095
35,Louisiana,NaN,16447,22004,26782,29628
36,Ohio,NaN,81458,87876,94487,99017
37,Michigan,NaN,22310,22760,25505,22468
38,South Dakota,NaN,1996,1778,1742,1645
39,Arkansas,NaN,6141,5933,5867,5796
40,Delaware,NaN,7602,8925,9647,10349
41,Mississippi,NaN,3752,4634,5532,6474
42,New Mexico,NaN,4763,4694,4509,4568
43,North Dakota,NaN,2309,2353,2411,2454
44,Wyoming,NaN,594,572,562,570
45,Alaska,NaN,251,147,174,133
46,Maine,NaN,5969,6171,6352,6593
47,Alabama,NaN,11949,14209,15736,16678
48,Idaho,NaN,1894,1963,2148,2356
49,Montana,NaN,853,974,1099,1248
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,4557,4253,4131,4096
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
