,County,347,360,367,374,381,388,395,402
0,01001,4305,255,248,238,228,217,204,190
1,01003,14064,1105,1066,1015,953,884,811,735
2,01005,1530,103,99,94,88,82,75,69
3,01007,1882,121,117,111,105,99,92,84
4,01009,4746,242,231,217,204,191,176,161
5,01011,900,75,67,58,49,41,34,27
6,01013,1546,66,60,56,51,47,43,39
7,01015,9731,457,424,392,359,327,295,266
8,01017,2402,139,130,122,112,102,92,82
9,01019,1438,70,68,66,64,61,59,57
10,01021,3032,172,167,161,154,147,138,129
11,01023,493,6,5,5,5,4,4,3
12,01025,2461,107,90,74,61,50,40,32
13,01027,1158,43,39,33,29,26,21,19
14,01029,1048,44,41,39,35,31,29,27
15,01031,3723,245,235,222,207,191,173,157
16,01033,4766,295,284,270,255,237,221,202
17,01035,866,27,25,22,19,17,15,12
18,01037,525,37,36,34,33,31,29,28
19,01039,2955,109,100,89,79,71,62,54
20,01041,968,57,55,52,49,46,43,39
21,01043,7258,429,394,356,317,281,246,213
22,01045,3423,195,183,170,156,141,128,114
23,01047,2837,103,92,82,73,64,56,49
24,01049,7022,256,237,219,201,182,166,150
25,01051,6671,596,576,544,505,458,410,360
26,01053,2719,158,150,141,133,123,114,105
27,01055,10324,609,576,541,503,462,421,381
28,01057,1460,73,69,65,61,57,51,48
29,01059,3336,146,135,125,113,102,92,82
30,01061,1732,123,124,124,122,120,118,114
31,01063,688,52,50,49,46,43,41,37
32,01065,1501,108,104,98,93,86,79,72
33,01067,1296,114,115,114,111,107,103,97
34,01069,7525,480,475,463,446,428,407,385
35,01071,5254,252,224,198,173,149,128,109
36,01073,54012,3876,3650,3383,3087,2779,2469,2170
37,01075,1074,51,46,43,38,34,31,27
38,01077,6682,496,473,443,410,374,337,301
39,01079,2115,165,159,151,143,133,122,110
40,01081,10560,559,515,469,426,382,341,303
41,01083,7037,502,496,484,468,449,428,403
42,01085,962,24,20,16,14,11,10,7
43,01087,1021,53,51,50,48,47,45,43
44,01089,23364,1988,1934,1853,1751,1630,1500,1364
45,01091,1830,85,78,72,66,60,54,49
46,01093,2152,129,121,112,103,94,84,76
47,01095,9314,410,385,357,331,304,277,251
48,01097,26677,1466,1356,1242,1128,1017,910,809
49,01099,1233,110,107,103,98,92,85,78
