,County,200,206,213,220,227,234,241,248,255
0,01001,1169,,,,,,,,NaN
1,01003,3544,,,,,,,,NaN
2,01005,575,,,,,,,,NaN
3,01007,438,,,,,,,,NaN
4,01009,800,,,,,,,,NaN
5,01011,464,,,,,,,,NaN
6,01013,764,,,,,,,,NaN
7,01015,1784,,,,,,,,NaN
8,01017,841,,,,,,,,NaN
9,01019,273,,,,,,,,NaN
10,01021,792,,,,,,,,NaN
11,01023,283,,,,,,,,NaN
12,01025,662,,,,,,,,NaN
13,01027,258,,,,,,,,NaN
14,01029,127,,,,,,,,NaN
15,01031,761,,,,,,,,NaN
16,01033,1181,,,,,,,,NaN
17,01035,393,,,,,,,,NaN
18,01037,101,,,,,,,,NaN
19,01039,735,,,,,,,,NaN
20,01041,318,,,,,,,,NaN
21,01043,1225,,,,,,,,NaN
22,01045,834,,,,,,,,NaN
23,01047,1323,,,,,,,,NaN
24,01049,1819,,,,,,,,NaN
25,01051,1723,,,,,,,,NaN
26,01053,1082,,,,,,,,NaN
27,01055,2121,,,,,,,,NaN
28,01057,207,,,,,,,,NaN
29,01059,1274,,,,,,,,NaN
30,01061,261,,,,,,,,NaN
31,01063,251,,,,,,,,NaN
32,01065,476,,,,,,,,NaN
33,01067,263,,,,,,,,NaN
34,01069,1398,,,,,,,,NaN
35,01071,989,,,,,,,,NaN
36,01073,13109,,,,,,,,NaN
37,01075,222,,,,,,,,NaN
38,01077,1167,,,,,,,,NaN
39,01079,349,,,,,,,,NaN
40,01081,2678,,,,,,,,NaN
41,01083,1333,,,,,,,,NaN
42,01085,572,,,,,,,,NaN
43,01087,335,,,,,,,,NaN
44,01089,5378,,,,,,,,NaN
45,01091,552,,,,,,,,NaN
46,01093,574,,,,,,,,NaN
47,01095,3167,,,,,,,,NaN
48,01097,9947,,,,,,,,NaN
49,01099,421,,,,,,,,NaN
50,01101,6835,,,,,,,,NaN
51,01103,2393,,,,,,,,NaN
52,01105,442,,,,,,,,NaN
53,01107,400,,,,,,,,NaN
54,01109,709,,,,,,,,NaN
55,01111,401,,,,,,,,NaN
56,01113,1368,,,,,,,,NaN
57,01115,1338,,,,,,,,NaN
58,01117,3283,,,,,,,,NaN
59,01119,360,,,,,,,,NaN
60,01121,1026,,,,,,,,NaN
61,01123,855,,,,,,,,NaN
62,01125,4213,,,,,,,,NaN
63,01127,1526,,,,,,,,NaN
64,01129,391,,,,,,,,NaN
65,01131,429,,,,,,,,NaN
66,01133,453,,,,,,,,NaN
67,02013,4,,,,,,,,NaN
68,02016,89,,,,,,,,NaN
69,02020,2315,,,,,,,,NaN
70,02050,24,,,,,,,,NaN
71,02060,0,,,,,,,,NaN
72,02068,4,,,,,,,,NaN
73,02070,23,,,,,,,,NaN
74,02090,482,,,,,,,,NaN
75,02100,8,,,,,,,,NaN
76,02105,0,,,,,,,,NaN
77,02110,174,,,,,,,,NaN
78,02122,506,,,,,,,,NaN
79,02130,52,,,,,,,,NaN
80,02150,35,,,,,,,,NaN
81,02158,6,,,,,,,,NaN
82,02164,74,,,,,,,,NaN
83,02170,354,,,,,,,,NaN
84,02180,22,,,,,,,,NaN
85,02185,23,,,,,,,,NaN
86,02188,39,,,,,,,,NaN
87,02195,10,,,,,,,,NaN
88,02198,8,,,,,,,,NaN
89,02220,39,,,,,,,,NaN
90,02230,0,,,,,,,,NaN
91,02240,29,,,,,,,,NaN
92,02261,97,,,,,,,,NaN
93,02275,14,,,,,,,,NaN
94,02282,11,,,,,,,,NaN
95,02290,53,,,,,,,,NaN
96,04001,3193,,,,,,,,NaN
97,04003,1603,,,,,,,,NaN
98,04005,3090,,,,,,,,NaN
99,04007,912,,,,,,,,NaN
100,04009,545,,,,,,,,NaN
101,04011,57,,,,,,,,NaN
102,04012,476,,,,,,,,NaN
103,04013,126053,,,,,,,,NaN
104,04015,3186,,,,,,,,NaN
105,04017,5374,,,,,,,,NaN
106,04019,17880,,,,,,,,NaN
107,04021,8378,,,,,,,,NaN
108,04023,2662,,,,,,,,NaN
109,04025,2004,,,,,,,,NaN
110,04027,11510,,,,,,,,NaN
111,05001,217,,,,,,,,NaN
112,05003,326,,,,,,,,NaN
113,05005,71,,,,,,,,NaN
114,05007,4774,,,,,,,,NaN
115,05009,211,,,,,,,,NaN
116,05011,190,,,,,,,,NaN
117,05013,16,,,,,,,,NaN
118,05015,354,,,,,,,,NaN
119,05017,733,,,,,,,,NaN
120,05019,177,,,,,,,,NaN
121,05021,136,,,,,,,,NaN
122,05023,200,,,,,,,,NaN
123,05025,97,,,,,,,,NaN
124,05027,215,,,,,,,,NaN
125,05029,152,,,,,,,,NaN
126,05031,1344,,,,,,,,NaN
127,05033,627,,,,,,,,NaN
128,05035,1356,,,,,,,,NaN
129,05037,195,,,,,,,,NaN
130,05039,63,,,,,,,,NaN
131,05041,194,,,,,,,,NaN
132,05043,203,,,,,,,,NaN
133,05045,1304,,,,,,,,NaN
134,05047,126,,,,,,,,NaN
135,05049,42,,,,,,,,NaN
136,05051,1008,,,,,,,,NaN
137,05053,136,,,,,,,,NaN
138,05055,476,,,,,,,,NaN
139,05057,239,,,,,,,,NaN
140,05059,1546,,,,,,,,NaN
141,05061,340,,,,,,,,NaN
142,05063,517,,,,,,,,NaN
143,05065,53,,,,,,,,NaN
144,05067,112,,,,,,,,NaN
145,05069,1534,,,,,,,,NaN
146,05071,668,,,,,,,,NaN
147,05073,54,,,,,,,,NaN
148,05075,212,,,,,,,,NaN
149,05077,894,,,,,,,,NaN
150,05079,1219,,,,,,,,NaN
151,05081,181,,,,,,,,NaN
152,05083,261,,,,,,,,NaN
153,05085,512,,,,,,,,NaN
154,05087,270,,,,,,,,NaN
155,05089,28,,,,,,,,NaN
156,05091,512,,,,,,,,NaN
157,05093,1014,,,,,,,,NaN
158,05095,60,,,,,,,,NaN
159,05097,35,,,,,,,,NaN
160,05099,142,,,,,,,,NaN
161,05101,103,,,,,,,,NaN
162,05103,100,,,,,,,,NaN
163,05105,54,,,,,,,,NaN
164,05107,318,,,,,,,,NaN
165,05109,101,,,,,,,,NaN
166,05111,272,,,,,,,,NaN
167,05113,142,,,,,,,,NaN
168,05115,1313,,,,,,,,NaN
169,05117,91,,,,,,,,NaN
170,05119,5582,,,,,,,,NaN
171,05121,213,,,,,,,,NaN
172,05123,1209,,,,,,,,NaN
173,05125,1046,,,,,,,,NaN
174,05127,61,,,,,,,,NaN
175,05129,30,,,,,,,,NaN
176,05131,2176,,,,,,,,NaN
177,05133,989,,,,,,,,NaN
178,05135,113,,,,,,,,NaN
179,05137,69,,,,,,,,NaN
180,05139,499,,,,,,,,NaN
181,05141,53,,,,,,,,NaN
182,05143,6298,,,,,,,,NaN
183,05145,322,,,,,,,,NaN
184,05147,21,,,,,,,,NaN
185,05149,1066,,,,,,,,NaN
186,06001,13213,,,,,,,,NaN
187,06003,2,,,,,,,,NaN
188,06005,164,,,,,,,,NaN
189,06007,1095,,,,,,,,NaN
190,06009,147,,,,,,,,NaN
191,06011,362,,,,,,,,NaN
192,06013,9182,,,,,,,,NaN
193,06015,99,,,,,,,,NaN
194,06017,729,,,,,,,,NaN
195,06019,17290,,,,,,,,NaN
196,06021,360,,,,,,,,NaN
197,06023,282,,,,,,,,NaN
198,06025,9693,,,,,,,,NaN
199,06027,89,,,,,,,,NaN
200,06029,23583,,,,,,,,NaN
201,06031,4453,,,,,,,,NaN
202,06033,220,,,,,,,,NaN
203,06035,638,,,,,,,,NaN
204,06037,208563,,,,,,,,NaN
205,06039,2302,,,,,,,,NaN
206,06041,5327,,,,,,,,NaN
207,06043,61,,,,,,,,NaN
208,06045,431,,,,,,,,NaN
209,06047,5012,,,,,,,,NaN
210,06049,5,,,,,,,,NaN
211,06051,154,,,,,,,,NaN
212,06053,5293,,,,,,,,NaN
213,06055,1046,,,,,,,,NaN
214,06057,322,,,,,,,,NaN
215,06059,39641,,,,,,,,NaN
216,06061,2186,,,,,,,,NaN
217,06063,34,,,,,,,,NaN
218,06065,40452,,,,,,,,NaN
219,06067,10795,,,,,,,,NaN
220,06069,715,,,,,,,,NaN
221,06071,35712,,,,,,,,NaN
222,06073,32330,,,,,,,,NaN
