,County,340,353,360,367,374,381,388,395
0,01001,4029,226,179,141,109,86,67,51
1,01003,12825,913,834,750,668,587,511,440
2,01005,1406,75,75,76,74,72,69,64
3,01007,1746,110,92,76,62,51,41,34
4,01009,4465,191,142,103,76,56,40,30
5,01011,827,147,260,355,500,554,489,372
6,01013,1452,38,29,22,16,13,9,7
7,01015,9232,534,446,368,303,247,200,162
8,01017,2214,92,85,81,76,70,66,60
9,01019,1369,89,85,79,75,69,65,60
10,01021,2822,135,131,126,119,114,107,100
11,01023,487,25,25,30,31,34,41,40
12,01025,2299,83,55,40,30,22,15,12
13,01027,1108,67,73,81,90,97,107,116
14,01029,995,33,24,17,13,9,7,5
15,01031,3415,200,171,144,119,99,80,65
16,01033,4430,327,328,331,332,333,331,330
17,01035,824,17,15,12,9,8,7,5
18,01037,478,16,13,10,8,7,5,5
19,01039,2798,55,35,22,14,9,6,3
20,01041,905,83,90,97,102,107,110,110
21,01043,6752,374,299,234,181,138,105,79
22,01045,3182,143,114,91,71,55,44,33
23,01047,2689,83,72,62,54,46,39,33
24,01049,6725,246,179,130,95,68,49,36
25,01051,5994,488,449,404,360,314,270,231
26,01053,2522,133,127,120,113,107,99,91
27,01055,9635,833,815,779,744,706,664,621
28,01057,1386,75,60,48,39,30,24,20
29,01059,3151,124,112,103,95,85,78,71
30,01061,1590,111,116,122,127,131,135,138
31,01063,632,37,31,28,25,21,19,17
32,01065,1391,100,86,74,63,53,43,37
33,01067,1172,84,77,70,65,58,53,47
34,01069,6895,306,251,202,163,130,103,82
35,01071,4897,165,127,97,74,56,43,32
36,01073,49645,3792,3261,2735,2244,1809,1438,1129
37,01075,1012,52,40,30,23,17,12,9
38,01077,6117,592,595,614,638,626,645,633
39,01079,1939,191,183,169,154,136,117,100
40,01081,9856,477,422,370,320,275,234,197
41,01083,6511,515,456,402,352,305,264,227
42,01085,918,18,14,11,9,7,5,4
43,01087,966,56,52,49,45,41,38,35
44,01089,21206,1899,1707,1505,1307,1117,943,788
45,01091,1748,141,134,129,125,117,111,105
46,01093,1997,141,124,108,92,77,64,53
47,01095,8854,452,406,362,324,288,255,227
48,01097,24933,1570,1660,1737,1808,1863,1904,1927
49,01099,1109,89,82,73,64,56,47,41
50,01101,15558,661,567,483,410,345,290,242
51,01103,10196,823,771,712,652,590,529,470
52,01105,827,40,37,34,31,28,26,23
53,01107,1675,87,70,56,45,35,29,22
54,01109,1905,76,71,65,58,53,47,42
55,01111,1216,42,39,38,38,35,36,33
56,01113,2697,110,109,106,106,102,101,99
57,01115,6232,417,370,324,281,240,203,170
58,01117,15020,1052,975,891,808,725,644,569
59,01119,818,67,57,47,40,32,25,21
60,01121,4932,240,210,182,157,135,115,99
61,01123,2293,128,132,130,128,126,122,118
62,01125,17772,1017,931,843,758,678,603,532
63,01127,5036,310,292,278,264,249,235,221
64,01129,1158,67,64,60,54,48,43,37
65,01131,852,34,24,20,16,12,10,8
66,01133,1891,138,140,138,131,127,119,110
67,02013,40,0,0,0,0,0,0,0
68,02016,189,9,8,6,4,4,3,2
69,02020,22469,498,343,235,161,110,74,51
70,02050,2188,63,44,34,24,18,13,10
71,02060,0,,,,,,,NaN
72,02068,60,0,0,0,0,0,0,0
73,02070,115,2,2,1,1,1,0,1
74,02090,4830,101,66,42,28,18,11,8
75,02100,22,1,0,0,0,0,0,0
76,02105,0,,,,,,,NaN
77,02110,1030,30,29,24,22,21,17,16
78,02122,3606,95,70,51,37,28,20,15
79,02130,233,3,2,1,1,1,0,0
80,02150,892,51,35,24,17,11,8,5
81,02158,692,6,2,1,1,0,0,0
82,02164,157,1,1,1,0,0,0,0
83,02170,6180,134,90,58,37,24,15,10
84,02180,271,3,2,2,1,1,0,0
85,02185,796,26,16,10,6,4,3,1
86,02188,399,16,21,28,36,46,56,66
87,02195,29,1,1,1,1,2,2,2
88,02198,71,1,2,1,1,1,0,1
89,02220,269,10,8,6,6,4,3,3
90,02230,17,0,0,0,0,0,0,0
91,02240,402,11,11,7,6,5,3,3
92,02261,328,12,10,9,7,7,5,5
93,02275,24,0,0,0,1,0,0,0
94,02282,52,0,0,0,0,0,0,0
95,02290,206,1,1,0,1,0,0,0
96,04001,7192,334,298,278,236,216,193,167
97,04003,7052,1344,1462,1544,1585,1586,1542,1459
98,04005,10777,734,678,619,559,500,445,392
99,04007,4295,282,254,224,196,169,144,122
100,04009,3109,353,371,368,346,310,265,217
101,04011,379,15,13,9,7,6,4,3
102,04012,1327,198,234,271,307,343,374,398
103,04013,302707,23327,21958,20443,18845,17213,15590,14015
104,04015,11351,1718,1749,1752,1729,1680,1607,1515
105,04017,10886,601,546,523,476,439,410,372
106,04019,65915,6913,6329,5612,4836,4067,3349,2711
107,04021,26242,2152,2006,1874,1721,1577,1433,1293
108,04023,5779,408,379,352,324,294,266,238
109,04025,10740,1214,1123,1021,916,811,710,616
110,04027,26586,1945,1809,1671,1536,1404,1280,1161
111,05001,1250,63,54,46,37,31,26,20
112,05003,1230,76,67,59,51,43,37,30
113,05005,1958,131,122,111,99,90,78,69
114,05007,16884,1502,1529,1541,1536,1517,1480,1432
115,05009,2463,146,142,137,130,124,117,109
116,05011,891,92,80,66,54,42,32,25
117,05013,218,22,20,18,17,15,14,11
118,05015,2000,101,88,76,65,55,45,38
119,05017,1386,29,24,20,16,14,11,9
120,05019,1302,110,101,92,81,70,61,51
121,05021,1273,68,64,59,56,51,47,43
122,05023,1132,126,125,121,114,107,97,86
123,05025,541,28,24,20,18,15,12,11
124,05027,1493,73,64,56,48,41,35,29
125,05029,1223,164,155,141,124,107,88,72
126,05031,9676,595,572,545,514,480,445,410
127,05033,4241,279,274,267,259,247,236,222
128,05035,4192,239,231,220,208,196,181,169
129,05037,1321,127,126,124,120,114,108,100
130,05039,463,38,33,28,24,19,16,13
131,05041,911,85,83,82,78,74,70,65
132,05043,1408,112,97,80,66,53,42,32
133,05045,7137,632,642,648,647,640,627,607
134,05047,1051,50,44,39,34,29,25,21
135,05049,832,85,77,67,57,47,38,31
136,05051,5430,472,480,484,482,477,467,454
137,05053,998,131,127,119,109,96,82,70
138,05055,4283,246,232,217,200,183,167,151
139,05057,1191,81,74,67,59,52,45,39
140,05059,3523,137,117,98,83,69,57,47
141,05061,1068,50,42,34,28,22,18,14
142,05063,2650,152,146,138,130,121,113,104
143,05065,1217,67,62,55,51,45,40,35
144,05067,2751,145,125,108,91,76,63,52
145,05069,6516,424,403,379,353,325,297,268
146,05071,1735,118,103,89,77,64,53,43
147,05073,326,17,15,14,12,11,10,9
148,05075,1509,92,86,81,75,68,63,56
149,05077,1411,26,18,14,10,7,5,3
150,05079,2790,35,24,16,12,8,6,3
151,05081,777,35,30,25,21,17,15,12
152,05083,1353,77,68,59,50,41,35,29
153,05085,3915,344,350,353,353,349,343,333
154,05087,978,84,83,81,80,77,74,70
155,05089,594,36,32,31,27,25,22,20
156,05091,2654,146,129,113,96,82,69,58
157,05093,4248,197,181,167,152,137,123,109
158,05095,454,40,35,31,27,22,19,15
159,05097,467,30,26,24,21,18,15,14
160,05099,585,29,24,21,17,14,11,9
161,05101,544,18,14,11,9,7,6,4
162,05103,1290,112,103,92,82,71,60,51
163,05105,406,57,60,60,59,58,55,51
164,05107,1237,95,93,92,89,85,81,76
165,05109,651,108,117,124,127,129,127,123
166,05111,2307,168,160,150,139,128,115,104
167,05113,1183,62,54,48,42,36,31,25
168,05115,5194,497,501,497,487,468,446,417
169,05117,515,53,48,43,37,31,26,21
170,05119,23245,1818,1838,1843,1831,1803,1761,1705
171,05121,1368,80,78,73,71,66,61,58
172,05123,2674,112,99,87,76,65,56,48
173,05125,7186,537,535,529,518,504,486,465
174,05127,529,26,23,20,18,16,13,12
175,05129,477,31,27,23,20,17,14,11
176,05131,9083,492,476,456,435,412,387,363
177,05133,2025,63,55,48,42,35,31,26
178,05135,1065,100,100,99,97,94,90,86
179,05137,744,74,67,59,51,44,36,29
180,05139,2278,252,243,227,206,182,157,132
181,05141,719,87,84,78,73,65,58,50
182,05143,20547,1054,913,780,657,547,451,370
183,05145,4378,369,337,303,267,232,198,167
184,05147,327,29,27,24,22,19,16,14
185,05149,2295,170,158,145,133,118,106,92
186,06001,49084,5587,5196,4702,4151,3585,3039,2533
187,06003,65,0,0,0,0,0,0,0
188,06005,2281,329,271,242,206,173,147,123
189,06007,6968,904,844,775,700,622,548,475
190,06009,1084,192,190,185,180,174,167,159
191,06011,1240,144,138,130,122,113,103,93
192,06013,38138,3289,2743,2224,1759,1367,1046,792
193,06015,709,69,61,54,47,41,37,31
194,06017,5279,521,442,375,317,266,224,188
195,06019,63080,11222,10691,9632,8247,6756,5337,4095
196,06021,1413,125,127,125,127,124,122,120
197,06023,1584,157,147,141,132,125,119,110
198,06025,21734,1113,947,824,718,617,531,455
199,06027,575,90,83,76,68,60,51,45
200,06029,63557,5119,4297,3551,2894,2334,1865,1480
201,06031,15548,1336,1415,1458,1479,1533,1541,1568
202,06033,1710,356,412,481,550,617,685,743
203,06035,4180,179,107,65,38,23,14,8
204,06037,719833,94487,88961,81776,73519,64778,56070,47788
205,06039,9908,1009,946,863,765,662,562,468
206,06041,9505,602,615,620,619,611,595,574
207,06043,220,41,51,63,78,94,109,123
208,06045,2382,101,76,56,42,31,23,17
209,06047,17890,2122,2267,2385,2492,2577,2635,2669
210,06049,307,14,8,7,4,3,2,1
211,06051,857,97,100,102,103,102,101,99
212,06053,26010,3065,2647,2248,1881,1555,1271,1030
213,06055,5427,636,619,596,567,534,499,462
214,06057,2480,189,165,145,123,107,92,78
215,06059,147463,22399,21195,19418,17270,14954,12654,10497
216,06061,12816,1316,1101,902,728,579,455,355
217,06063,455,23,15,9,7,4,3,2
218,06065,169360,17827,14374,11361,8835,6786,5160,3894
219,06067,62435,7861,8076,8216,8277,8257,8153,7973
220,06069,3394,606,641,663,669,660,637,602
221,06071,185111,22260,17827,13790,10381,7654,5557,3990
222,06073,145779,20165,20107,19829,19341,18662,17821,16850
223,06075,22319,1844,1759,1665,1567,1466,1363,1259
224,06077,42887,5820,5811,5721,5553,5316,5023,4686
225,06079,9945,1247,1257,1257,1246,1226,1195,1157
226,06081,22908,1664,1375,1126,913,737,591,471
227,06083,16159,1597,1604,1582,1537,1467,1380,1278
228,06085,64974,7669,7051,6327,5555,4785,4053,3386
229,06087,8113,1184,1151,1097,1022,935,840,742
230,06089,7641,248,191,139,101,76,55,41
231,06091,34,0,0,0,0,0,0,0
232,06093,1076,36,24,16,11,7,5,3
233,06095,17528,1552,1281,1045,843,674,537,424
234,06097,18539,1630,1507,1384,1260,1140,1025,917
235,06099,33148,3765,3983,4178,4344,4466,4545,4577
236,06101,6121,404,306,230,170,124,91,66
237,06103,3017,309,278,248,219,193,168,147
238,06105,265,11,8,6,4,4,2,2
239,06107,31665,2615,2314,2023,1748,1496,1271,1070
240,06109,2704,420,338,265,203,152,114,83
241,06111,36064,5804,5961,6023,5981,5841,5609,5302
242,06113,7793,722,666,610,556,501,451,402
243,06115,3628,281,226,180,142,110,86,67
244,08001,38849,1225,998,808,655,530,428,346
245,08003,907,16,9,5,3,1,1,1
246,08005,36976,1492,1274,1081,909,769,648,545
247,08007,467,13,10,7,4,3,2,1
248,08009,171,3,2,2,0,1,0,0
249,08011,1026,117,87,64,45,32,23,16
250,08013,14276,464,411,335,289,246,203,177
251,08014,2726,92,77,63,52,43,35,28
252,08015,1002,95,96,93,91,89,85,82
253,08017,87,0,0,0,0,0,0,0
254,08019,267,18,16,15,15,14,13,13
255,08021,304,10,6,4,2,2,1,0
256,08023,157,2,1,0,1,0,0,0
257,08025,1632,72,58,49,42,34,28,24
258,08027,146,2,1,0,0,0,0,0
259,08029,1534,197,183,169,153,138,123,109
260,08031,46570,1474,1297,1060,902,769,632,543
261,08033,49,1,0,1,0,0,0,0
262,08035,15168,569,472,383,306,250,202,163
263,08037,3226,98,74,54,40,30,21,16
264,08039,955,60,58,50,44,40,35,30
265,08041,39887,1639,1323,1072,863,694,558,450
266,08043,4507,500,518,526,523,507,482,449
267,08045,3731,205,152,112,81,59,42,30
268,08047,121,8,9,7,8,7,7,7
