,State,435,444,451,458,465,472,479,486,493,500,507,514,521,528,535,542,549,556,563,570,577
0,Washington,5262,54,60,65,66,63,55,44,33,23,16,11,7,5,3,2,2,1,1,1,1
1,Illinois,23601,176,195,213,222,219,200,170,137,103,75,54,39,29,22,18,15,13,13,13,14
2,California,59411,911,825,737,649,553,452,355,274,209,157,119,92,75,64,57,53,52,53,56,60
3,Arizona,16977,120,107,99,90,79,66,52,39,28,20,14,10,7,5,4,3,2,2,2,2
4,Massachusetts,17217,298,333,359,358,300,221,153,103,67,42,26,17,11,7,5,4,3,2,2,2
5,Wisconsin,7326,32,32,33,34,33,31,28,24,19,15,12,9,8,7,6,5,5,5,5,6
6,Texas,48495,609,594,575,547,504,441,365,285,211,152,107,76,55,40,30,24,20,18,18,20
7,Nebraska,2181,38,37,34,30,25,20,15,11,9,7,5,4,4,3,3,3,3,3,4,5
8,Utah,2125,43,43,41,39,35,30,24,18,14,10,7,5,4,3,2,2,2,2,2,3
9,Oregon,2385,12,14,16,17,18,18,17,14,11,8,5,4,2,2,1,1,0,0,0,0
10,Florida,33494,497,528,567,602,621,613,576,517,447,378,318,268,230,200,178,163,155,155,163,173
11,New York,50375,324,321,319,305,283,248,205,157,111,75,50,34,23,16,12,9,7,6,6,7
12,Rhode Island,2624,14,17,19,22,23,23,22,19,15,11,8,6,4,3,3,2,2,2,2,2
13,Georgia,19119,397,387,377,358,326,282,233,187,150,119,96,78,65,56,49,44,42,41,42,44
14,New Hampshire,1245,17,20,22,22,22,19,16,13,10,7,5,3,2,2,1,1,1,0,0,0
15,North Carolina,12136,177,175,175,169,157,138,115,92,72,56,43,34,28,23,20,18,17,18,19,20
16,New Jersey,24591,265,280,283,266,237,193,146,104,69,43,27,17,11,7,4,3,2,2,2,1
17,Colorado,6117,26,31,37,41,42,40,34,28,20,14,9,6,4,3,2,2,1,1,1,1
18,Maryland,8303,84,88,91,90,86,78,66,53,39,28,19,14,10,8,6,6,5,5,6,6
19,Nevada,5256,58,56,55,53,50,45,39,32,26,20,16,12,10,8,7,6,5,5,6,6
20,Tennessee,11915,155,174,191,205,209,200,180,154,126,101,81,65,54,46,41,38,37,39,43,48
21,Hawaii,463,11,13,16,17,17,16,14,12,10,9,7,6,5,5,4,4,4,5,6,6
22,Indiana,13048,86,95,105,114,121,121,115,104,88,72,58,47,39,33,28,25,23,22,23,23
23,Kentucky,6108,125,120,116,113,108,101,90,77,64,53,43,36,31,26,23,21,21,21,23,25
24,Minnesota,6938,62,70,72,72,66,56,44,33,23,16,12,8,6,5,4,4,4,4,4,4
25,Oklahoma,4953,40,39,38,36,34,30,26,21,17,14,12,10,8,7,7,6,6,6,6,6
