,State,354,360,367,374,381
0,Washington,271595,23437,22400,21221,20718
1,Illinois,1028750,45256,45612,45804,45817
2,California,2717862,272891,272693,273223,272824
3,Arizona,618546,65109,65513,63679,67504
4,Massachusetts,432791,44523,45171,45657,45925
5,Wisconsin,550260,26027,27715,28868,30095
6,Texas,1968189,190349,244507,260735,262601
7,Nebraska,176026,7463,7897,8450,8906
8,Utah,305999,23391,21686,20960,20818
9,Oregon,125683,8343,8751,8817,8802
10,Florida,1477010,NaN,NaN,NaN,NaN
11,New York,1135592,NaN,NaN,NaN,NaN
12,Rhode Island,97614,10750,12561,13566,14436
13,Georgia,757045,62748,61912,61454,60704
14,New Hampshire,51600,5860,5924,5924,5888
15,North Carolina,623188,60933,62660,61743,60534
16,New Jersey,584828,35917,39642,43005,45045
17,Colorado,361148,21214,21547,21386,21669
18,Maryland,306674,20432,20013,20007,19951
19,Nevada,248569,17779,17361,17605,17520
20,Tennessee,653869,49110,48097,48056,48005
21,Hawaii,23586,1299,1349,1386,1399
22,Indiana,563653,37428,40270,42434,42893
23,Kentucky,303624,34454,36864,40582,41480
24,Minnesota,436572,18925,19706,20414,20947
25,Oklahoma,331362,30221,29838,29494,28973
26,Pennsylvania,723865,62018,65677,71441,77899
27,South Carolina,354525,36781,41131,42939,44272
28,District of Columbia,31791,2108,2031,1931,1935
29,Kansas,243648,13993,14157,14175,14174
30,Missouri,434711,21302,21603,21565,21633
31,Vermont,8967,1188,1378,1532,1675
32,Virginia,398856,34147,35396,38246,41521
33,Connecticut,205994,18097,18066,18777,19345
34,Iowa,296682,13797,15078,16099,16722
35,Louisiana,346829,30040,30212,30698,30804
36,Ohio,777065,59290,62915,64809,64777
37,Michigan,562553,31085,31261,31654,31359
38,South Dakota,103318,3310,3619,3990,4441
39,Arkansas,255076,20631,19799,19587,19369
40,Delaware,65273,5637,5848,5910,5903
41,Mississippi,239082,14889,15073,15194,15418
42,New Mexico,156157,9424,9190,8978,8882
43,North Dakota,94716,1828,1916,1973,1995
44,Wyoming,46832,2473,2718,3088,3318
45,Alaska,50218,2458,2533,2536,2566
46,Maine,29298,3971,4487,4982,5218
47,Alabama,401900,30797,30326,30323,29973
48,Idaho,149667,7142,7284,7591,8090
49,Montana,86324,4408,4865,5262,5535
50,Puerto Rico,83119,4689,4837,5009,5053
51,Virgin Islands,2143,137,157,194,212
52,Guam,7399,95,98,102,101
53,West Virginia,101212,11056,12104,12530,12638
54,Northern Mariana Islands,125,4,2,3,4
55,American Samoa,0,0,0,0,0
