,County,316,325,332
0,01001,2893,228,191
1,01003,9341,863,662
2,01005,1214,70,62
3,01007,1252,107,87
4,01009,3158,298,233
5,01011,709,39,35
6,01013,1200,87,78
7,01015,6809,658,513
8,01017,1875,152,136
9,01019,1067,81,68
10,01021,2336,166,139
11,01023,435,24,22
12,01025,1641,108,91
13,01027,948,66,57
14,01029,807,63,52
15,01031,2577,214,175
16,01033,3415,316,251
17,01035,729,50,46
18,01037,382,49,37
19,01039,2324,166,139
20,01041,733,43,38
21,01043,4802,504,383
22,01045,2444,170,139
23,01047,2349,165,153
24,01049,5129,434,358
25,01051,4325,358,296
26,01053,2069,115,102
27,01055,6921,761,613
28,01057,999,116,92
29,01059,2626,187,160
30,01061,1281,102,83
31,01063,445,38,33
32,01065,1014,78,69
33,01067,899,58,49
34,01069,5527,441,369
35,01071,3616,414,328
36,01073,34716,3313,2640
37,01075,725,71,55
38,01077,4433,477,377
39,01079,1373,133,106
40,01081,8015,520,459
41,01083,4550,414,324
42,01085,826,61,56
43,01087,771,65,55
44,01089,14215,1409,1113
45,01091,1267,89,78
46,01093,1482,120,98
47,01095,6750,675,561
48,01097,20452,1240,1107
49,01099,846,61,53
50,01101,12731,811,735
51,01103,7228,775,616
52,01105,698,45,40
53,01107,1297,116,94
54,01109,1638,105,93
55,01111,1070,73,61
56,01113,2315,153,135
57,01115,4603,436,341
58,01117,11102,1046,845
59,01119,595,47,41
60,01121,3811,354,286
61,01123,1902,155,131
62,01125,13755,1090,893
63,01127,3861,303,244
64,01129,939,57,49
65,01131,655,44,41
66,01133,1447,144,114
67,02013,42,8,6
68,02016,111,10,9
69,02020,17600,2387,1975
70,02050,1627,250,177
71,02060,0,4,5
72,02068,45,4,3
73,02070,102,10,8
74,02090,3537,348,280
75,02100,17,1,1
76,02105,0,,NaN
77,02110,872,81,70
78,02122,2805,456,363
79,02130,207,22,19
80,02150,379,89,63
81,02158,429,,NaN
82,02164,145,0,0
83,02170,4232,1009,658
84,02180,244,33,23
85,02185,518,62,47
86,02188,364,31,27
87,02195,26,2,2
88,02198,56,7,5
89,02220,214,37,28
90,02230,11,1,1
91,02240,305,51,40
92,02261,264,25,22
93,02275,21,1,1
94,02282,49,,NaN
95,02290,174,17,14
96,04001,5630,590,573
97,04003,3954,430,365
98,04005,7744,770,693
99,04007,3167,394,325
100,04009,2281,258,210
101,04011,265,55,40
102,04012,921,109,91
103,04013,218935,29727,28259
104,04015,6792,808,691
105,04017,8423,892,886
106,04019,41882,4754,4169
107,04021,17702,2348,2006
108,04023,4118,498,452
109,04025,5971,1126,884
110,04027,18636,1770,1619
111,05001,998,84,68
112,05003,916,106,81
113,05005,1472,150,113
114,05007,12760,1226,883
115,05009,1905,214,160
116,05011,547,66,49
117,05013,155,18,14
118,05015,1540,149,107
119,05017,1222,95,81
120,05019,861,74,56
121,05021,966,118,88
122,05023,788,84,60
123,05025,400,44,34
124,05027,1159,114,84
125,05029,725,88,67
126,05031,7470,667,501
127,05033,3237,278,214
128,05035,3404,263,211
129,05037,902,96,73
130,05039,324,38,29
131,05041,610,64,50
132,05043,875,136,98
133,05045,5107,483,357
134,05047,832,79,60
135,05049,568,50,39
136,05051,4005,363,274
137,05053,649,75,55
138,05055,3188,395,292
139,05057,899,78,59
140,05059,2985,214,173
141,05061,844,64,52
142,05063,2180,182,140
143,05065,1017,84,73
144,05067,1949,246,178
145,05069,5338,350,307
146,05071,1297,93,79
147,05073,271,22,19
148,05075,1210,101,79
149,05077,1215,86,76
150,05079,2540,188,156
151,05081,660,51,43
152,05083,1012,106,81
153,05085,2852,264,197
154,05087,690,78,58
155,05089,473,64,47
156,05091,2209,159,126
157,05093,3358,276,210
158,05095,325,31,25
159,05097,324,44,30
160,05099,479,39,30
161,05101,462,47,37
162,05103,836,121,85
163,05105,271,29,21
164,05107,980,79,62
165,05109,403,43,33
166,05111,1724,141,112
167,05113,868,114,83
168,05115,3868,296,233
169,05117,373,32,26
170,05119,17578,1492,1153
171,05121,1050,108,82
172,05123,2090,139,117
173,05125,5200,604,452
174,05127,407,48,35
175,05129,334,37,29
176,05131,7300,587,449
177,05133,1761,138,119
178,05135,765,93,70
179,05137,505,49,37
180,05139,1627,152,117
181,05141,422,60,41
182,05143,16112,1249,939
183,05145,3171,304,226
184,05147,211,22,18
185,05149,1696,139,125
186,06001,30980,3379,2987
187,06003,52,8,7
188,06005,740,90,69
189,06007,4244,395,357
190,06009,553,96,75
191,06011,756,79,63
192,06013,25264,2541,2214
193,06015,384,56,43
194,06017,2638,464,352
195,06019,39324,2792,2608
196,06021,996,104,86
197,06023,993,127,102
198,06025,16507,1307,1334
199,06027,314,24,23
200,06029,42937,3977,3513
201,06031,11555,1180,1024
202,06033,972,103,84
203,06035,2220,255,209
204,06037,421881,46080,35720
205,06039,6482,566,536
206,06041,7873,572,601
207,06043,148,23,19
208,06045,1657,175,147
209,06047,12427,1263,1183
210,06049,162,15,11
211,06051,577,49,44
212,06053,16064,1439,1276
213,06055,3298,363,310
214,06057,1455,244,191
215,06059,81653,7799,6469
216,06061,6941,711,603
217,06063,239,35,28
218,06065,90089,7356,7597
219,06067,39367,4980,4117
220,06069,2007,227,197
221,06071,99104,10502,8533
222,06073,86142,8270,6380
223,06075,16058,1570,1466
224,06077,26784,1980,2034
225,06079,6378,557,517
226,06081,15040,1512,1342
227,06083,11720,886,855
228,06085,36673,5274,4315
229,06087,4766,588,501
230,06089,5365,701,550
231,06091,23,2,2
232,06093,752,71,61
233,06095,11119,1290,1206
234,06097,12795,1059,1006
235,06099,22876,2410,2140
236,06101,3733,396,308
237,06103,1800,244,190
238,06105,170,33,24
239,06107,21789,1934,1956
240,06109,1128,203,150
241,06111,21208,2685,2218
242,06113,5068,629,518
243,06115,2310,254,204
244,08001,31038,3906,2897
245,08003,653,88,71
246,08005,28683,3853,2930
247,08007,280,63,47
248,08009,123,26,20
249,08011,242,74,49
250,08013,11626,1434,1020
251,08014,2164,262,200
252,08015,700,106,88
253,08017,69,14,10
254,08019,199,26,20
255,08021,197,31,24
256,08023,90,10,9
257,08025,1299,223,168
258,08027,85,17,12
259,08029,714,143,108
260,08031,38219,4603,3385
261,08033,25,7,5
262,08035,11456,1776,1460
263,08037,2477,314,256
264,08039,650,96,71
265,08041,29420,5733,4517
266,08043,3076,565,387
267,08045,2361,319,238
268,08047,89,11,8
269,08049,439,79,57
270,08051,491,54,46
271,08053,9,1,0
272,08055,184,37,27
273,08057,22,3,2
274,08059,21922,3391,2845
275,08061,26,4,3
276,08063,324,49,37
277,08065,304,50,40
278,08067,1499,296,226
279,08069,10932,1796,1336
280,08071,280,63,45
281,08073,508,429,265
282,08075,2432,265,183
283,08077,6304,1064,824
284,08079,36,3,3
285,08081,331,67,47
286,08083,791,150,114
287,08085,1225,235,185
288,08087,1720,214,164
289,08089,830,188,116
290,08091,119,13,11
291,08093,258,37,28
292,08095,199,29,23
293,08097,556,89,68
294,08099,695,127,87
295,08101,9335,1884,1464
296,08103,168,35,26
297,08105,251,36,29
298,08107,718,120,86
299,08109,228,29,25
300,08111,19,2,1
301,08113,222,33,27
302,08115,113,14,11
303,08117,1621,225,162
304,08119,680,101,73
305,08121,258,45,34
306,08123,14850,1986,1386
307,08125,350,43,36
308,09001,41062,5887,4605
309,09003,30549,3839,2907
310,09005,4857,573,439
311,09007,3973,394,304
312,09009,32377,5406,4148
313,09011,6557,734,541
314,09013,3199,276,243
315,09015,2802,301,214
316,10001,5405,820,688
317,10003,21211,2929,2366
318,10005,10746,1160,1121
319,11001,NaN,2145,2022
320,12001,13118,819,748
321,12003,2080,141,122
322,12005,8897,623,518
323,12007,1437,91,79
324,12009,16208,1230,1017
325,12011,110517,6778,5638
326,12013,902,73,61
327,12015,5293,475,394
328,12017,4945,431,347
329,12019,8306,695,582
330,12021,18334,1276,1120
331,12023,4866,261,234
332,12027,2450,208,170
333,12029,974,49,46
334,12031,45575,3453,2811
335,12033,17177,1152,1005
336,12035,2812,212,183
337,12037,833,41,43
338,12039,3379,174,155
339,12041,794,64,52
340,12043,683,44,39
341,12045,1088,68,60
342,12047,1006,54,49
343,12049,1791,100,96
344,12051,2561,174,164
345,12053,5170,441,356
346,12055,3893,320,268
347,12057,59809,3431,2963
348,12059,1214,99,80
349,12061,5124,354,306
350,12063,3959,245,217
351,12065,792,54,47
352,12067,1345,87,84
353,12069,10899,748,657
354,12071,31243,2547,2153
355,12073,15505,1000,851
356,12075,1452,107,87
357,12077,616,50,40
358,12079,1296,81,75
359,12081,17324,1273,1139
360,12083,13462,915,749
361,12085,6412,444,410
362,12086,236308,14228,12117
363,12087,3480,315,275
364,12089,3342,289,236
365,12091,9431,787,649
366,12093,2068,122,114
367,12095,59791,3877,3355
368,12097,19066,1473,1259
369,12099,67106,4084,3576
370,12101,15480,1326,1101
371,12103,33857,2189,1870
372,12105,28399,1797,1563
373,12107,2855,188,167
374,12109,9217,808,650
375,12111,11051,729,643
376,12113,7769,609,494
377,12115,14257,1229,985
378,12117,13323,944,816
379,12119,3602,259,222
380,12121,3337,179,171
381,12123,1669,98,92
382,12125,1242,68,64
383,12127,16921,1211,1048
384,12129,1683,113,95
385,12131,3801,280,238
386,12133,1565,117,98
387,13001,1346,59,57
388,13003,607,36,32
389,13005,764,36,34
390,13007,127,8,8
391,13009,2722,163,143
392,13011,832,89,72
393,13013,3613,307,263
394,13015,5404,462,384
395,13017,1056,59,53
396,13019,765,74,57
397,13021,7862,498,437
398,13023,719,39,36
399,13025,818,61,52
400,13027,732,61,51
401,13029,1548,85,77
402,13031,3801,183,166
403,13033,1265,76,69
404,13035,1129,102,88
405,13037,309,15,16
406,13039,1913,135,110
407,13043,617,28,26
408,13045,5829,514,417
409,13047,2206,210,167
410,13049,821,51,43
411,13051,11154,637,568
412,13053,2040,114,101
413,13055,1296,101,86
414,13057,11209,1067,920
415,13059,8196,542,476
416,13061,150,7,8
417,13063,10778,713,655
418,13065,541,26,25
419,13067,31222,2470,2144
420,13069,3060,231,199
421,13071,2647,110,109
422,13073,6791,575,471
423,13075,940,77,66
424,13077,5654,624,517
425,13079,265,23,19
426,13081,957,55,52
427,13083,556,48,39
428,13085,1211,107,92
429,13087,1630,91,80
430,13089,28509,1999,1744
431,13091,1080,62,56
432,13093,499,32,31
433,13095,3849,239,229
434,13097,5967,471,380
435,13099,704,44,44
436,13101,298,23,19
437,13103,2247,141,124
438,13105,1247,100,83
439,13107,1454,70,66
440,13109,559,28,26
441,13111,1058,69,59
442,13113,3464,364,305
443,13115,5793,449,372
444,13117,7287,716,599
445,13119,1290,103,86
446,13121,42130,3120,2711
447,13123,1320,88,78
448,13125,85,6,5
449,13127,4387,252,233
450,13129,3607,281,236
451,13131,1040,59,53
452,13133,757,54,47
453,13135,41349,3143,2685
454,13137,2463,228,201
455,13139,13209,990,860
456,13141,534,37,33
457,13143,1382,114,92
458,13145,1073,72,66
459,13147,902,97,78
460,13149,420,49,40
461,13151,9145,773,672
462,13153,5081,412,368
463,13155,455,31,29
464,13157,3584,344,281
465,13159,520,62,47
466,13161,982,51,47
467,13163,1026,56,50
468,13165,502,24,23
469,13167,532,26,25
470,13169,825,57,49
471,13171,742,68,55
472,13173,413,29,25
473,13175,2700,162,140
474,13177,1025,88,79
475,13179,1594,95,80
476,13181,330,23,20
477,13183,347,23,20
478,13185,6607,490,432
479,13187,1342,101,86
480,13189,960,57,50
481,13191,396,25,22
482,13193,349,27,25
483,13195,1225,123,101
484,13197,253,14,13
485,13199,819,55,49
486,13201,422,25,23
487,13205,1021,63,60
488,13207,1095,93,79
489,13209,436,22,20
490,13211,853,64,55
491,13213,1987,233,189
492,13215,7512,436,396
493,13217,4023,312,266
494,13219,1456,131,109
495,13221,587,48,40
496,13223,5477,568,491
497,13225,1121,88,73
498,13227,1183,100,82
499,13229,1231,64,59
500,13231,840,72,60
501,13233,2543,199,166
502,13235,462,34,29
503,13237,1024,64,57
504,13239,84,6,6
505,13241,627,65,51
506,13243,370,18,19
507,13245,10770,799,654
508,13247,2863,218,189
509,13249,174,15,13
510,13251,503,23,22
511,13253,551,39,33
512,13255,2516,203,170
513,13257,1607,139,116
514,13259,632,28,30
515,13261,1294,91,83
516,13263,234,14,13
517,13265,42,3,3
518,13267,1164,61,56
519,13269,410,48,38
520,13271,660,32,30
521,13273,413,25,25
522,13275,1997,127,118
523,13277,2675,225,185
524,13279,1739,95,87
525,13281,596,45,39
526,13283,388,19,19
527,13285,4031,243,215
528,13287,464,34,31
529,13289,266,18,15
530,13291,1123,80,65
531,13293,1573,124,110
532,13295,2768,231,189
533,13297,3479,336,278
534,13299,2645,128,122
535,13301,219,13,12
536,13303,1140,76,66
537,13305,1688,100,85
538,13307,62,3,3
539,13309,426,19,20
540,13311,1377,124,106
541,13313,8187,680,553
542,13315,394,36,31
543,13317,471,39,33
544,13319,461,32,29
545,13321,776,55,51
546,15001,1626,133,129
547,15003,15650,1054,1166
548,15005,0,,NaN
549,15007,117,17,14
550,15009,863,101,92
551,16001,26922,2805,2259
552,16003,117,19,15
553,16005,4822,541,392
554,16007,200,25,19
555,16009,289,28,24
556,16011,2935,307,234
557,16013,1345,130,110
558,16015,151,19,15
559,16017,1072,123,89
560,16019,8014,732,564
561,16021,384,51,41
562,16023,127,10,10
563,16025,54,5,4
564,16027,16097,1509,1190
565,16029,454,38,32
566,16031,2202,166,135
567,16033,50,3,3
568,16035,578,76,62
569,16037,156,17,15
570,16039,939,84,69
571,16041,722,69,55
572,16043,747,69,57
573,16045,1045,151,112
574,16047,1000,94,78
575,16049,790,90,73
576,16051,1633,168,133
577,16053,1945,152,130
578,16055,7969,730,567
579,16057,1789,159,127
580,16059,436,35,32
581,16061,221,30,24
582,16063,367,37,32
583,16065,4386,387,293
584,16067,1782,112,98
585,16069,2437,217,175
586,16071,161,27,20
587,16073,723,95,76
588,16075,1694,163,138
589,16077,478,42,38
590,16079,534,58,46
591,16081,578,58,46
592,16083,7035,509,432
593,16085,270,40,31
594,16087,793,81,69
595,17001,4941,337,276
596,17003,268,25,19
597,17005,1143,130,98
598,17007,4081,392,305
599,17009,337,34,27
600,17011,2224,224,173
601,17013,278,47,35
602,17015,1109,103,83
603,17017,1070,124,95
604,17019,11336,963,761
605,17021,1969,180,138
606,17023,838,87,68
607,17025,936,124,93
608,17027,3491,359,282
609,17029,3454,298,234
610,17031,318324,25289,20180
611,17033,1180,116,94
612,17035,683,78,58
613,17037,5280,518,409
614,17039,655,64,48
615,17041,1447,150,115
616,17043,48499,5081,3739
617,17045,885,126,90
618,17047,242,29,22
619,17049,2985,348,250
620,17051,1912,255,187
621,17053,820,108,80
622,17055,2204,228,171
623,17057,1614,217,141
624,17059,213,26,20
625,17061,894,104,81
626,17063,2985,369,271
627,17065,411,48,37
628,17067,1010,104,81
629,17069,161,23,18
630,17071,306,34,26
631,17073,2861,344,256
632,17075,1836,249,191
633,17077,2842,303,238
634,17079,695,85,69
635,17081,2026,241,178
636,17083,1384,186,136
637,17085,1138,108,82
638,17087,775,93,73
639,17089,33273,2849,2269
640,17091,9105,972,768
641,17093,6658,707,538
642,17095,2993,327,252
643,17097,39051,3451,2708
644,17099,6471,694,521
645,17101,1183,194,143
646,17103,2113,230,173
647,17105,2387,271,203
648,17107,1886,256,179
649,17109,1643,142,116
650,17111,14996,1393,1103
651,17113,8961,952,710
652,17115,6817,667,498
653,17117,2414,305,217
654,17119,15363,1779,1340
655,17121,2655,307,223
656,17123,435,57,42
657,17125,777,95,71
658,17127,647,103,76
659,17129,516,77,57
660,17131,800,97,68
661,17133,2191,242,185
662,17135,1240,137,97
663,17137,2330,233,187
664,17139,969,112,87
665,17141,3038,329,251
666,17143,9785,1120,863
667,17145,1184,152,114
668,17147,829,96,74
669,17149,1063,103,81
670,17151,111,19,14
671,17153,451,56,45
672,17155,256,27,20
673,17157,2414,265,210
674,17159,868,132,96
675,17161,8981,846,656
676,17163,14160,1600,1240
677,17165,1179,125,91
678,17167,10669,1094,838
679,17169,343,52,36
680,17171,251,24,20
681,17173,1463,157,121
682,17175,304,47,33
683,17177,2582,242,185
684,17179,7415,945,673
685,17181,1256,132,111
686,17183,4218,537,359
687,17185,646,105,78
688,17187,1148,130,104
689,17189,780,112,85
690,17191,968,111,88
691,17193,664,90,67
692,17195,3953,344,277
693,17197,41204,4296,3287
694,17199,3859,434,336
695,17201,19765,1645,1270
696,17203,1916,256,185
697,18001,1927,258,192
698,18003,20668,2932,2133
699,18005,3800,611,473
700,18007,448,83,64
701,18009,661,99,73
702,18011,2820,395,293
703,18013,422,68,51
704,18015,813,115,91
705,18017,3232,347,302
706,18019,5759,714,575
707,18021,1404,210,163
708,18023,2040,263,203
709,18025,361,61,49
710,18027,1767,227,181
711,18029,2528,367,290
712,18031,1452,206,167
713,18033,2108,317,237
714,18035,5535,668,533
715,18037,2719,331,262
716,18039,18813,1904,1470
717,18041,1658,215,184
718,18043,3602,461,372
719,18045,958,162,126
720,18047,802,118,95
721,18049,964,131,94
722,18051,2203,321,244
723,18053,3267,541,411
724,18055,1210,184,145
725,18057,15457,2394,1674
726,18059,3206,543,414
727,18061,1670,237,186
728,18063,7353,1143,891
729,18065,2807,351,270
730,18067,4176,667,496
731,18069,1533,219,160
732,18071,2666,447,348
733,18073,1677,236,165
734,18075,1155,179,141
735,18077,1397,224,170
736,18079,1063,178,139
737,18081,7732,1225,946
738,18083,2121,298,236
739,18085,5129,599,413
740,18087,1595,193,152
741,18089,30537,3312,2513
742,18091,5291,672,500
743,18093,2059,285,227
744,18095,5858,848,665
745,18097,48740,6744,5345
746,18099,3431,438,314
747,18101,400,50,40
748,18103,1912,297,224
749,18105,6048,752,543
750,18107,1714,273,206
751,18109,2592,424,327
752,18111,625,75,60
753,18113,2924,388,289
