,County,312,318,325
0,01001,2751,117,122
1,01003,8820,409,384
2,01005,1175,38,48
3,01007,1188,51,52
4,01009,2946,139,138
5,01011,700,23,28
6,01013,1173,46,55
7,01015,6366,300,290
8,01017,1772,70,79
9,01019,1029,43,44
10,01021,2250,80,84
11,01023,426,13,17
12,01025,1589,55,64
13,01027,920,34,36
14,01029,774,32,33
15,01031,2465,113,119
16,01033,3146,154,153
17,01035,685,21,24
18,01037,346,20,20
19,01039,2203,72,78
20,01041,712,24,28
21,01043,4474,255,247
22,01045,2344,85,91
23,01047,2265,88,110
24,01049,4897,223,225
25,01051,4094,167,176
26,01053,1986,55,62
27,01055,6351,332,315
28,01057,922,55,52
29,01059,2542,111,127
30,01061,1237,55,54
31,01063,427,18,21
32,01065,977,45,53
33,01067,867,31,34
34,01069,5323,221,226
35,01071,3271,188,177
36,01073,32718,1622,1570
37,01075,683,33,32
38,01077,4133,252,241
39,01079,1296,66,65
40,01081,7785,243,275
41,01083,4302,219,213
42,01085,799,33,44
43,01087,745,36,37
44,01089,13425,739,699
45,01091,1225,48,57
46,01093,1413,58,58
47,01095,6309,318,327
48,01097,19904,629,703
49,01099,790,27,30
50,01101,12380,411,493
51,01103,6751,412,390
52,01105,689,23,25
53,01107,1242,62,63
54,01109,1592,55,61
55,01111,1038,41,42
56,01113,2231,70,79
57,01115,4257,198,192
58,01117,10465,527,507
59,01119,584,27,33
60,01121,3535,143,143
61,01123,1770,69,80
62,01125,13167,529,550
63,01127,3689,156,159
64,01129,916,29,34
65,01131,639,23,28
66,01133,1344,73,72
67,02013,38,4,4
68,02016,108,5,6
69,02020,16666,1424,1436
70,02050,1529,188,163
71,02060,0,2,4
72,02068,43,2,2
73,02070,100,6,6
74,02090,3465,236,242
75,02100,16,0,0
76,02105,0,,NaN
77,02110,853,49,52
78,02122,2569,257,241
79,02130,197,11,12
80,02150,277,30,25
81,02158,421,,NaN
82,02164,144,0,0
83,02170,3389,397,329
84,02180,228,19,17
85,02185,453,31,30
86,02188,359,22,22
87,02195,25,1,1
88,02198,51,3,3
89,02220,189,19,17
90,02230,9,0,0
91,02240,284,32,28
92,02261,256,14,15
93,02275,20,0,1
94,02282,49,,NaN
95,02290,171,11,10
96,04001,5391,355,416
97,04003,3639,245,250
98,04005,7474,440,485
99,04007,2970,198,192
100,04009,2194,175,171
101,04011,224,27,25
102,04012,867,66,78
103,04013,205332,12845,15188
104,04015,6197,373,378
105,04017,8118,502,610
106,04019,39813,3005,3145
107,04021,16643,1143,1218
108,04023,3933,291,316
109,04025,5329,494,444
110,04027,17871,1087,1334
111,05001,959,46,45
112,05003,855,56,51
113,05005,1406,97,89
114,05007,12001,618,613
115,05009,1768,119,107
116,05011,495,31,28
117,05013,147,12,12
118,05015,1417,74,69
119,05017,1186,47,49
120,05019,808,42,40
121,05021,874,64,64
122,05023,728,47,43
123,05025,362,21,21
124,05027,1093,67,60
125,05029,674,46,43
126,05031,7066,382,354
127,05033,3066,153,145
128,05035,3254,150,147
129,05037,852,53,50
130,05039,300,21,21
131,05041,559,28,27
132,05043,732,57,48
133,05045,4775,256,241
134,05047,795,49,47
135,05049,548,32,33
136,05051,3809,196,180
137,05053,602,40,37
138,05055,2908,203,186
139,05057,848,40,38
140,05059,2925,131,128
141,05061,801,35,37
142,05063,2076,101,100
143,05065,996,53,58
144,05067,1788,138,132
145,05069,5197,213,214
146,05071,1269,54,54
147,05073,265,15,16
148,05075,1164,67,72
149,05077,1189,53,69
150,05079,2458,101,135
151,05081,641,32,32
152,05083,956,62,57
153,05085,2699,156,144
154,05087,618,34,36
155,05089,438,39,39
156,05091,2147,96,91
157,05093,3187,150,142
158,05095,307,16,16
159,05097,296,23,21
160,05099,454,24,25
161,05101,442,27,27
162,05103,748,66,57
163,05105,254,17,18
164,05107,946,45,44
165,05109,370,19,19
166,05111,1659,81,80
167,05113,789,63,61
168,05115,3713,176,160
169,05117,359,17,18
170,05119,16733,818,742
171,05121,976,51,50
172,05123,2050,79,83
173,05125,4825,300,258
174,05127,374,21,22
175,05129,295,17,18
176,05131,7015,325,317
177,05133,1707,78,93
178,05135,693,48,49
179,05137,476,25,24
180,05139,1540,76,73
181,05141,378,31,29
182,05143,15440,672,700
183,05145,3018,190,173
184,05147,201,13,15
185,05149,1654,81,92
186,06001,29476,1535,1544
187,06003,50,3,3
188,06005,563,43,40
189,06007,3894,125,135
190,06009,478,26,26
191,06011,711,29,28
192,06013,23895,1036,1044
193,06015,328,21,21
194,06017,2415,202,170
195,06019,38288,1505,1471
196,06021,925,43,42
197,06023,850,35,36
198,06025,16019,703,698
199,06027,290,9,11
200,06029,41328,1931,1732
201,06031,11093,662,606
202,06033,920,47,42
203,06035,1773,77,94
204,06037,395843,21539,20380
205,06039,6119,225,251
206,06041,7755,277,318
207,06043,131,10,10
208,06045,1458,70,65
209,06047,11688,462,498
210,06049,131,10,10
211,06051,548,30,33
212,06053,15328,726,679
213,06055,3033,149,144
214,06057,1272,66,60
215,06059,77819,3855,3588
216,06061,6497,266,260
217,06063,215,13,14
218,06065,86854,3898,3931
219,06067,36905,2207,1813
220,06069,1880,87,81
221,06071,93019,4825,4602
222,06073,81084,3890,3261
223,06075,15450,763,753
224,06077,25742,798,812
225,06079,6129,283,272
226,06081,14148,629,716
227,06083,11481,433,469
228,06085,34292,2387,2078
229,06087,4426,232,220
230,06089,4882,261,241
231,06091,19,1,1
232,06093,624,29,28
233,06095,10252,551,524
234,06097,12198,460,525
235,06099,21714,901,926
236,06101,3332,143,129
237,06103,1678,116,102
238,06105,158,22,20
239,06107,20701,720,762
240,06109,981,99,93
241,06111,19510,1037,940
242,06113,4827,300,272
243,06115,2036,71,70
244,08001,29130,2524,2618
245,08003,610,57,61
246,08005,26753,2377,2465
247,08007,236,32,26
248,08009,105,13,13
249,08011,180,35,29
250,08013,10926,805,875
251,08014,2002,168,173
252,08015,656,60,59
253,08017,60,7,7
254,08019,189,18,18
255,08021,171,15,15
256,08023,84,6,7
257,08025,1237,172,192
258,08027,67,5,5
259,08029,627,81,77
260,08031,36243,2941,3214
261,08033,19,2,2
262,08035,10560,1141,1111
263,08037,2364,188,178
264,08039,596,62,61
265,08041,26639,3155,3284
266,08043,2785,402,367
267,08045,2191,191,184
268,08047,87,8,8
269,08049,393,46,45
270,08051,471,30,35
271,08053,9,0,1
272,08055,158,20,19
273,08057,21,1,1
274,08059,20358,2035,2077
275,08061,23,2,2
276,08063,301,28,30
277,08065,273,26,27
278,08067,1338,185,162
279,08069,10115,1024,986
280,08071,233,31,30
281,08073,141,17,16
282,08075,2225,171,182
283,08077,5787,671,659
284,08079,36,2,2
285,08081,289,40,40
286,08083,709,89,93
287,08085,1094,136,143
288,08087,1639,140,153
289,08089,631,96,90
290,08091,117,9,10
291,08093,234,23,25
292,08095,186,17,18
293,08097,494,41,39
294,08099,605,72,72
295,08101,8269,1048,1062
296,08103,145,20,18
297,08105,232,20,19
298,08107,657,74,77
299,08109,216,17,18
300,08111,20,1,1
301,08113,211,19,20
302,08115,108,9,9
303,08117,1488,119,123
304,08119,642,70,64
305,08121,222,23,22
306,08123,13813,1170,1227
307,08125,325,23,24
308,09001,37071,3054,3018
309,09003,27844,2263,2203
310,09005,4231,285,301
311,09007,3567,203,239
312,09009,27925,2204,2149
313,09011,5867,329,357
314,09013,2977,161,190
315,09015,2468,129,147
316,10001,4975,398,434
317,10003,19788,1694,1758
318,10005,10377,688,860
319,11001,NaN,1346,1666
320,12001,12813,439,490
321,12003,2020,68,74
322,12005,8455,289,302
323,12007,1409,46,50
324,12009,15494,614,631
325,12011,106698,3457,3510
326,12013,868,33,36
327,12015,5052,237,239
328,12017,4731,241,231
329,12019,7958,344,344
330,12021,17693,628,680
331,12023,4781,145,156
332,12027,2395,118,123
333,12029,962,26,31
334,12031,43599,1775,1812
335,12033,16675,567,605
336,12035,2729,118,118
337,12037,830,22,27
338,12039,3311,91,103
339,12041,763,34,35
340,12043,666,22,25
341,12045,1060,31,34
342,12047,978,26,32
343,12049,1763,54,64
344,12051,2488,86,103
345,12053,4969,227,226
346,12055,3737,164,164
347,12057,58092,1794,1876
348,12059,1163,48,49
349,12061,4985,183,189
350,12063,3878,144,156
351,12065,773,28,28
352,12067,1322,38,45
353,12069,10623,397,417
354,12071,29868,1167,1239
355,12073,14975,522,547
356,12075,1405,55,56
357,12077,595,26,26
358,12079,1267,41,45
359,12081,16703,634,658
360,12083,12981,426,434
361,12085,6231,221,250
362,12086,227656,7380,7373
363,12087,3353,192,198
364,12089,3162,141,135
365,12091,8865,392,401
366,12093,2033,66,75
367,12095,57805,2042,2198
368,12097,18248,708,707
369,12099,65011,2109,2209
370,12101,14783,667,652
371,12103,32808,1196,1219
372,12105,27481,894,961
373,12107,2744,88,96
374,12109,8727,403,393
375,12111,10740,361,376
376,12113,7451,304,306
377,12115,13647,652,642
378,12117,12871,485,506
379,12119,3442,118,128
380,12121,3278,92,108
381,12123,1644,50,58
382,12125,1227,36,41
383,12127,16358,640,645
384,12129,1618,61,62
385,12131,3676,154,161
386,12133,1518,58,61
387,13001,1329,37,48
388,13003,596,20,23
389,13005,750,20,25
390,13007,125,5,6
391,13009,2668,86,100
392,13011,787,43,43
393,13013,3469,154,156
394,13015,5169,225,230
395,13017,1009,30,35
396,13019,726,34,34
397,13021,7626,248,261
398,13023,711,22,27
399,13025,790,29,32
400,13027,675,24,26
401,13029,1506,44,47
402,13031,3758,95,114
403,13033,1237,42,47
404,13035,1083,47,50
405,13037,294,8,11
406,13039,1853,80,77
407,13043,616,15,19
408,13045,5612,291,296
409,13047,2107,122,117
410,13049,799,25,27
411,13051,10906,335,367
412,13053,2004,60,73
413,13055,1249,55,56
414,13057,10616,506,517
415,13059,7941,262,296
416,13061,150,4,6
417,13063,10483,365,419
418,13065,534,14,18
419,13067,29937,1174,1279
420,13069,2941,102,114
421,13071,2571,52,78
422,13073,6497,280,285
423,13075,890,39,41
424,13077,5364,304,295
425,13079,253,11,11
426,13081,934,30,38
427,13083,519,26,26
428,13085,1161,53,54
429,13087,1581,44,52
430,13089,27548,1041,1159
431,13091,1068,36,42
432,13093,488,20,25
433,13095,3710,108,139
434,13097,5703,221,236
435,13099,691,25,31
436,13101,279,12,15
437,13103,2209,81,85
438,13105,1190,49,53
439,13107,1429,38,46
440,13109,557,15,17
441,13111,1030,40,42
442,13113,3263,169,164
443,13115,5597,256,261
444,13117,6877,334,332
445,13119,1245,56,58
446,13121,40630,1530,1654
447,13123,1284,47,55
448,13125,80,3,4
449,13127,4317,132,148
450,13129,3475,149,156
451,13131,1012,31,36
452,13133,730,27,30
453,13135,39694,1536,1674
