,County,302,311,318
0,01001,2554,321,351
1,01003,7933,863,922
2,01005,1145,99,114
3,01007,1011,105,118
4,01009,2683,404,414
5,01011,680,44,50
6,01013,1113,111,127
7,01015,5814,750,803
8,01017,1641,183,192
9,01019,956,128,132
10,01021,2122,188,217
11,01023,411,26,30
12,01025,1530,135,158
13,01027,868,89,97
14,01029,696,96,102
15,01031,2246,290,306
16,01033,2847,400,414
17,01035,666,64,72
18,01037,293,52,51
19,01039,2081,180,204
20,01041,692,61,64
21,01043,3940,737,750
22,01045,2227,233,262
23,01047,2134,211,243
24,01049,4435,611,647
25,01051,3797,439,476
26,01053,1917,138,163
27,01055,5650,840,849
28,01057,782,125,126
29,01059,2380,230,265
30,01061,1135,138,150
31,01063,389,35,34
32,01065,897,88,87
33,01067,823,77,90
34,01069,4907,524,575
35,01071,2800,358,392
36,01073,29186,3860,4086
37,01075,600,64,72
38,01077,3578,663,669
39,01079,1152,175,181
40,01081,7363,638,731
41,01083,3834,559,589
42,01085,770,68,84
43,01087,680,81,86
44,01089,11834,1619,1707
45,01091,1157,110,128
46,01093,1303,126,139
47,01095,5575,734,778
48,01097,18966,1634,1894
49,01099,752,74,77
50,01101,11837,1156,1378
51,01103,5738,929,960
52,01105,651,44,48
53,01107,1108,141,152
54,01109,1520,136,157
55,01111,968,91,105
56,01113,2104,167,198
57,01115,3856,478,515
58,01117,9444,1312,1379
59,01119,547,55,54
60,01121,3263,350,385
61,01123,1665,208,222
62,01125,12179,1321,1459
63,01127,3399,373,420
64,01129,884,87,96
65,01131,619,44,48
66,01133,1183,149,156
67,02013,21,3,3
68,02016,106,13,15
69,02020,13811,3449,3384
70,02050,1061,314,297
71,02060,0,5,8
72,02068,40,7,8
73,02070,85,16,17
74,02090,3001,506,532
75,02100,16,2,2
76,02105,0,,NaN
77,02110,774,130,133
78,02122,1972,510,485
79,02130,184,37,37
80,02150,192,50,48
81,02158,370,,NaN
82,02164,140,0,0
83,02170,2459,552,569
84,02180,175,30,32
85,02185,396,79,82
86,02188,316,50,55
87,02195,23,2,2
88,02198,46,6,6
89,02220,142,34,33
90,02230,8,1,1
91,02240,191,64,60
92,02261,228,36,38
93,02275,20,2,2
94,02282,44,,NaN
95,02290,145,21,23
96,04001,4622,508,559
97,04003,2828,306,317
98,04005,6618,925,1015
99,04007,2466,332,350
100,04009,1767,315,318
101,04011,146,32,30
102,04012,722,95,103
103,04013,183177,22942,25658
104,04015,5329,568,632
105,04017,7345,765,896
106,04019,34423,4923,5214
107,04021,14571,2193,2215
108,04023,3409,418,465
109,04025,3989,636,647
110,04027,15813,1429,1625
111,05001,881,132,140
112,05003,713,102,104
113,05005,1182,276,272
114,05007,10747,1400,1564
115,05009,1489,290,289
116,05011,415,41,44
117,05013,117,30,28
118,05015,1223,157,167
119,05017,1111,96,110
120,05019,716,122,123
121,05021,742,155,153
122,05023,624,89,93
123,05025,322,51,53
124,05027,929,144,151
125,05029,554,116,112
126,05031,6319,1033,1090
127,05033,2785,447,462
128,05035,3011,384,418
129,05037,724,99,103
130,05039,254,48,46
131,05041,503,62,66
132,05043,545,78,78
133,05045,4292,596,635
