,County,404,409,416,423,430,437,444,451,458
0,01001,6270,156,156,156,156,156,156,156,156
1,01003,19758,322,322,322,322,322,322,322,322
2,01005,2116,46,46,46,46,46,46,46,46
3,01007,2450,35,35,35,35,35,35,35,35
4,01009,6102,55,55,55,55,55,55,55,55
5,01011,1169,18,18,18,18,18,18,18,18
6,01013,1968,18,18,18,18,18,18,18,18
7,01015,13300,317,317,317,317,317,317,317,317
8,01017,3413,42,42,42,42,42,42,42,42
9,01019,1770,15,15,15,15,15,15,15,15
10,01021,3876,91,91,91,91,91,91,91,91
11,01023,551,4,4,4,4,4,4,4,4
12,01025,3436,18,18,18,18,18,18,18,18
13,01027,1444,22,22,22,22,22,22,22,22
14,01029,1378,22,22,22,22,22,22,22,22
15,01031,5249,40,40,40,40,40,40,40,40
16,01033,6004,35,35,35,35,35,35,35,35
17,01035,1067,3,3,3,3,3,3,3,3
18,01037,889,30,30,30,30,30,30,30,30
19,01039,3960,57,57,57,57,57,57,57,57
20,01041,1448,22,22,22,22,22,22,22,22
21,01043,8897,69,69,69,69,69,69,69,69
22,01045,4642,50,50,50,50,50,50,50,50
23,01047,3403,73,73,73,73,73,73,73,73
24,01049,8459,42,42,42,42,42,42,42,42
25,01051,9385,143,143,143,143,143,143,143,143
26,01053,3776,32,32,32,32,32,32,32,32
27,01055,13184,121,121,121,121,121,121,121,121
28,01057,2007,20,20,20,20,20,20,20,20
29,01059,3991,35,35,35,35,35,35,35,35
30,01061,2399,20,20,20,20,20,20,20,20
31,01063,882,12,12,12,12,12,12,12,12
32,01065,2105,37,37,37,37,37,37,37,37
33,01067,1824,21,21,21,21,21,21,21,21
34,01069,10104,82,82,82,82,82,82,82,82
35,01071,6495,59,59,59,59,59,59,59,59
36,01073,71073,828,828,828,828,828,828,828,828
37,01075,1328,33,33,33,33,33,33,33,33
38,01077,8607,79,79,79,79,79,79,79,79
39,01079,2834,32,32,32,32,32,32,32,32
40,01081,14967,171,171,171,171,171,171,171,171
41,01083,9363,100,100,100,100,100,100,100,100
42,01085,1311,10,10,10,10,10,10,10,10
43,01087,1420,25,25,25,25,25,25,25,25
44,01089,32425,486,486,486,486,486,486,486,486
45,01091,2364,50,50,50,50,50,50,50,50
46,01093,2819,87,87,87,87,87,87,87,87
47,01095,11262,85,85,85,85,85,85,85,85
48,01097,36139,755,755,755,755,755,755,755,755
49,01099,1661,9,9,9,9,9,9,9,9
50,01101,22586,302,302,302,302,302,302,302,302
51,01103,13667,173,173,173,173,173,173,173,173
52,01105,1056,10,10,10,10,10,10,10,10
53,01107,2246,33,33,33,33,33,33,33,33
54,01109,2934,25,25,25,25,25,25,25,25
55,01111,1637,34,34,34,34,34,34,34,34
56,01113,4049,55,55,55,55,55,55,55,55
57,01115,8827,108,108,108,108,108,108,108,108
58,01117,21968,327,327,327,327,327,327,327,327
59,01119,985,6,6,6,6,6,6,6,6
60,01121,7523,120,120,120,120,120,120,120,120
61,01123,3588,77,77,77,77,77,77,77,77
62,01125,24184,356,356,356,356,356,356,356,356
63,01127,6524,71,71,71,71,71,71,71,71
64,01129,1565,22,22,22,22,22,22,22,22
65,01131,1218,16,16,16,16,16,16,16,16
66,01133,2468,28,28,28,28,28,28,28,28
67,02013,362,6,6,6,6,6,6,6,6
68,02016,572,66,66,66,66,66,66,66,66
69,02020,26733,248,248,248,248,248,248,248,248
70,02050,3565,30,30,30,30,30,30,30,30
71,02060,0,0,0,0,0,0,0,0,0
72,02068,74,4,4,4,4,4,4,4,4
73,02070,203,6,6,6,6,6,6,6,6
74,02090,6269,118,118,118,118,118,118,118,118
75,02100,28,0,0,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0,0,0
77,02110,1250,23,23,23,23,23,23,23,23
78,02122,4019,19,19,19,19,19,19,19,19
79,02130,363,23,23,23,23,23,23,23,23
80,02150,1062,1,1,1,1,1,1,1,1
81,02158,1204,11,11,11,11,11,11,11,11
82,02164,177,0,0,0,0,0,0,0,0
83,02170,8704,252,252,252,252,252,252,252,252
84,02180,327,4,4,4,4,4,4,4,4
85,02185,1013,2,2,2,2,2,2,2,2
86,02188,588,2,2,2,2,2,2,2,2
87,02195,112,31,31,31,31,31,31,31,31
88,02198,77,1,1,1,1,1,1,1,1
89,02220,316,3,3,3,3,3,3,3,3
90,02230,20,1,1,1,1,1,1,1,1
91,02240,461,5,5,5,5,5,5,5,5
92,02261,458,0,0,0,0,0,0,0,0
93,02275,31,1,1,1,1,1,1,1,1
94,02282,68,1,1,1,1,1,1,1,1
95,02290,335,6,6,6,6,6,6,6,6
96,04001,10464,200,200,200,200,200,200,200,200
97,04003,11229,196,196,196,196,196,196,196,196
98,04005,16579,299,299,299,299,299,299,299,299
99,04007,6405,52,52,52,52,52,52,52,52
100,04009,5293,38,38,38,38,38,38,38,38
101,04011,559,7,7,7,7,7,7,7,7
102,04012,2399,15,15,15,15,15,15,15,15
103,04013,511055,5997,5997,5997,5997,5997,5997,5997,5997
104,04015,21218,325,325,325,325,325,325,325,325
105,04017,15647,156,156,156,156,156,156,156,156
106,04019,109601,1226,1226,1226,1226,1226,1226,1226,1226
107,04021,46233,696,696,696,696,696,696,696,696
108,04023,7632,21,21,21,21,21,21,21,21
109,04025,17062,158,158,158,158,158,158,158,158
110,04027,36445,159,159,159,159,159,159,159,159
111,05001,1993,39,39,39,39,39,39,39,39
112,05003,1826,36,36,36,36,36,36,36,36
113,05005,2891,51,51,51,51,51,51,51,51
114,05007,27257,464,464,464,464,464,464,464,464
115,05009,3641,56,56,56,56,56,56,56,56
116,05011,1321,6,6,6,6,6,6,6,6
117,05013,398,5,5,5,5,5,5,5,5
118,05015,2713,9,9,9,9,9,9,9,9
119,05017,1586,4,4,4,4,4,4,4,4
120,05019,2036,44,44,44,44,44,44,44,44
121,05021,1693,19,19,19,19,19,19,19,19
122,05023,1885,11,11,11,11,11,11,11,11
123,05025,922,6,6,6,6,6,6,6,6
124,05027,2259,53,53,53,53,53,53,53,53
125,05029,2150,16,16,16,16,16,16,16,16
126,05031,12847,79,79,79,79,79,79,79,79
127,05033,6782,69,69,69,69,69,69,69,69
128,05035,5755,51,51,51,51,51,51,51,51
129,05037,1891,11,11,11,11,11,11,11,11
130,05039,738,12,12,12,12,12,12,12,12
131,05041,1334,28,28,28,28,28,28,28,28
132,05043,1946,11,11,11,11,11,11,11,11
133,05045,11781,150,150,150,150,150,150,150,150
134,05047,1632,29,29,29,29,29,29,29,29
135,05049,1080,17,17,17,17,17,17,17,17
