,Region,439,444,451,458,465
0,Belgium,,29036,26587,24531,22843
1,Bulgaria,,24401,23090,22023,21000
2,Czechia,,25442,17782,12683,9185
3,Denmark,,5331,5116,4890,4731
4,Germany,,124770,119761,116118,112588
5,Estonia,,4177,2948,2121,1566
6,Ireland,,3506,3159,2872,2635
7,Greece,,24631,27091,29683,32259
8,Spain,,NaN,NaN,NaN,NaN
9,France,,338074,385699,437043,485766
10,Croatia,,16236,20269,25218,30509
11,Italy,,NaN,NaN,NaN,NaN
12,Cyprus,,4153,5076,6265,7302
13,Latvia,,3078,2856,2645,2454
14,Lithuania,,7207,8555,10150,11825
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,43912,34002,26979,21773
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,53678,49826,46747,44220
19,Austria,,22838,21830,20886,20066
20,Poland,,174213,153676,137672,124182
21,Portugal,,NaN,NaN,NaN,NaN
22,Romania,,NaN,NaN,NaN,NaN
23,Slovenia,,8889,9969,11069,12112
24,Slovakia,,5967,4799,3853,3147
25,Finland,,2963,2397,1966,1643
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,5513,4941,4441,4001
31,Switzerland,,NaN,NaN,NaN,NaN
