,Region,446,451,458,465,472
0,Belgium,,26458,25207,23852,22593
1,Bulgaria,,16827,13889,11563,9772
2,Czechia,,23698,18489,14397,11373
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,140230,141656,143645,146890
5,Estonia,,3706,2801,2123,1631
6,Ireland,,2543,2126,1796,1550
7,Greece,,21120,21169,21220,21263
8,Spain,,NaN,NaN,NaN,NaN
9,France,,386344,441687,500243,554721
10,Croatia,,NaN,NaN,NaN,NaN
11,Italy,,115846,108421,100491,93679
12,Cyprus,,3966,3673,3527,3327
13,Latvia,,3594,3568,3527,3485
14,Lithuania,,8132,9362,10738,12129
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,41952,37857,33894,30468
17,Malta,,344,296,265,240
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,NaN,NaN,NaN,NaN
20,Poland,,164069,159010,151089,145274
21,Portugal,,5059,6142,7492,8896
22,Romania,,28358,23883,20340,17581
23,Slovenia,,7547,7716,7854,7970
24,Slovakia,,NaN,NaN,NaN,NaN
25,Finland,,2422,2014,1674,1420
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
