,Region,418,423,430,437,444
0,Belgium,,26442,31559,37118,42747
1,Bulgaria,,26882,35045,45330,57540
2,Czechia,,78622,72289,66476,62207
3,Denmark,,5605,6434,7377,8286
4,Germany,,90896,109171,131000,154209
5,Estonia,,11506,12100,12942,13779
6,Ireland,,3137,2431,1958,1529
7,Greece,,20951,25514,30929,36916
8,Spain,,NaN,NaN,NaN,NaN
9,France,,172676,177851,182367,185981
10,Croatia,,6226,8221,10774,13925
11,Italy,,NaN,NaN,NaN,NaN
12,Cyprus,,3802,4680,5758,7060
13,Latvia,,3451,3145,2866,2641
14,Lithuania,,3285,3180,3080,2987
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,NaN,NaN,NaN,NaN
17,Malta,,2606,2938,3341,3694
18,Netherlands,,54931,68368,83974,101621
19,Austria,,NaN,NaN,NaN,NaN
20,Poland,,180013,260699,373518,513210
21,Portugal,,2947,2030,1412,1023
22,Romania,,45445,59563,77595,99732
23,Slovenia,,5002,4852,4696,4533
24,Slovakia,,14379,14038,13724,13401
25,Finland,,5762,6399,7107,7843
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,10207,16672,26707,40816
31,Switzerland,,NaN,NaN,NaN,NaN
