,Region,460,465,472,479,486
0,Belgium,,NaN,NaN,NaN,NaN
1,Bulgaria,,9436,7475,5910,4705
2,Czechia,,NaN,NaN,NaN,NaN
3,Denmark,,5480,5436,5409,5401
4,Germany,,165000,171117,177156,183899
5,Estonia,,2128,1613,1227,953
6,Ireland,,3266,3261,3254,3241
7,Greece,,17581,16466,15417,14547
8,Spain,,NaN,NaN,NaN,NaN
9,France,,189471,173490,158911,145592
10,Croatia,,NaN,NaN,NaN,NaN
11,Italy,,95007,88818,83383,77962
12,Cyprus,,6535,5979,5643,5236
13,Latvia,,4338,4511,4674,4825
14,Lithuania,,8449,8677,8913,9115
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,13461,9030,6192,4389
17,Malta,,151,103,73,51
18,Netherlands,,60391,56594,53558,50802
19,Austria,,15153,13743,12398,11264
20,Poland,,44752,28631,18998,12953
21,Portugal,,3774,3779,3732,3699
22,Romania,,12768,9090,6522,4772
23,Slovenia,,4607,4072,3578,3167
24,Slovakia,,3388,2784,2294,1914
25,Finland,,1483,1191,956,783
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
