,State,389,395,402,409,416,423,430,437
0,Washington,328047,5640,4453,3525,2787,2204,1744,1378
1,Illinois,1162154,15437,13398,11412,9784,8365,7142,6101
2,California,3485841,62680,49329,38663,30220,23573,18356,14276
3,Arizona,797270,15050,11661,8996,6923,5320,4082,3130
4,Massachusetts,557777,15675,14191,12763,11416,10165,9011,7960
5,Wisconsin,607213,6086,5018,4073,3306,2698,2186,1779
6,Texas,2565258,61824,46479,34794,25964,19327,14361,10656
7,Nebraska,197236,2648,2500,2371,2242,2121,2002,1888
8,Utah,361294,6407,5534,4727,4045,3449,2939,2500
9,Oregon,150281,3096,2491,2002,1607,1291,1035,830
10,Florida,1827373,46749,41451,36225,31748,27739,24212,21109
11,New York,1539870,53257,47001,40599,35250,30412,26212,22541
12,Rhode Island,120821,2250,1762,1364,1057,819,632,488
13,Georgia,964737,23281,19224,15779,12942,10591,8658,7070
14,New Hampshire,70785,2408,2113,1846,1607,1395,1207,1042
15,North Carolina,821894,25608,22277,19268,16626,14303,12277,10517
16,New Jersey,745987,25049,23706,22262,20801,19348,17924,16542
17,Colorado,413836,8874,8781,8524,8284,8071,7811,7573
18,Maryland,370983,7474,6449,5524,4746,4063,3480,2976
19,Nevada,288348,4311,3692,3150,2678,2271,1923,1625
20,Tennessee,757418,14157,12783,11488,10291,9191,8188,7279
21,Hawaii,27058,421,356,299,252,212,179,150
22,Indiana,648875,9157,7939,6854,5900,5066,4339,3711
23,Kentucky,388798,10102,8098,6466,5147,4087,3239,2564
24,Minnesota,473567,5514,5175,4783,4438,4113,3803,3519
25,Oklahoma,413542,10070,8410,6922,5710,4718,3878,3198
26,Pennsylvania,896996,24333,22495,20668,18897,17207,15606,14107
27,South Carolina,487293,18867,17165,15432,13746,12148,10660,9297
28,District of Columbia,38918,950,798,668,558,464,386,321
29,Kansas,288475,3819,2664,1856,1291,898,624,432
30,Missouri,487338,5351,4244,3358,2654,2094,1651,1301
31,Vermont,13677,906,892,874,856,835,815,792
32,Virginia,549999,18929,14630,11036,8197,6025,4393,3185
33,Connecticut,267337,4830,4277,3820,3406,3030,2688,2381
34,Iowa,329258,4146,3536,3025,2578,2197,1870,1591
35,Louisiana,419891,6142,4181,2846,1936,1316,893,607
36,Ohio,939350,18096,15138,12594,10485,8717,7243,6014
37,Michigan,628956,7677,6356,5256,4341,3583,2954,2433
38,South Dakota,110315,1119,1142,1160,1173,1182,1185,1184
39,Arkansas,313028,6033,4198,2915,2018,1396,965,665
40,Delaware,83003,2277,2150,2040,1930,1817,1708,1599
41,Mississippi,287436,5443,4780,4179,3644,3170,2752,2387
42,New Mexico,180571,2868,2491,2157,1862,1604,1377,1182
43,North Dakota,98597,384,320,267,222,186,154,129
44,Wyoming,53136,359,224,139,87,55,33,21
45,Alaska,56405,857,787,750,702,661,620,581
46,Maine,42529,1276,1031,833,671,540,434,349
47,Alabama,480931,7833,5809,4247,3111,2280,1668,1219
48,Idaho,167483,2291,1973,1698,1461,1255,1077,924
49,Montana,97401,1567,1380,1212,1062,928,808,703
50,Puerto Rico,97609,1819,1767,1712,1656,1602,1546,1491
51,Virgin Islands,2524,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,7689,51,55,58,61,64,68,72
53,West Virginia,127588,2734,2065,1692,1316,1018,827,633
54,Northern Mariana Islands,134,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0
