,State,326,332,339,346,353
0,Washington,202063,23064,25821,28724,31861
1,Illinois,848904,60093,53966,47289,40562
2,California,1585378,239309,292264,348134,402400
3,Arizona,408442,45759,48462,50668,52270
4,Massachusetts,290578,42558,51958,62730,74018
5,Wisconsin,468956,29256,27079,24616,22016
6,Texas,1481899,93217,93674,93336,92040
7,Nebraska,148861,9109,7601,6301,5193
8,Utah,233904,20189,20106,19719,19176
9,Oregon,93853,10114,9950,9744,9501
10,Florida,1125931,70527,72545,74114,75177
11,New York,774767,74707,80263,85182,89213
12,Rhode Island,70818,8048,7683,7099,6347
13,Georgia,542838,41714,45234,48594,51650
14,New Hampshire,30956,6035,6256,6012,5366
15,North Carolina,436595,46041,53761,62150,71018
16,New Jersey,400650,37309,40041,42630,44979
17,Colorado,288193,29034,28063,26947,25705
18,Maryland,234647,20312,21572,22392,23125
19,Nevada,186833,19574,20551,21164,21458
20,Tennessee,454305,49689,57649,67823,78459
21,Hawaii,19588,816,900,974,1060
22,Indiana,425434,47018,46282,44640,42205
23,Kentucky,223103,24246,24701,24886,24769
24,Minnesota,378823,29160,25123,21453,18193
25,Oklahoma,237668,22785,24088,25150,25938
26,Pennsylvania,495099,79959,89621,97968,104105
27,South Carolina,252206,22784,27053,31314,35181
28,District of Columbia,24874,1832,1911,1934,1958
29,Kansas,188460,17032,16958,16651,16097
30,Missouri,353178,25712,24759,23471,21937
31,Vermont,5753,884,959,1045,1131
32,Virginia,281909,30506,36221,41045,44115
33,Connecticut,146761,17674,17973,18025,17786
34,Iowa,256249,10894,9068,7436,6096
35,Louisiana,268613,16860,16890,17100,17132
36,Ohio,562727,78296,87145,96562,105927
37,Michigan,465159,37006,31056,25866,21408
38,South Dakota,91038,4918,4307,3694,3154
39,Arkansas,185702,15849,15929,15648,15021
40,Delaware,45460,6208,6680,6781,6485
41,Mississippi,179447,17159,20168,23673,27440
42,New Mexico,119800,11049,10152,9159,8216
43,North Dakota,87871,4831,4697,4510,4314
44,Wyoming,39360,3419,3300,3319,3270
45,Alaska,41143,4506,4295,4004,3654
46,Maine,15923,2730,3194,3675,4145
47,Alabama,295631,28200,32245,36410,40595
48,Idaho,121179,11396,11886,12209,12361
49,Montana,73303,5519,5115,4661,4181
50,Puerto Rico,62431,6832,8352,10144,12227
51,Virgin Islands,1791,NaN,NaN,NaN,NaN
52,Guam,7079,77,50,31,20
53,West Virginia,63217,9398,10277,11063,11682
54,Northern Mariana Islands,113,8,12,18,27
55,American Samoa,0,0,0,0,0
