,State,677,682,689,696,703
0,Washington,NaN,75,75,71,69
1,Illinois,NaN,64,64,63,60
2,California,NaN,272,247,211,183
3,Arizona,NaN,148,161,159,155
4,Massachusetts,NaN,57,48,40,33
5,Wisconsin,NaN,135,120,102,88
6,Texas,NaN,132,115,97,84
7,Nebraska,NaN,46,48,42,40
8,Utah,NaN,73,74,75,75
9,Oregon,NaN,82,98,107,113
10,Florida,NaN,16,27,46,71
11,New York,NaN,148,156,141,129
12,Rhode Island,NaN,6,6,5,5
13,Georgia,NaN,162,155,143,134
14,New Hampshire,NaN,38,49,59,70
15,North Carolina,NaN,135,181,201,236
16,New Jersey,NaN,63,68,66,64
17,Colorado,NaN,210,218,216,215
18,Maryland,NaN,41,43,41,39
19,Nevada,NaN,41,50,54,59
20,Tennessee,NaN,47,46,39,34
21,Hawaii,NaN,13,12,12,11
22,Indiana,NaN,94,76,63,53
23,Kentucky,NaN,196,231,248,277
24,Minnesota,NaN,109,99,89,80
25,Oklahoma,NaN,216,273,337,460
26,Pennsylvania,NaN,226,212,188,166
27,South Carolina,NaN,49,43,40,38
28,District of Columbia,NaN,2,2,2,2
29,Kansas,NaN,42,46,68,98
30,Missouri,NaN,45,48,43,40
31,Vermont,NaN,5,6,7,9
32,Virginia,NaN,196,192,173,155
33,Connecticut,NaN,15,18,20,25
34,Iowa,NaN,84,66,56,46
35,Louisiana,NaN,27,30,32,35
36,Ohio,NaN,30,28,23,19
37,Michigan,NaN,216,305,431,682
38,South Dakota,NaN,34,45,60,82
39,Arkansas,NaN,24,23,19,16
40,Delaware,NaN,20,19,19,18
41,Mississippi,NaN,23,26,27,29
42,New Mexico,NaN,34,34,33,30
43,North Dakota,NaN,21,17,14,12
44,Wyoming,NaN,215,194,267,358
45,Alaska,NaN,38,46,54,67
46,Maine,NaN,23,26,29,33
47,Alabama,NaN,41,44,44,45
48,Idaho,NaN,30,30,28,27
49,Montana,NaN,80,85,86,87
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,55,50,46,44
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
