,State,397,402,409,416,423
0,Washington,4857,120,150,168,192
1,Illinois,22506,374,841,1625,4986
2,California,49541,2445,4911,7502,10223
3,Arizona,15502,578,1119,1649,2174
4,Massachusetts,15853,370,738,1119,1518
5,Wisconsin,6871,110,150,176,202
6,Texas,42301,886,1148,1265,1378
7,Nebraska,2047,47,68,95,129
8,Utah,1853,51,67,72,76
9,Oregon,2156,36,48,56,65
10,Florida,30065,1016,1961,2892,3806
11,New York,46924,779,987,1154,1383
12,Rhode Island,2466,70,100,118,293
13,Georgia,16835,752,1449,2143,2874
14,New Hampshire,1154,20,28,41,46
15,North Carolina,10934,365,473,530,585
16,New Jersey,22874,357,468,530,592
17,Colorado,5893,99,209,329,459
18,Maryland,7732,160,320,490,809
19,Nevada,4882,135,163,172,180
20,Tennessee,11153,211,306,448,759
21,Hawaii,430,7,15,24,35
22,Indiana,12407,244,507,977,2617
23,Kentucky,4460,157,305,452,595
24,Minnesota,6501,80,168,270,436
25,Oklahoma,4203,129,171,193,213
26,Pennsylvania,23580,410,520,575,628
27,South Carolina,8332,264,344,377,408
28,District of Columbia,995,NaN,NaN,NaN,NaN
29,Kansas,4602,210,407,608,1338
30,Missouri,8062,274,457,627,801
31,Vermont,198,6,9,10,12
32,Virginia,7486,273,390,439,486
33,Connecticut,7562,114,222,343,474
34,Iowa,5374,115,234,370,519
35,Louisiana,9477,181,372,572,786
36,Ohio,16874,205,302,355,408
37,Michigan,16343,260,524,812,1213
38,South Dakota,1863,25,38,47,56
39,Arkansas,5363,108,213,321,433
40,Delaware,1368,13,30,48,70
41,Mississippi,6553,119,242,377,520
42,New Mexico,3635,78,100,110,119
43,North Dakota,1468,10,23,44,150
44,Wyoming,662,11,15,18,22
45,Alaska,290,6,14,23,32
46,Maine,658,11,22,35,49
47,Alabama,9592,375,713,1043,1370
48,Idaho,1826,30,61,98,137
49,Montana,1341,20,31,41,51
50,Puerto Rico,1983,NaN,NaN,NaN,NaN
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,130,NaN,NaN,NaN,NaN
53,West Virginia,2263,44,59,69,78
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
