,State,383,388,395,402,409
0,Washington,323214,8010,6239,3562,3562
1,Illinois,1148088,17996,14316,8078,8078
2,California,3432088,82006,57266,34818,34818
3,Arizona,782887,19631,14885,8629,8629
4,Massachusetts,545303,17685,15541,9544,8306
5,Wisconsin,601391,7553,5856,3352,3352
6,Texas,2504578,104731,102407,91816,85895
7,Nebraska,193826,2754,2288,1260,1260
8,Utah,355122,7148,5272,3105,3105
9,Oregon,147419,3977,3289,2501,2043
10,Florida,1783720,53060,47822,36922,30972
11,New York,1489196,57570,54973,38785,31342
12,Rhode Island,119104,3318,2851,1789,1542
13,Georgia,943695,28272,25710,16754,13495
14,New Hampshire,68499,2533,2177,1177,1177
15,North Carolina,799279,33806,33142,28829,26641
16,New Jersey,724728,23874,23297,17477,14842
17,Colorado,406276,8153,7242,6005,5232
18,Maryland,364553,8825,7392,4054,4054
19,Nevada,284590,4784,3213,1999,1999
20,Tennessee,745826,13348,9826,6597,5793
21,Hawaii,26714,656,524,403,339
22,Indiana,640744,11150,8726,4969,4969
23,Kentucky,378793,12215,11103,7952,6360
24,Minnesota,468682,5962,4568,3905,3293
25,Oklahoma,404994,12830,10757,8622,7165
26,Pennsylvania,876165,25014,22428,18058,15198
27,South Carolina,468403,19772,19945,15853,14004
28,District of Columbia,38136,1103,1217,1023,1214
29,Kansas,285338,6498,5032,2882,2882
30,Missouri,482446,7194,5796,3642,3247
31,Vermont,13046,894,915,832,807
32,Virginia,530825,22653,24556,17390,14935
33,Connecticut,263739,8441,7717,4987,4039
34,Iowa,325219,4378,4010,3064,2485
35,Louisiana,412989,10646,9398,6388,5011
36,Ohio,922143,20893,16673,9459,9391
37,Michigan,622813,9135,6804,5229,3985
38,South Dakota,109283,806,541,336,336
39,Arkansas,307373,9872,9911,8009,7230
40,Delaware,80931,2668,2066,1295,1183
41,Mississippi,282313,6468,5878,3832,3086
42,New Mexico,177867,3175,2459,1408,1408
43,North Dakota,98184,584,426,252,252
44,Wyoming,52784,651,483,283,283
45,Alaska,55768,965,632,424,399
46,Maine,41419,1867,1572,859,859
47,Alabama,473348,11882,11324,9423,8232
48,Idaho,165658,2273,1565,959,959
49,Montana,95914,1581,1382,1132,950
50,Puerto Rico,96161,NaN,NaN,NaN,NaN
51,Virgin Islands,2466,NaN,NaN,NaN,NaN
52,Guam,7664,NaN,NaN,NaN,NaN
53,West Virginia,125106,3577,3181,1907,1689
54,Northern Mariana Islands,133,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
