,County,592,598,605,612,619
0,01001,NaN,388,372,261,276
1,01003,NaN,1435,1102,647,506
2,01005,NaN,187,181,124,134
3,01007,NaN,169,147,106,106
4,01009,NaN,373,336,244,231
5,01011,NaN,40,51,38,42
6,01013,NaN,106,86,57,46
7,01015,NaN,970,933,631,738
8,01017,NaN,231,211,150,160
9,01019,NaN,174,171,128,148
10,01021,NaN,275,276,210,207
11,01023,NaN,22,26,31,40
12,01025,NaN,144,136,97,99
13,01027,NaN,139,140,88,91
14,01029,NaN,105,107,79,88
15,01031,NaN,324,253,137,105
16,01033,NaN,287,276,199,207
17,01035,NaN,95,85,54,53
18,01037,NaN,75,71,51,51
19,01039,NaN,192,137,78,61
20,01041,NaN,121,113,61,49
21,01043,NaN,616,586,400,419
22,01045,NaN,423,351,227,197
23,01047,NaN,215,230,168,191
24,01049,NaN,454,425,283,281
25,01051,NaN,492,450,309,289
26,01053,NaN,222,199,115,95
27,01055,NaN,637,574,381,383
28,01057,NaN,63,63,40,38
29,01059,NaN,195,184,136,135
30,01061,NaN,193,167,111,106
31,01063,NaN,52,56,43,45
32,01065,NaN,131,125,88,97
33,01067,NaN,104,87,52,39
34,01069,NaN,630,503,311,255
35,01071,NaN,338,318,210,180
36,01073,NaN,4686,4378,3060,3187
37,01075,NaN,56,59,44,47
38,01077,NaN,526,492,358,361
39,01079,NaN,176,185,145,165
40,01081,NaN,760,696,488,490
41,01083,NaN,650,638,456,505
42,01085,NaN,58,62,42,55
43,01087,NaN,91,94,72,80
44,01089,NaN,2349,2271,1761,1924
45,01091,NaN,121,117,85,88
46,01093,NaN,188,172,97,89
47,01095,NaN,816,733,529,572
48,01097,NaN,2715,2045,1130,808
49,01099,NaN,186,156,95,87
50,01101,NaN,1324,1302,919,1016
51,01103,NaN,977,985,677,800
52,01105,NaN,54,58,43,50
53,01107,NaN,109,120,100,101
54,01109,NaN,205,192,143,151
55,01111,NaN,201,194,145,156
56,01113,NaN,236,244,198,207
57,01115,NaN,745,677,473,460
58,01117,NaN,1542,1429,975,992
59,01119,NaN,24,21,17,16
60,01121,NaN,655,638,441,497
61,01123,NaN,300,271,186,175
62,01125,NaN,1182,1206,882,1088
63,01127,NaN,397,351,243,251
64,01129,NaN,98,87,60,58
65,01131,NaN,62,68,53,68
66,01133,NaN,169,158,113,119
67,02013,NaN,,,,NaN
68,02016,NaN,,,,NaN
69,02020,NaN,,,,NaN
70,02050,NaN,,,,NaN
71,02060,NaN,,,,NaN
72,02068,NaN,,,,NaN
73,02070,NaN,,,,NaN
74,02090,NaN,,,,NaN
75,02100,NaN,,,,NaN
76,02105,NaN,,,,NaN
77,02110,NaN,,,,NaN
78,02122,NaN,,,,NaN
79,02130,NaN,,,,NaN
80,02150,NaN,,,,NaN
81,02158,NaN,,,,NaN
82,02164,NaN,,,,NaN
83,02170,NaN,,,,NaN
84,02180,NaN,,,,NaN
85,02185,NaN,,,,NaN
86,02188,NaN,,,,NaN
87,02195,NaN,,,,NaN
88,02198,NaN,,,,NaN
89,02220,NaN,,,,NaN
90,02230,NaN,,,,NaN
91,02240,NaN,,,,NaN
92,02261,NaN,,,,NaN
93,02275,NaN,,,,NaN
94,02282,NaN,,,,NaN
95,02290,NaN,,,,NaN
96,04001,NaN,227,203,154,133
97,04003,NaN,258,328,294,396
98,04005,NaN,248,189,119,103
99,04007,NaN,245,216,138,130
100,04009,NaN,244,277,210,236
101,04011,NaN,43,45,36,41
102,04012,NaN,43,31,25,25
103,04013,NaN,14159,11104,7119,6280
104,04015,NaN,668,479,312,261
105,04017,NaN,333,266,186,165
106,04019,NaN,2179,2062,1588,1750
107,04021,NaN,1566,1235,761,660
108,04023,NaN,79,72,54,59
109,04025,NaN,744,640,443,405
110,04027,NaN,714,923,756,1034
111,05001,NaN,79,58,30,23
112,05003,NaN,115,92,55,51
113,05005,NaN,69,47,23,24
114,05007,NaN,851,610,351,262
115,05009,NaN,104,70,41,27
116,05011,NaN,49,37,23,17
117,05013,NaN,9,5,3,2
118,05015,NaN,110,80,48,33
119,05017,NaN,32,30,20,21
120,05019,NaN,98,70,40,32
121,05021,NaN,99,90,59,52
122,05023,NaN,118,83,38,26
123,05025,NaN,18,12,7,5
124,05027,NaN,98,77,47,39
125,05029,NaN,90,77,46,40
126,05031,NaN,641,462,262,203
127,05033,NaN,356,286,201,178
128,05035,NaN,222,177,112,98
129,05037,NaN,93,75,48,37
130,05039,NaN,11,8,5,5
131,05041,NaN,36,29,14,11
132,05043,NaN,61,40,22,15
133,05045,NaN,403,274,158,104
134,05047,NaN,110,94,63,60
135,05049,NaN,21,13,8,5
136,05051,NaN,303,207,114,71
137,05053,NaN,87,60,32,22
138,05055,NaN,365,283,154,134
139,05057,NaN,65,52,27,25
140,05059,NaN,124,85,49,40
141,05061,NaN,84,65,42,37
142,05063,NaN,115,82,46,35
143,05065,NaN,21,15,9,5
144,05067,NaN,70,49,30,23
145,05069,NaN,178,121,72,51
146,05071,NaN,169,137,95,83
147,05073,NaN,27,21,11,9
148,05075,NaN,121,101,71,61
149,05077,NaN,26,19,10,7
150,05079,NaN,18,13,6,5
151,05081,NaN,71,60,41,33
152,05083,NaN,132,107,71,64
153,05085,NaN,290,205,111,77
154,05087,NaN,103,79,43,35
155,05089,NaN,50,36,19,14
156,05091,NaN,152,122,73,61
157,05093,NaN,231,211,150,163
158,05095,NaN,14,10,6,4
159,05097,NaN,49,44,32,32
160,05099,NaN,25,21,11,9
161,05101,NaN,28,22,13,10
162,05103,NaN,94,63,37,25
163,05105,NaN,28,20,12,8
164,05107,NaN,146,125,79,61
165,05109,NaN,75,60,38,31
166,05111,NaN,155,123,69,50
167,05113,NaN,125,111,80,81
168,05115,NaN,433,351,228,191
169,05117,NaN,35,29,16,13
170,05119,NaN,905,586,356,246
171,05121,NaN,118,111,81,79
172,05123,NaN,96,72,45,36
173,05125,NaN,335,221,131,92
174,05127,NaN,69,63,45,43
175,05129,NaN,26,19,12,13
176,05131,NaN,706,554,360,316
177,05133,NaN,101,83,57,48
178,05135,NaN,58,39,20,12
179,05137,NaN,40,29,16,12
180,05139,NaN,186,172,135,133
181,05141,NaN,32,22,14,8
182,05143,NaN,1055,755,425,340
183,05145,NaN,294,205,109,70
184,05147,NaN,39,34,22,16
185,05149,NaN,141,120,88,90
186,06001,NaN,2838,2272,1589,1467
187,06003,NaN,0,0,0,0
188,06005,NaN,165,157,108,106
189,06007,NaN,992,1084,892,1058
190,06009,NaN,182,186,141,147
191,06011,NaN,103,102,70,69
192,06013,NaN,3699,3287,2555,2494
193,06015,NaN,265,237,131,110
194,06017,NaN,672,636,466,496
195,06019,NaN,4174,4698,3553,4421
196,06021,NaN,120,155,121,140
197,06023,NaN,463,390,248,190
198,06025,NaN,331,343,265,311
199,06027,NaN,60,79,58,90
200,06029,NaN,3993,4189,3235,3677
201,06031,NaN,732,727,529,585
202,06033,NaN,212,153,80,55
203,06035,NaN,156,184,119,130
204,06037,NaN,14976,10444,6224,5869
205,06039,NaN,578,626,497,595
206,06041,NaN,216,166,115,111
207,06043,NaN,65,68,51,56
208,06045,NaN,268,216,122,113
209,06047,NaN,935,946,599,630
210,06049,NaN,19,34,30,46
211,06051,NaN,23,25,14,16
212,06053,NaN,477,501,362,487
213,06055,NaN,302,309,202,223
214,06057,NaN,468,413,288,247
215,06059,NaN,4184,3419,2025,2034
216,06061,NaN,2150,2187,1564,1804
217,06063,NaN,74,92,64,68
218,06065,NaN,6334,7094,5447,6318
219,06067,NaN,8238,7993,6167,6797
220,06069,NaN,123,123,84,95
221,06071,NaN,5433,5125,3154,3100
222,06073,NaN,8186,7152,4194,3953
223,06075,NaN,1299,998,595,517
224,06077,NaN,3517,3770,2944,3294
225,06079,NaN,952,1078,866,935
