,State,656,661
0,Washington,NaN,12263
1,Illinois,NaN,17207
2,California,NaN,44923
3,Arizona,NaN,21095
4,Massachusetts,NaN,9314
5,Wisconsin,NaN,16107
6,Texas,NaN,21404
7,Nebraska,NaN,4747
8,Utah,NaN,10591
9,Oregon,NaN,6834
10,Florida,NaN,9688
11,New York,NaN,26196
12,Rhode Island,NaN,1649
13,Georgia,NaN,6741
14,New Hampshire,NaN,4401
15,North Carolina,NaN,10708
16,New Jersey,NaN,8765
17,Colorado,NaN,19992
18,Maryland,NaN,4540
19,Nevada,NaN,4743
20,Tennessee,NaN,5695
21,Hawaii,NaN,763
22,Indiana,NaN,10966
23,Kentucky,NaN,7311
24,Minnesota,NaN,26411
25,Oklahoma,NaN,3784
26,Pennsylvania,NaN,27080
27,South Carolina,NaN,4742
28,District of Columbia,NaN,559
29,Kansas,NaN,5445
30,Missouri,NaN,7112
31,Vermont,NaN,1779
32,Virginia,NaN,8180
33,Connecticut,NaN,2392
34,Iowa,NaN,8070
35,Louisiana,NaN,2967
36,Ohio,NaN,23359
37,Michigan,NaN,33915
38,South Dakota,NaN,2513
39,Arkansas,NaN,2848
40,Delaware,NaN,1552
41,Mississippi,NaN,2028
42,New Mexico,NaN,7708
43,North Dakota,NaN,3375
44,Wyoming,NaN,2258
45,Alaska,NaN,3834
46,Maine,NaN,3440
47,Alabama,NaN,4087
48,Idaho,NaN,4715
49,Montana,NaN,4289
50,Puerto Rico,NaN,680
51,Virgin Islands,NaN,71
52,Guam,NaN,451
53,West Virginia,NaN,4984
54,Northern Mariana Islands,NaN,35
55,American Samoa,NaN,0
