,State,677,682
0,Washington,NaN,7285
1,Illinois,NaN,27110
2,California,NaN,23676
3,Arizona,NaN,26343
4,Massachusetts,NaN,19995
5,Wisconsin,NaN,23107
6,Texas,NaN,16795
7,Nebraska,NaN,4355
8,Utah,NaN,8867
9,Oregon,NaN,4184
10,Florida,NaN,3525
11,New York,NaN,45925
12,Rhode Island,NaN,2874
13,Georgia,NaN,6039
14,New Hampshire,NaN,5305
15,North Carolina,NaN,11395
16,New Jersey,NaN,15842
17,Colorado,NaN,17774
18,Maryland,NaN,6324
19,Nevada,NaN,3398
20,Tennessee,NaN,7384
21,Hawaii,NaN,704
22,Indiana,NaN,18947
23,Kentucky,NaN,8683
24,Minnesota,NaN,24418
25,Oklahoma,NaN,4290
26,Pennsylvania,NaN,41240
27,South Carolina,NaN,4091
28,District of Columbia,NaN,555
29,Kansas,NaN,6302
30,Missouri,NaN,9846
31,Vermont,NaN,2120
32,Virginia,NaN,10279
33,Connecticut,NaN,5754
34,Iowa,NaN,9758
35,Louisiana,NaN,2028
36,Ohio,NaN,35405
37,Michigan,NaN,48985
38,South Dakota,NaN,2239
39,Arkansas,NaN,3854
40,Delaware,NaN,2448
41,Mississippi,NaN,1941
42,New Mexico,NaN,7116
43,North Dakota,NaN,2840
44,Wyoming,NaN,1077
45,Alaska,NaN,1845
46,Maine,NaN,3361
47,Alabama,NaN,2213
48,Idaho,NaN,2384
49,Montana,NaN,2106
50,Puerto Rico,NaN,734
51,Virgin Islands,NaN,62
52,Guam,NaN,89
53,West Virginia,NaN,4325
54,Northern Mariana Islands,NaN,9
55,American Samoa,NaN,0
