,State,796,801
0,Washington,NaN,5867
1,Illinois,NaN,7971
2,California,NaN,23136
3,Arizona,NaN,4222
4,Massachusetts,NaN,6249
5,Wisconsin,NaN,2502
6,Texas,NaN,29940
7,Nebraska,NaN,189
8,Utah,NaN,726
9,Oregon,NaN,1419
10,Florida,NaN,8502
11,New York,NaN,16229
12,Rhode Island,NaN,1005
13,Georgia,NaN,3487
14,New Hampshire,NaN,793
15,North Carolina,NaN,6706
16,New Jersey,NaN,6229
17,Colorado,NaN,8290
18,Maryland,NaN,1977
19,Nevada,NaN,1475
20,Tennessee,NaN,1702
21,Hawaii,NaN,631
22,Indiana,NaN,1496
23,Kentucky,NaN,7788
24,Minnesota,NaN,2609
25,Oklahoma,NaN,1655
26,Pennsylvania,NaN,4069
27,South Carolina,NaN,1312
28,District of Columbia,NaN,393
29,Kansas,NaN,397
30,Missouri,NaN,3666
31,Vermont,NaN,826
32,Virginia,NaN,5229
33,Connecticut,NaN,2230
34,Iowa,NaN,693
35,Louisiana,NaN,731
36,Ohio,NaN,3511
37,Michigan,NaN,5967
38,South Dakota,NaN,142
39,Arkansas,NaN,2495
40,Delaware,NaN,541
41,Mississippi,NaN,594
42,New Mexico,NaN,922
43,North Dakota,NaN,224
44,Wyoming,NaN,135
45,Alaska,NaN,948
46,Maine,NaN,882
47,Alabama,NaN,1322
48,Idaho,NaN,1191
49,Montana,NaN,263
50,Puerto Rico,NaN,1879
51,Virgin Islands,NaN,28
52,Guam,NaN,257
53,West Virginia,NaN,647
54,Northern Mariana Islands,NaN,260
55,American Samoa,NaN,1196
