,State,747,752
0,Washington,NaN,57786
1,Illinois,NaN,42097
2,California,NaN,178123
3,Arizona,NaN,51718
4,Massachusetts,NaN,21009
5,Wisconsin,NaN,22394
6,Texas,NaN,148157
7,Nebraska,NaN,8153
8,Utah,NaN,13450
9,Oregon,NaN,26971
10,Florida,NaN,86508
11,New York,NaN,34818
12,Rhode Island,NaN,4387
13,Georgia,NaN,44983
14,New Hampshire,NaN,6546
15,North Carolina,NaN,62120
16,New Jersey,NaN,14884
17,Colorado,NaN,20110
18,Maryland,NaN,7379
19,Nevada,NaN,11749
20,Tennessee,NaN,88297
21,Hawaii,NaN,6781
22,Indiana,NaN,36575
23,Kentucky,NaN,39781
24,Minnesota,NaN,42109
25,Oklahoma,NaN,24677
26,Pennsylvania,NaN,34853
27,South Carolina,NaN,33130
28,District of Columbia,NaN,1264
29,Kansas,NaN,16535
30,Missouri,NaN,26122
31,Vermont,NaN,2474
32,Virginia,NaN,32683
33,Connecticut,NaN,6558
34,Iowa,NaN,13533
35,Louisiana,NaN,19070
36,Ohio,NaN,26706
37,Michigan,NaN,47685
38,South Dakota,NaN,3665
39,Arkansas,NaN,16425
40,Delaware,NaN,2458
41,Mississippi,NaN,26045
42,New Mexico,NaN,14301
43,North Dakota,NaN,6415
44,Wyoming,NaN,4157
45,Alaska,NaN,9722
46,Maine,NaN,6706
47,Alabama,NaN,30410
48,Idaho,NaN,11503
49,Montana,NaN,10486
50,Puerto Rico,NaN,5115
51,Virgin Islands,NaN,176
52,Guam,NaN,4276
53,West Virginia,NaN,14896
54,Northern Mariana Islands,NaN,1239
55,American Samoa,NaN,0
