,State,698,703
0,Washington,NaN,9940
1,Illinois,NaN,60583
2,California,NaN,47686
3,Arizona,NaN,19349
4,Massachusetts,NaN,36857
5,Wisconsin,NaN,30846
6,Texas,NaN,40733
7,Nebraska,NaN,5581
8,Utah,NaN,6312
9,Oregon,NaN,4850
10,Florida,NaN,25360
11,New York,NaN,100586
12,Rhode Island,NaN,7598
13,Georgia,NaN,14607
14,New Hampshire,NaN,8774
15,North Carolina,NaN,23920
16,New Jersey,NaN,42538
17,Colorado,NaN,11352
18,Maryland,NaN,116
19,Nevada,NaN,4677
20,Tennessee,NaN,13252
21,Hawaii,NaN,2363
22,Indiana,NaN,30969
23,Kentucky,NaN,15003
24,Minnesota,NaN,20625
25,Oklahoma,NaN,6544
26,Pennsylvania,NaN,56420
27,South Carolina,NaN,7700
28,District of Columbia,NaN,2182
29,Kansas,NaN,11942
30,Missouri,NaN,19971
31,Vermont,NaN,2867
32,Virginia,NaN,20266
33,Connecticut,NaN,17427
34,Iowa,NaN,10199
35,Louisiana,NaN,4996
36,Ohio,NaN,62306
37,Michigan,NaN,44814
38,South Dakota,NaN,2341
39,Arkansas,NaN,5075
40,Delaware,NaN,4951
41,Mississippi,NaN,3466
42,New Mexico,NaN,6927
43,North Dakota,NaN,2118
44,Wyoming,NaN,720
45,Alaska,NaN,1058
46,Maine,NaN,7076
47,Alabama,NaN,5808
48,Idaho,NaN,2281
49,Montana,NaN,935
50,Puerto Rico,NaN,948
51,Virgin Islands,NaN,53
52,Guam,NaN,61
53,West Virginia,NaN,7221
54,Northern Mariana Islands,NaN,711
55,American Samoa,NaN,0
