,State,740,745
0,Washington,1339737,141052
1,Illinois,2920971,111408
2,California,8427782,498626
3,Arizona,1870644,118596
4,Massachusetts,1611594,45915
5,Wisconsin,1516628,49675
6,Texas,6258336,240693
7,Nebraska,439326,21443
8,Utah,885523,40668
9,Oregon,633876,46888
10,Florida,5535803,148102
11,New York,4805416,85201
12,Rhode Island,343779,11237
13,Georgia,2368052,100998
14,New Hampshire,276856,13627
15,North Carolina,2421799,146286
16,New Jersey,2111856,30395
17,Colorado,1253042,47393
18,Maryland,955280,13721
19,Nevada,656898,27645
20,Tennessee,1771783,107633
21,Hawaii,219288,13905
22,Indiana,1623439,70394
23,Kentucky,1160558,84723
24,Minnesota,1321753,92931
25,Oklahoma,976914,69681
26,Pennsylvania,2661481,70811
27,South Carolina,1355116,75690
28,District of Columbia,129817,2145
29,Kansas,730853,43037
30,Missouri,1334549,53761
31,Vermont,104472,5555
32,Virginia,1545650,57277
33,Connecticut,699400,18039
34,Iowa,712288,29925
35,Louisiana,1114109,36138
36,Ohio,2580405,65755
37,Michigan,2258465,99171
38,South Dakota,226413,7178
39,Arkansas,776759,35356
40,Delaware,248111,6618
41,Mississippi,727418,31704
42,New Mexico,480087,28883
43,North Dakota,223726,13379
44,Wyoming,146505,9419
45,Alaska,216939,18491
46,Maine,174225,7327
47,Alabama,1218257,73234
48,Idaho,380302,21279
49,Montana,242180,18004
50,Puerto Rico,457935,14003
51,Virgin Islands,14870,348
52,Guam,32331,5513
53,West Virginia,446771,29006
54,Northern Mariana Islands,4908,564
55,American Samoa,18,1
