,State,642,647
0,Washington,NaN,14095
1,Illinois,NaN,14784
2,California,NaN,37718
3,Arizona,NaN,14948
4,Massachusetts,NaN,8921
5,Wisconsin,NaN,12546
6,Texas,NaN,28248
7,Nebraska,NaN,3140
8,Utah,NaN,8496
9,Oregon,NaN,8099
10,Florida,NaN,12368
11,New York,NaN,25941
12,Rhode Island,NaN,1617
13,Georgia,NaN,8379
14,New Hampshire,NaN,3743
15,North Carolina,NaN,13910
16,New Jersey,NaN,7441
17,Colorado,NaN,15469
18,Maryland,NaN,5182
19,Nevada,NaN,3771
20,Tennessee,NaN,8006
21,Hawaii,NaN,659
22,Indiana,NaN,10139
23,Kentucky,NaN,8635
24,Minnesota,NaN,14508
25,Oklahoma,NaN,6567
26,Pennsylvania,NaN,26679
27,South Carolina,NaN,5323
28,District of Columbia,NaN,590
29,Kansas,NaN,5239
30,Missouri,NaN,5908
31,Vermont,NaN,1504
32,Virginia,NaN,10638
33,Connecticut,NaN,3099
34,Iowa,NaN,6581
35,Louisiana,NaN,3192
36,Ohio,NaN,21876
37,Michigan,NaN,26658
38,South Dakota,NaN,2233
39,Arkansas,NaN,3044
40,Delaware,NaN,2013
41,Mississippi,NaN,2784
42,New Mexico,NaN,4987
43,North Dakota,NaN,3064
44,Wyoming,NaN,2851
45,Alaska,NaN,4942
46,Maine,NaN,2863
47,Alabama,NaN,5012
48,Idaho,NaN,8130
49,Montana,NaN,5607
50,Puerto Rico,NaN,623
51,Virgin Islands,NaN,64
52,Guam,NaN,666
53,West Virginia,NaN,5327
54,Northern Mariana Islands,NaN,7
55,American Samoa,NaN,0
