,State,663,668
0,Washington,NaN,12040
1,Illinois,NaN,23421
2,California,NaN,40496
3,Arizona,NaN,25489
4,Massachusetts,NaN,12055
5,Wisconsin,NaN,22530
6,Texas,NaN,22205
7,Nebraska,NaN,6805
8,Utah,NaN,10712
9,Oregon,NaN,5857
10,Florida,NaN,10203
11,New York,NaN,37369
12,Rhode Island,NaN,2240
13,Georgia,NaN,6178
14,New Hampshire,NaN,5303
15,North Carolina,NaN,11436
16,New Jersey,NaN,10300
17,Colorado,NaN,21644
18,Maryland,NaN,5369
19,Nevada,NaN,4462
20,Tennessee,NaN,8044
21,Hawaii,NaN,761
22,Indiana,NaN,19463
23,Kentucky,NaN,8501
24,Minnesota,NaN,27480
25,Oklahoma,NaN,4413
26,Pennsylvania,NaN,38344
27,South Carolina,NaN,4410
28,District of Columbia,NaN,572
29,Kansas,NaN,7592
30,Missouri,NaN,9420
31,Vermont,NaN,2761
32,Virginia,NaN,9184
33,Connecticut,NaN,2884
34,Iowa,NaN,8598
35,Louisiana,NaN,2550
36,Ohio,NaN,33245
37,Michigan,NaN,37097
38,South Dakota,NaN,2404
39,Arkansas,NaN,3440
40,Delaware,NaN,1780
41,Mississippi,NaN,1860
42,New Mexico,NaN,9602
43,North Dakota,NaN,3318
44,Wyoming,NaN,2108
45,Alaska,NaN,2901
46,Maine,NaN,3509
47,Alabama,NaN,3672
48,Idaho,NaN,3356
49,Montana,NaN,3555
50,Puerto Rico,NaN,970
51,Virgin Islands,NaN,66
52,Guam,NaN,263
53,West Virginia,NaN,5045
54,Northern Mariana Islands,NaN,15
55,American Samoa,NaN,0
