,State,579,584,591,598,605
0,Washington,NaN,22066,23337,24325,25535
1,Illinois,NaN,24708,24682,24276,23653
2,California,NaN,102474,111962,111668,111482
3,Arizona,NaN,20904,21418,19363,20519
4,Massachusetts,NaN,9055,9296,9527,9362
5,Wisconsin,NaN,10075,10410,10168,9862
6,Texas,NaN,121854,132403,138065,125033
7,Nebraska,NaN,3176,3139,3324,3280
8,Utah,NaN,6942,7214,7120,7037
9,Oregon,NaN,15895,16627,17055,17417
10,Florida,NaN,147148,134746,134770,114954
11,New York,NaN,34003,38134,37938,36719
12,Rhode Island,NaN,2124,2394,2241,2178
13,Georgia,NaN,58715,61106,59077,58247
14,New Hampshire,NaN,1870,2139,2474,2260
15,North Carolina,NaN,38892,39887,40257,40966
16,New Jersey,NaN,14222,15922,16100,15036
17,Colorado,NaN,9599,10275,11510,12666
18,Maryland,NaN,7347,8274,8186,7456
19,Nevada,NaN,7408,7289,6633,6483
20,Tennessee,NaN,38097,42769,40853,35969
21,Hawaii,NaN,5428,5640,5298,5385
22,Indiana,NaN,23587,28788,29000,28547
23,Kentucky,NaN,23819,25382,23893,22766
24,Minnesota,NaN,9269,10534,9999,10939
25,Oklahoma,NaN,16092,16636,15744,15862
26,Pennsylvania,NaN,18309,20237,22732,24122
27,South Carolina,NaN,26553,26533,27693,26052
28,District of Columbia,NaN,1201,1141,1141,1024
29,Kansas,NaN,7728,7612,7308,6016
30,Missouri,NaN,15838,15907,14323,12669
31,Vermont,NaN,918,1141,1157,1122
32,Virginia,NaN,16766,18752,16751,18779
33,Connecticut,NaN,4217,4343,4284,4091
34,Iowa,NaN,6079,6605,6799,6452
35,Louisiana,NaN,34734,32672,29813,24120
36,Ohio,NaN,23415,27050,27578,29530
37,Michigan,NaN,13296,15199,16234,17577
38,South Dakota,NaN,1858,2373,3047,3625
39,Arkansas,NaN,15129,15184,13436,12317
40,Delaware,NaN,2579,2839,2614,2968
41,Mississippi,NaN,28170,29608,26432,25100
42,New Mexico,NaN,5749,6556,6417,6576
43,North Dakota,NaN,1652,2071,2426,2581
44,Wyoming,NaN,2450,2594,2635,2893
45,Alaska,NaN,3333,3804,4137,4257
46,Maine,NaN,1251,1448,1524,1499
47,Alabama,NaN,28246,30517,29355,28762
48,Idaho,NaN,5055,5587,5905,6042
49,Montana,NaN,2826,3276,3700,4275
50,Puerto Rico,NaN,6302,6258,6124,5730
51,Virgin Islands,NaN,314,311,311,312
52,Guam,NaN,412,617,748,659
53,West Virginia,NaN,5898,7786,8500,8590
54,Northern Mariana Islands,NaN,0,0,0,0
55,American Samoa,NaN,0,0,0,0
