,State,817,822
0,Washington,NaN,6834
1,Illinois,NaN,13527
2,California,NaN,23878
3,Arizona,NaN,2779
4,Massachusetts,NaN,13359
5,Wisconsin,NaN,4758
6,Texas,NaN,13154
7,Nebraska,NaN,435
8,Utah,NaN,716
9,Oregon,NaN,2806
10,Florida,NaN,6844
11,New York,NaN,37408
12,Rhode Island,NaN,2208
13,Georgia,NaN,3413
14,New Hampshire,NaN,1453
15,North Carolina,NaN,4948
16,New Jersey,NaN,14364
17,Colorado,NaN,8952
18,Maryland,NaN,4001
19,Nevada,NaN,1259
20,Tennessee,NaN,1984
21,Hawaii,NaN,1299
22,Indiana,NaN,977
23,Kentucky,NaN,3145
24,Minnesota,NaN,4519
25,Oklahoma,NaN,1360
26,Pennsylvania,NaN,8130
27,South Carolina,NaN,900
28,District of Columbia,NaN,1775
29,Kansas,NaN,147
30,Missouri,NaN,972
31,Vermont,NaN,1460
32,Virginia,NaN,7653
33,Connecticut,NaN,4759
34,Iowa,NaN,1029
35,Louisiana,NaN,1024
36,Ohio,NaN,4884
37,Michigan,NaN,7070
38,South Dakota,NaN,124
39,Arkansas,NaN,522
40,Delaware,NaN,797
41,Mississippi,NaN,546
42,New Mexico,NaN,827
43,North Dakota,NaN,264
44,Wyoming,NaN,64
45,Alaska,NaN,1108
46,Maine,NaN,2047
47,Alabama,NaN,1089
48,Idaho,NaN,436
49,Montana,NaN,248
50,Puerto Rico,NaN,5707
51,Virgin Islands,NaN,118
52,Guam,NaN,140
53,West Virginia,NaN,460
54,Northern Mariana Islands,NaN,24
55,American Samoa,NaN,192
