,State,691,696
0,Washington,NaN,9659
1,Illinois,NaN,50847
2,California,NaN,48295
3,Arizona,NaN,24171
4,Massachusetts,NaN,33745
5,Wisconsin,NaN,24843
6,Texas,NaN,36116
7,Nebraska,NaN,7675
8,Utah,NaN,8040
9,Oregon,NaN,5789
10,Florida,NaN,14889
11,New York,NaN,69642
12,Rhode Island,NaN,6476
13,Georgia,NaN,10378
14,New Hampshire,NaN,8628
15,North Carolina,NaN,22536
16,New Jersey,NaN,34072
17,Colorado,NaN,14915
18,Maryland,NaN,3983
19,Nevada,NaN,4490
20,Tennessee,NaN,13335
21,Hawaii,NaN,800
22,Indiana,NaN,33324
23,Kentucky,NaN,16233
24,Minnesota,NaN,28974
25,Oklahoma,NaN,8698
26,Pennsylvania,NaN,56678
27,South Carolina,NaN,7882
28,District of Columbia,NaN,1285
29,Kansas,NaN,12005
30,Missouri,NaN,19873
31,Vermont,NaN,3148
32,Virginia,NaN,17660
33,Connecticut,NaN,14227
34,Iowa,NaN,13180
35,Louisiana,NaN,3314
36,Ohio,NaN,51249
37,Michigan,NaN,52193
38,South Dakota,NaN,3125
39,Arkansas,NaN,5607
40,Delaware,NaN,4402
41,Mississippi,NaN,3817
42,New Mexico,NaN,9160
43,North Dakota,NaN,2459
44,Wyoming,NaN,973
45,Alaska,NaN,1224
46,Maine,NaN,5886
47,Alabama,NaN,3819
48,Idaho,NaN,2823
49,Montana,NaN,1314
50,Puerto Rico,NaN,720
51,Virgin Islands,NaN,46
52,Guam,NaN,53
53,West Virginia,NaN,6768
54,Northern Mariana Islands,NaN,285
55,American Samoa,NaN,0
