,State,754,759
0,Washington,NaN,26019
1,Illinois,NaN,21484
2,California,NaN,107639
3,Arizona,NaN,20949
4,Massachusetts,NaN,12360
5,Wisconsin,NaN,12642
6,Texas,NaN,68194
7,Nebraska,NaN,3569
8,Utah,NaN,8248
9,Oregon,NaN,13616
10,Florida,NaN,96077
11,New York,NaN,27187
12,Rhode Island,NaN,2809
13,Georgia,NaN,20885
14,New Hampshire,NaN,5001
15,North Carolina,NaN,34994
16,New Jersey,NaN,9548
17,Colorado,NaN,12128
18,Maryland,NaN,4637
19,Nevada,NaN,5054
20,Tennessee,NaN,35752
21,Hawaii,NaN,3069
22,Indiana,NaN,10604
23,Kentucky,NaN,28984
24,Minnesota,NaN,18821
25,Oklahoma,NaN,7652
26,Pennsylvania,NaN,18224
27,South Carolina,NaN,14644
28,District of Columbia,NaN,1198
29,Kansas,NaN,3623
30,Missouri,NaN,13133
31,Vermont,NaN,1541
32,Virginia,NaN,20966
33,Connecticut,NaN,4891
34,Iowa,NaN,7470
35,Louisiana,NaN,11206
36,Ohio,NaN,17932
37,Michigan,NaN,20452
38,South Dakota,NaN,1632
39,Arkansas,NaN,7605
40,Delaware,NaN,1612
41,Mississippi,NaN,15748
42,New Mexico,NaN,6916
43,North Dakota,NaN,2991
44,Wyoming,NaN,1647
45,Alaska,NaN,5096
46,Maine,NaN,5922
47,Alabama,NaN,13671
48,Idaho,NaN,9193
49,Montana,NaN,4787
50,Puerto Rico,NaN,2302
51,Virgin Islands,NaN,128
52,Guam,NaN,3526
53,West Virginia,NaN,9189
54,Northern Mariana Islands,NaN,1507
55,American Samoa,NaN,0
