,State,803,808
0,Washington,NaN,5037
1,Illinois,NaN,8593
2,California,NaN,17396
3,Arizona,NaN,8669
4,Massachusetts,NaN,7582
5,Wisconsin,NaN,2994
6,Texas,NaN,19794
7,Nebraska,NaN,484
8,Utah,NaN,658
9,Oregon,NaN,1686
10,Florida,NaN,2783
11,New York,NaN,24865
12,Rhode Island,NaN,1344
13,Georgia,NaN,9775
14,New Hampshire,NaN,754
15,North Carolina,NaN,6033
16,New Jersey,NaN,8126
17,Colorado,NaN,7440
18,Maryland,NaN,2012
19,Nevada,NaN,1199
20,Tennessee,NaN,1107
21,Hawaii,NaN,1129
22,Indiana,NaN,1398
23,Kentucky,NaN,6229
24,Minnesota,NaN,2857
25,Oklahoma,NaN,1582
26,Pennsylvania,NaN,3856
27,South Carolina,NaN,797
28,District of Columbia,NaN,589
29,Kansas,NaN,552
30,Missouri,NaN,2600
31,Vermont,NaN,903
32,Virginia,NaN,4725
33,Connecticut,NaN,2838
34,Iowa,NaN,754
35,Louisiana,NaN,617
36,Ohio,NaN,3122
37,Michigan,NaN,5418
38,South Dakota,NaN,147
39,Arkansas,NaN,637
40,Delaware,NaN,626
41,Mississippi,NaN,619
42,New Mexico,NaN,656
43,North Dakota,NaN,199
44,Wyoming,NaN,111
45,Alaska,NaN,1560
46,Maine,NaN,1070
47,Alabama,NaN,2525
48,Idaho,NaN,532
49,Montana,NaN,227
50,Puerto Rico,NaN,2436
51,Virgin Islands,NaN,45
52,Guam,NaN,174
53,West Virginia,NaN,522
54,Northern Mariana Islands,NaN,103
55,American Samoa,NaN,1315
