,State,712,717
0,Washington,NaN,41819
1,Illinois,NaN,135168
2,California,NaN,293181
3,Arizona,NaN,33508
4,Massachusetts,NaN,93480
5,Wisconsin,NaN,37005
6,Texas,NaN,109578
7,Nebraska,NaN,7064
8,Utah,NaN,12283
9,Oregon,NaN,10716
10,Florida,NaN,302179
11,New York,NaN,481225
12,Rhode Island,NaN,13272
13,Georgia,NaN,136474
14,New Hampshire,NaN,8322
15,North Carolina,NaN,73337
16,New Jersey,NaN,218293
17,Colorado,NaN,44418
18,Maryland,NaN,84147
19,Nevada,NaN,11545
20,Tennessee,NaN,54425
21,Hawaii,NaN,21331
22,Indiana,NaN,43982
23,Kentucky,NaN,18643
24,Minnesota,NaN,24120
25,Oklahoma,NaN,13975
26,Pennsylvania,NaN,124825
27,South Carolina,NaN,35505
28,District of Columbia,NaN,13287
29,Kansas,NaN,13539
30,Missouri,NaN,31918
31,Vermont,NaN,4098
32,Virginia,NaN,81378
33,Connecticut,NaN,37428
34,Iowa,NaN,11459
35,Louisiana,NaN,47437
36,Ohio,NaN,129246
37,Michigan,NaN,54405
38,South Dakota,NaN,3347
39,Arkansas,NaN,21175
40,Delaware,NaN,12409
41,Mississippi,NaN,19609
42,New Mexico,NaN,7239
43,North Dakota,NaN,3068
44,Wyoming,NaN,1255
45,Alaska,NaN,1745
46,Maine,NaN,5170
47,Alabama,NaN,40507
48,Idaho,NaN,3436
49,Montana,NaN,2029
50,Puerto Rico,NaN,65299
51,Virgin Islands,NaN,2047
52,Guam,NaN,182
53,West Virginia,NaN,8937
54,Northern Mariana Islands,NaN,401
55,American Samoa,NaN,0
