,State,628,633
0,Washington,NaN,15674
1,Illinois,NaN,18007
2,California,NaN,38549
3,Arizona,NaN,15312
4,Massachusetts,NaN,8909
5,Wisconsin,NaN,20585
6,Texas,NaN,40704
7,Nebraska,NaN,4380
8,Utah,NaN,9347
9,Oregon,NaN,8648
10,Florida,NaN,18433
11,New York,NaN,32535
12,Rhode Island,NaN,1778
13,Georgia,NaN,16618
14,New Hampshire,NaN,3431
15,North Carolina,NaN,21056
16,New Jersey,NaN,10982
17,Colorado,NaN,14710
18,Maryland,NaN,7391
19,Nevada,NaN,3896
20,Tennessee,NaN,13434
21,Hawaii,NaN,1088
22,Indiana,NaN,14535
23,Kentucky,NaN,12917
24,Minnesota,NaN,21706
25,Oklahoma,NaN,6555
26,Pennsylvania,NaN,33419
27,South Carolina,NaN,11039
28,District of Columbia,NaN,876
29,Kansas,NaN,5548
30,Missouri,NaN,8410
31,Vermont,NaN,1327
32,Virginia,NaN,16514
33,Connecticut,NaN,2738
34,Iowa,NaN,7639
35,Louisiana,NaN,4221
36,Ohio,NaN,31550
37,Michigan,NaN,29779
38,South Dakota,NaN,2137
39,Arkansas,NaN,3944
40,Delaware,NaN,2958
41,Mississippi,NaN,4058
42,New Mexico,NaN,5117
43,North Dakota,NaN,4077
44,Wyoming,NaN,2770
45,Alaska,NaN,5648
46,Maine,NaN,3550
47,Alabama,NaN,6301
48,Idaho,NaN,8103
49,Montana,NaN,6641
50,Puerto Rico,NaN,1042
51,Virgin Islands,NaN,139
52,Guam,NaN,814
53,West Virginia,NaN,7416
54,Northern Mariana Islands,NaN,3
55,American Samoa,NaN,1
