,State,782,787
0,Washington,NaN,6088
1,Illinois,NaN,6834
2,California,NaN,24474
3,Arizona,NaN,4260
4,Massachusetts,NaN,3834
5,Wisconsin,NaN,2526
6,Texas,NaN,29363
7,Nebraska,NaN,541
8,Utah,NaN,829
9,Oregon,NaN,1433
10,Florida,NaN,7176
11,New York,NaN,10631
12,Rhode Island,NaN,724
13,Georgia,NaN,4842
14,New Hampshire,NaN,591
15,North Carolina,NaN,7148
16,New Jersey,NaN,6146
17,Colorado,NaN,6394
18,Maryland,NaN,1893
19,Nevada,NaN,2392
20,Tennessee,NaN,2702
21,Hawaii,NaN,531
22,Indiana,NaN,2143
23,Kentucky,NaN,2571
24,Minnesota,NaN,2912
25,Oklahoma,NaN,2063
26,Pennsylvania,NaN,4793
27,South Carolina,NaN,1903
28,District of Columbia,NaN,68
29,Kansas,NaN,712
30,Missouri,NaN,2329
31,Vermont,NaN,686
32,Virginia,NaN,5343
33,Connecticut,NaN,3337
34,Iowa,NaN,1419
35,Louisiana,NaN,923
36,Ohio,NaN,3318
37,Michigan,NaN,4399
38,South Dakota,NaN,264
39,Arkansas,NaN,2578
40,Delaware,NaN,623
41,Mississippi,NaN,698
42,New Mexico,NaN,1408
43,North Dakota,NaN,342
44,Wyoming,NaN,208
45,Alaska,NaN,2126
46,Maine,NaN,1822
47,Alabama,NaN,5180
48,Idaho,NaN,4098
49,Montana,NaN,713
50,Puerto Rico,NaN,1195
51,Virgin Islands,NaN,98
52,Guam,NaN,687
53,West Virginia,NaN,1550
54,Northern Mariana Islands,NaN,238
55,American Samoa,NaN,247
