,State,705,710
0,Washington,NaN,14282
1,Illinois,NaN,80984
2,California,NaN,96204
3,Arizona,NaN,19660
4,Massachusetts,NaN,50902
5,Wisconsin,NaN,29466
6,Texas,NaN,59466
7,Nebraska,NaN,4702
8,Utah,NaN,5850
9,Oregon,NaN,5508
10,Florida,NaN,84666
11,New York,NaN,206019
12,Rhode Island,NaN,8593
13,Georgia,NaN,46466
14,New Hampshire,NaN,7557
15,North Carolina,NaN,21525
16,New Jersey,NaN,101543
17,Colorado,NaN,19474
18,Maryland,NaN,26325
19,Nevada,NaN,5300
20,Tennessee,NaN,19576
21,Hawaii,NaN,9681
22,Indiana,NaN,21232
23,Kentucky,NaN,11355
24,Minnesota,NaN,17568
25,Oklahoma,NaN,7394
26,Pennsylvania,NaN,64035
27,South Carolina,NaN,9880
28,District of Columbia,NaN,8346
29,Kansas,NaN,9620
30,Missouri,NaN,18213
31,Vermont,NaN,2296
32,Virginia,NaN,37416
33,Connecticut,NaN,21550
34,Iowa,NaN,9075
35,Louisiana,NaN,11724
36,Ohio,NaN,84752
37,Michigan,NaN,34460
38,South Dakota,NaN,2116
39,Arkansas,NaN,6952
40,Delaware,NaN,6730
41,Mississippi,NaN,3448
42,New Mexico,NaN,5962
43,North Dakota,NaN,1989
44,Wyoming,NaN,624
45,Alaska,NaN,773
46,Maine,NaN,5837
47,Alabama,NaN,10860
48,Idaho,NaN,1965
49,Montana,NaN,851
50,Puerto Rico,NaN,32409
51,Virgin Islands,NaN,270
52,Guam,NaN,62
53,West Virginia,NaN,5297
54,Northern Mariana Islands,NaN,408
55,American Samoa,NaN,0
