,State,614,619
0,Washington,NaN,18271
1,Illinois,NaN,20029
2,California,NaN,41169
3,Arizona,NaN,16100
4,Massachusetts,NaN,11352
5,Wisconsin,NaN,22308
6,Texas,NaN,72434
7,Nebraska,NaN,4152
8,Utah,NaN,9382
9,Oregon,NaN,9741
10,Florida,NaN,42954
11,New York,NaN,36059
12,Rhode Island,NaN,2183
13,Georgia,NaN,24941
14,New Hampshire,NaN,3132
15,North Carolina,NaN,35940
16,New Jersey,NaN,14857
17,Colorado,NaN,12029
18,Maryland,NaN,8506
19,Nevada,NaN,6104
20,Tennessee,NaN,25310
21,Hawaii,NaN,2366
22,Indiana,NaN,19074
23,Kentucky,NaN,22543
24,Minnesota,NaN,15907
25,Oklahoma,NaN,11216
26,Pennsylvania,NaN,33352
27,South Carolina,NaN,19876
28,District of Columbia,NaN,1349
29,Kansas,NaN,7530
30,Missouri,NaN,11755
31,Vermont,NaN,1453
32,Virginia,NaN,22173
33,Connecticut,NaN,3697
34,Iowa,NaN,12124
35,Louisiana,NaN,7504
36,Ohio,NaN,40478
37,Michigan,NaN,23767
38,South Dakota,NaN,2744
39,Arkansas,NaN,6937
40,Delaware,NaN,3115
41,Mississippi,NaN,7990
42,New Mexico,NaN,3618
43,North Dakota,NaN,3589
44,Wyoming,NaN,3682
45,Alaska,NaN,7157
46,Maine,NaN,3345
47,Alabama,NaN,16324
48,Idaho,NaN,8629
49,Montana,NaN,6553
50,Puerto Rico,NaN,1146
51,Virgin Islands,NaN,156
52,Guam,NaN,810
53,West Virginia,NaN,11362
54,Northern Mariana Islands,NaN,6
55,American Samoa,NaN,0
