,State,768,773
0,Washington,NaN,5281
1,Illinois,NaN,9774
2,California,NaN,48033
3,Arizona,NaN,8703
4,Massachusetts,NaN,6631
5,Wisconsin,NaN,4745
6,Texas,NaN,27692
7,Nebraska,NaN,765
8,Utah,NaN,2677
9,Oregon,NaN,4567
10,Florida,NaN,17094
11,New York,NaN,12959
12,Rhode Island,NaN,1139
13,Georgia,NaN,7791
14,New Hampshire,NaN,3424
15,North Carolina,NaN,18406
16,New Jersey,NaN,8284
17,Colorado,NaN,7910
18,Maryland,NaN,4028
19,Nevada,NaN,2903
20,Tennessee,NaN,11689
21,Hawaii,NaN,1337
22,Indiana,NaN,4301
23,Kentucky,NaN,12405
24,Minnesota,NaN,6424
25,Oklahoma,NaN,4976
26,Pennsylvania,NaN,10013
27,South Carolina,NaN,6270
28,District of Columbia,NaN,562
29,Kansas,NaN,3053
30,Missouri,NaN,5471
31,Vermont,NaN,1071
32,Virginia,NaN,9903
33,Connecticut,NaN,2738
34,Iowa,NaN,2733
35,Louisiana,NaN,3976
36,Ohio,NaN,6836
37,Michigan,NaN,11923
38,South Dakota,NaN,833
39,Arkansas,NaN,3925
40,Delaware,NaN,1147
41,Mississippi,NaN,2560
42,New Mexico,NaN,2510
43,North Dakota,NaN,894
44,Wyoming,NaN,637
45,Alaska,NaN,1911
46,Maine,NaN,10444
47,Alabama,NaN,4764
48,Idaho,NaN,8345
49,Montana,NaN,3361
50,Puerto Rico,NaN,2048
51,Virgin Islands,NaN,96
52,Guam,NaN,1610
53,West Virginia,NaN,4588
54,Northern Mariana Islands,NaN,1101
55,American Samoa,NaN,26
