,State,684,689
0,Washington,NaN,9015
1,Illinois,NaN,42571
2,California,NaN,38276
3,Arizona,NaN,23922
4,Massachusetts,NaN,27232
5,Wisconsin,NaN,28347
6,Texas,NaN,24681
7,Nebraska,NaN,6411
8,Utah,NaN,8812
9,Oregon,NaN,5307
10,Florida,NaN,10806
11,New York,NaN,56536
12,Rhode Island,NaN,5169
13,Georgia,NaN,7539
14,New Hampshire,NaN,7692
15,North Carolina,NaN,17732
16,New Jersey,NaN,23888
17,Colorado,NaN,15019
18,Maryland,NaN,8859
19,Nevada,NaN,4000
20,Tennessee,NaN,11000
21,Hawaii,NaN,685
22,Indiana,NaN,29196
23,Kentucky,NaN,14369
24,Minnesota,NaN,28842
25,Oklahoma,NaN,6074
26,Pennsylvania,NaN,50279
27,South Carolina,NaN,5720
28,District of Columbia,NaN,670
29,Kansas,NaN,9568
30,Missouri,NaN,17436
31,Vermont,NaN,2792
32,Virginia,NaN,12760
33,Connecticut,NaN,7510
34,Iowa,NaN,11194
35,Louisiana,NaN,2940
36,Ohio,NaN,50554
37,Michigan,NaN,50462
38,South Dakota,NaN,3316
39,Arkansas,NaN,5199
40,Delaware,NaN,3185
41,Mississippi,NaN,2608
42,New Mexico,NaN,9198
43,North Dakota,NaN,3145
44,Wyoming,NaN,1040
45,Alaska,NaN,1667
46,Maine,NaN,3519
47,Alabama,NaN,2616
48,Idaho,NaN,2628
49,Montana,NaN,1774
50,Puerto Rico,NaN,714
51,Virgin Islands,NaN,32
52,Guam,NaN,63
53,West Virginia,NaN,6310
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
