,State,789,794
0,Washington,NaN,7133
1,Illinois,NaN,6220
2,California,NaN,27639
3,Arizona,NaN,4380
4,Massachusetts,NaN,4137
5,Wisconsin,NaN,2279
6,Texas,NaN,18744
7,Nebraska,NaN,569
8,Utah,NaN,574
9,Oregon,NaN,1267
10,Florida,NaN,3439
11,New York,NaN,14317
12,Rhode Island,NaN,1249
13,Georgia,NaN,5425
14,New Hampshire,NaN,530
15,North Carolina,NaN,6764
16,New Jersey,NaN,5988
17,Colorado,NaN,5590
18,Maryland,NaN,1993
19,Nevada,NaN,3537
20,Tennessee,NaN,1529
21,Hawaii,NaN,779
22,Indiana,NaN,1699
23,Kentucky,NaN,3186
24,Minnesota,NaN,2508
25,Oklahoma,NaN,2572
26,Pennsylvania,NaN,4242
27,South Carolina,NaN,1038
28,District of Columbia,NaN,397
29,Kansas,NaN,255
30,Missouri,NaN,1831
31,Vermont,NaN,820
32,Virginia,NaN,5671
33,Connecticut,NaN,1736
34,Iowa,NaN,697
35,Louisiana,NaN,985
36,Ohio,NaN,2512
37,Michigan,NaN,6384
38,South Dakota,NaN,228
39,Arkansas,NaN,3020
40,Delaware,NaN,499
41,Mississippi,NaN,635
42,New Mexico,NaN,885
43,North Dakota,NaN,193
44,Wyoming,NaN,129
45,Alaska,NaN,1297
46,Maine,NaN,1081
47,Alabama,NaN,1635
48,Idaho,NaN,3006
49,Montana,NaN,337
50,Puerto Rico,NaN,1690
51,Virgin Islands,NaN,24
52,Guam,NaN,392
53,West Virginia,NaN,940
54,Northern Mariana Islands,NaN,202
55,American Samoa,NaN,623
