,State,733,738
0,Washington,NaN,105079
1,Illinois,NaN,153950
2,California,NaN,610216
3,Arizona,NaN,159797
4,Massachusetts,NaN,84744
5,Wisconsin,NaN,149148
6,Texas,NaN,404650
7,Nebraska,NaN,29356
8,Utah,NaN,74324
9,Oregon,NaN,54896
10,Florida,NaN,218480
11,New York,NaN,164221
12,Rhode Island,NaN,20309
13,Georgia,NaN,99319
14,New Hampshire,NaN,20953
15,North Carolina,NaN,196869
16,New Jersey,NaN,58972
17,Colorado,NaN,70589
18,Maryland,NaN,32018
19,Nevada,NaN,67683
20,Tennessee,NaN,113352
21,Hawaii,NaN,32853
22,Indiana,NaN,94783
23,Kentucky,NaN,82332
24,Minnesota,NaN,78488
25,Oklahoma,NaN,83665
26,Pennsylvania,NaN,105736
27,South Carolina,NaN,103643
28,District of Columbia,NaN,4785
29,Kansas,NaN,57560
30,Missouri,NaN,80483
31,Vermont,NaN,9514
32,Virginia,NaN,88723
33,Connecticut,NaN,26155
34,Iowa,NaN,36419
35,Louisiana,NaN,56095
36,Ohio,NaN,127376
37,Michigan,NaN,130348
38,South Dakota,NaN,13308
39,Arkansas,NaN,54549
40,Delaware,NaN,10917
41,Mississippi,NaN,44533
42,New Mexico,NaN,41991
43,North Dakota,NaN,17939
44,Wyoming,NaN,9941
45,Alaska,NaN,16727
46,Maine,NaN,6041
47,Alabama,NaN,99664
48,Idaho,NaN,19318
49,Montana,NaN,10506
50,Puerto Rico,NaN,31259
51,Virgin Islands,NaN,587
52,Guam,NaN,4404
53,West Virginia,NaN,30617
54,Northern Mariana Islands,NaN,286
55,American Samoa,NaN,7
