,State,824,829
0,Washington,NaN,8794
1,Illinois,NaN,19551
2,California,NaN,34417
3,Arizona,NaN,2861
4,Massachusetts,NaN,13872
5,Wisconsin,NaN,6504
6,Texas,NaN,18482
7,Nebraska,NaN,701
8,Utah,NaN,1309
9,Oregon,NaN,4742
10,Florida,NaN,24033
11,New York,NaN,44484
12,Rhode Island,NaN,2403
13,Georgia,NaN,3441
14,New Hampshire,NaN,2188
15,North Carolina,NaN,8583
16,New Jersey,NaN,15263
17,Colorado,NaN,9474
18,Maryland,NaN,5567
19,Nevada,NaN,1351
20,Tennessee,NaN,2315
21,Hawaii,NaN,1683
22,Indiana,NaN,3245
23,Kentucky,NaN,3342
24,Minnesota,NaN,6495
25,Oklahoma,NaN,1686
26,Pennsylvania,NaN,10189
27,South Carolina,NaN,1513
28,District of Columbia,NaN,1550
29,Kansas,NaN,295
30,Missouri,NaN,1092
31,Vermont,NaN,1877
32,Virginia,NaN,8274
33,Connecticut,NaN,6159
34,Iowa,NaN,1255
35,Louisiana,NaN,1417
36,Ohio,NaN,7265
37,Michigan,NaN,10595
38,South Dakota,NaN,164
39,Arkansas,NaN,758
40,Delaware,NaN,1375
41,Mississippi,NaN,503
42,New Mexico,NaN,1207
43,North Dakota,NaN,331
44,Wyoming,NaN,128
45,Alaska,NaN,1480
46,Maine,NaN,1946
47,Alabama,NaN,1422
48,Idaho,NaN,495
49,Montana,NaN,395
50,Puerto Rico,NaN,20256
51,Virgin Islands,NaN,227
52,Guam,NaN,209
53,West Virginia,NaN,967
54,Northern Mariana Islands,NaN,17
55,American Samoa,NaN,137
