,State,775,780
0,Washington,NaN,12596
1,Illinois,NaN,7817
2,California,NaN,31712
3,Arizona,NaN,3984
4,Massachusetts,NaN,4714
5,Wisconsin,NaN,2916
6,Texas,NaN,19342
7,Nebraska,NaN,10331
8,Utah,NaN,1365
9,Oregon,NaN,3143
10,Florida,NaN,10652
11,New York,NaN,10772
12,Rhode Island,NaN,1015
13,Georgia,NaN,5640
14,New Hampshire,NaN,1038
15,North Carolina,NaN,10504
16,New Jersey,NaN,7241
17,Colorado,NaN,4864
18,Maryland,NaN,2391
19,Nevada,NaN,3247
20,Tennessee,NaN,6308
21,Hawaii,NaN,931
22,Indiana,NaN,2105
23,Kentucky,NaN,8667
24,Minnesota,NaN,4867
25,Oklahoma,NaN,3748
26,Pennsylvania,NaN,5778
27,South Carolina,NaN,2276
28,District of Columbia,NaN,297
29,Kansas,NaN,1626
30,Missouri,NaN,3226
31,Vermont,NaN,978
32,Virginia,NaN,6780
33,Connecticut,NaN,1961
34,Iowa,NaN,5446
35,Louisiana,NaN,1455
36,Ohio,NaN,5177
37,Michigan,NaN,7010
38,South Dakota,NaN,406
39,Arkansas,NaN,3061
40,Delaware,NaN,536
41,Mississippi,NaN,1159
42,New Mexico,NaN,1933
43,North Dakota,NaN,575
44,Wyoming,NaN,377
45,Alaska,NaN,1443
46,Maine,NaN,4334
47,Alabama,NaN,3226
48,Idaho,NaN,7075
49,Montana,NaN,4358
50,Puerto Rico,NaN,1038
51,Virgin Islands,NaN,31
52,Guam,NaN,872
53,West Virginia,NaN,2577
54,Northern Mariana Islands,NaN,416
55,American Samoa,NaN,106
