,State,235,241,248,255,262
0,Washington,1991,53,53,38,38
1,Illinois,8541,149,149,156,156
2,California,14378,537,537,559,559
3,Arizona,5322,120,120,152,152
4,Massachusetts,9210,47,47,71,71
5,Wisconsin,1210,50,50,39,39
6,Texas,14405,614,614,743,743
7,Nebraska,434,18,18,14,14
8,Utah,433,15,14,14,14
9,Oregon,509,20,20,25,25
10,Florida,12608,561,561,530,530
11,New York,33023,35,35,35,35
12,Rhode Island,1071,9,9,8,8
13,Georgia,6333,284,284,330,330
14,New Hampshire,436,2,1,1,1
15,North Carolina,3052,163,163,172,172
16,New Jersey,16031,46,45,40,40
17,Colorado,1988,20,20,21,21
18,Maryland,3838,43,43,46,46
19,Nevada,1452,48,48,64,64
20,Tennessee,2078,136,136,124,124
21,Hawaii,99,15,15,19,19
22,Indiana,3438,67,67,73,73
23,Kentucky,1060,60,60,59,59
24,Minnesota,1971,45,45,49,49
25,Oklahoma,905,52,52,56,56
26,Pennsylvania,7829,92,92,86,86
27,South Carolina,3064,169,169,173,173
28,District of Columbia,616,4,4,3,3
29,Kansas,528,31,31,29,29
30,Missouri,1731,119,119,89,89
31,Vermont,58,0,0,0,0
32,Virginia,2724,70,70,110,110
33,Connecticut,4480,7,7,4,4
34,Iowa,1220,64,64,76,76
35,Louisiana,5235,125,125,137,137
36,Ohio,4415,141,141,144,144
37,Michigan,6911,86,86,78,78
38,South Dakota,184,10,10,12,12
39,Arkansas,981,96,96,91,91
40,Delaware,615,6,6,3,3
41,Mississippi,2697,97,97,125,125
42,New Mexico,823,19,19,22,22
43,North Dakota,168,9,9,9,9
44,Wyoming,42,2,2,2,2
45,Alaska,44,3,3,3,3
46,Maine,136,1,1,2,2
47,Alabama,2351,77,77,133,133
48,Idaho,415,22,22,26,26
49,Montana,135,13,13,12,12
50,Puerto Rico,539,NaN,NaN,NaN,NaN
51,Virgin Islands,19,NaN,NaN,NaN,NaN
52,Guam,23,NaN,NaN,NaN,NaN
53,West Virginia,267,33,33,36,36
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
