,State,746,752
0,Washington,NaN,86852
1,Illinois,NaN,72673
2,California,NaN,265834
3,Arizona,NaN,62701
4,Massachusetts,NaN,40799
5,Wisconsin,NaN,41188
6,Texas,NaN,225927
7,Nebraska,NaN,13739
8,Utah,NaN,20548
9,Oregon,NaN,44857
10,Florida,NaN,162589
11,New York,NaN,59334
12,Rhode Island,NaN,8490
13,Georgia,NaN,67457
14,New Hampshire,NaN,10818
15,North Carolina,NaN,119512
16,New Jersey,NaN,24220
17,Colorado,NaN,38135
18,Maryland,NaN,10999
19,Nevada,NaN,20906
20,Tennessee,NaN,216567
21,Hawaii,NaN,9043
22,Indiana,NaN,54867
23,Kentucky,NaN,70140
24,Minnesota,NaN,68398
25,Oklahoma,NaN,37427
26,Pennsylvania,NaN,47207
27,South Carolina,NaN,80101
28,District of Columbia,NaN,2564
29,Kansas,NaN,29243
30,Missouri,NaN,37429
31,Vermont,NaN,3702
32,Virginia,NaN,59206
33,Connecticut,NaN,13430
34,Iowa,NaN,20153
35,Louisiana,NaN,36873
36,Ohio,NaN,42884
37,Michigan,NaN,76727
38,South Dakota,NaN,6837
39,Arkansas,NaN,32674
40,Delaware,NaN,3790
41,Mississippi,NaN,46468
42,New Mexico,NaN,24194
43,North Dakota,NaN,9019
44,Wyoming,NaN,7097
45,Alaska,NaN,16421
46,Maine,NaN,8960
47,Alabama,NaN,36169
48,Idaho,NaN,17110
49,Montana,NaN,14083
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,19863
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
