,State,774,780
0,Washington,NaN,14800
1,Illinois,NaN,13039
2,California,NaN,45834
3,Arizona,NaN,6110
4,Massachusetts,NaN,8085
5,Wisconsin,NaN,5294
6,Texas,NaN,30506
7,Nebraska,NaN,22386
8,Utah,NaN,2173
9,Oregon,NaN,5657
10,Florida,NaN,14865
11,New York,NaN,11454
12,Rhode Island,NaN,1699
13,Georgia,NaN,9693
14,New Hampshire,NaN,0
15,North Carolina,NaN,18047
16,New Jersey,NaN,8627
17,Colorado,NaN,7916
18,Maryland,NaN,2844
19,Nevada,NaN,4495
20,Tennessee,NaN,11002
21,Hawaii,NaN,1485
22,Indiana,NaN,4238
23,Kentucky,NaN,16456
24,Minnesota,NaN,7218
25,Oklahoma,NaN,6063
26,Pennsylvania,NaN,7895
27,South Carolina,NaN,4381
28,District of Columbia,NaN,310
29,Kansas,NaN,2838
30,Missouri,NaN,5567
31,Vermont,NaN,1398
32,Virginia,NaN,12027
33,Connecticut,NaN,3027
34,Iowa,NaN,9607
35,Louisiana,NaN,3325
36,Ohio,NaN,7327
37,Michigan,NaN,9863
38,South Dakota,NaN,679
39,Arkansas,NaN,3960
40,Delaware,NaN,715
41,Mississippi,NaN,2758
42,New Mexico,NaN,3399
43,North Dakota,NaN,894
44,Wyoming,NaN,660
45,Alaska,NaN,2544
46,Maine,NaN,6281
47,Alabama,NaN,5354
48,Idaho,NaN,11904
49,Montana,NaN,6912
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,4821
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
