,State,760,766
0,Washington,NaN,0
1,Illinois,NaN,30964
2,California,NaN,87628
3,Arizona,NaN,16976
4,Massachusetts,NaN,16219
5,Wisconsin,NaN,13806
6,Texas,NaN,69618
7,Nebraska,NaN,2576
8,Utah,NaN,6645
9,Oregon,NaN,14571
10,Florida,NaN,45744
11,New York,NaN,24641
12,Rhode Island,NaN,2760
13,Georgia,NaN,22117
14,New Hampshire,NaN,7939
15,North Carolina,NaN,42954
16,New Jersey,NaN,14554
17,Colorado,NaN,16830
18,Maryland,NaN,45058
19,Nevada,NaN,4896
20,Tennessee,NaN,31858
21,Hawaii,NaN,2784
22,Indiana,NaN,12402
23,Kentucky,NaN,35163
24,Minnesota,NaN,21690
25,Oklahoma,NaN,8275
26,Pennsylvania,NaN,20011
27,South Carolina,NaN,21190
28,District of Columbia,NaN,1038
29,Kansas,NaN,19809
30,Missouri,NaN,16311
31,Vermont,NaN,2210
32,Virginia,NaN,25402
33,Connecticut,NaN,8773
34,Iowa,NaN,7141
35,Louisiana,NaN,10328
36,Ohio,NaN,14409
37,Michigan,NaN,22444
38,South Dakota,NaN,2930
39,Arkansas,NaN,8702
40,Delaware,NaN,1664
41,Mississippi,NaN,10400
42,New Mexico,NaN,8438
43,North Dakota,NaN,2517
44,Wyoming,NaN,1963
45,Alaska,NaN,4486
46,Maine,NaN,39141
47,Alabama,NaN,12476
48,Idaho,NaN,14918
49,Montana,NaN,6878
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,8137
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
