,State,767,773
0,Washington,NaN,12148
1,Illinois,NaN,19495
2,California,NaN,85727
3,Arizona,NaN,11372
4,Massachusetts,NaN,12402
5,Wisconsin,NaN,7745
6,Texas,NaN,42916
7,Nebraska,NaN,1335
8,Utah,NaN,3966
9,Oregon,NaN,9483
10,Florida,NaN,5483
11,New York,NaN,16254
12,Rhode Island,NaN,1847
13,Georgia,NaN,13721
14,New Hampshire,NaN,6304
15,North Carolina,NaN,28960
16,New Jersey,NaN,10677
17,Colorado,NaN,11884
18,Maryland,NaN,3688
19,Nevada,NaN,5520
20,Tennessee,NaN,16555
21,Hawaii,NaN,1438
22,Indiana,NaN,7626
23,Kentucky,NaN,19940
24,Minnesota,NaN,12367
25,Oklahoma,NaN,9190
26,Pennsylvania,NaN,14444
27,South Carolina,NaN,14134
28,District of Columbia,NaN,918
29,Kansas,NaN,4152
30,Missouri,NaN,10082
31,Vermont,NaN,2020
32,Virginia,NaN,17391
33,Connecticut,NaN,3821
34,Iowa,NaN,4196
35,Louisiana,NaN,7127
36,Ohio,NaN,9231
37,Michigan,NaN,20591
38,South Dakota,NaN,1286
39,Arkansas,NaN,5096
40,Delaware,NaN,1855
41,Mississippi,NaN,5228
42,New Mexico,NaN,4305
43,North Dakota,NaN,1329
44,Wyoming,NaN,1234
45,Alaska,NaN,4138
46,Maine,NaN,10595
47,Alabama,NaN,6995
48,Idaho,NaN,13852
49,Montana,NaN,6228
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,7999
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
