,State,725,731
0,Washington,NaN,153775
1,Illinois,NaN,289027
2,California,NaN,873044
3,Arizona,NaN,125378
4,Massachusetts,NaN,204925
5,Wisconsin,NaN,156503
6,Texas,NaN,464243
7,Nebraska,NaN,34022
8,Utah,NaN,79713
9,Oregon,NaN,77783
10,Florida,NaN,517723
11,New York,NaN,415107
12,Rhode Island,NaN,52090
13,Georgia,NaN,229725
14,New Hampshire,NaN,29689
15,North Carolina,NaN,274041
16,New Jersey,NaN,179038
17,Colorado,NaN,157145
18,Maryland,NaN,77993
19,Nevada,NaN,53774
20,Tennessee,NaN,134165
21,Hawaii,NaN,27954
22,Indiana,NaN,130548
23,Kentucky,NaN,82614
24,Minnesota,NaN,111759
25,Oklahoma,NaN,81557
26,Pennsylvania,NaN,207302
27,South Carolina,NaN,139744
28,District of Columbia,NaN,15444
29,Kansas,NaN,64955
30,Missouri,NaN,84967
31,Vermont,NaN,18057
32,Virginia,NaN,179292
33,Connecticut,NaN,85296
34,Iowa,NaN,42805
35,Louisiana,NaN,104467
36,Ohio,NaN,180459
37,Michigan,NaN,162935
38,South Dakota,NaN,18451
39,Arkansas,NaN,81586
40,Delaware,NaN,25632
41,Mississippi,NaN,77829
42,New Mexico,NaN,42670
43,North Dakota,NaN,15843
44,Wyoming,NaN,9176
45,Alaska,NaN,18173
46,Maine,NaN,9830
47,Alabama,NaN,38995
48,Idaho,NaN,17959
49,Montana,NaN,12960
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,30964
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
