,State,753,759
0,Washington,1410596,50682
1,Illinois,2987502,38762
2,California,8809229,219131
3,Arizona,1950483,31355
4,Massachusetts,1648656,23125
5,Wisconsin,1553551,23157
6,Texas,6517733,114101
7,Nebraska,450661,6358
8,Utah,910900,11331
9,Oregon,674500,26404
10,Florida,5776333,152417
11,New York,4886180,37454
12,Rhode Island,351844,5024
13,Georgia,2434131,38818
14,New Hampshire,288191,8776
15,North Carolina,2525734,70809
16,New Jersey,2145147,16206
17,Colorado,1288600,23916
18,Maryland,970307,5859
19,Nevada,673322,10658
20,Tennessee,1965983,49385
21,Hawaii,231510,5174
22,Indiana,1664353,22772
23,Kentucky,1232297,52820
24,Minnesota,1388401,40744
25,Oklahoma,1006846,13572
26,Pennsylvania,2724802,22704
27,South Carolina,1431067,29440
28,District of Columbia,132820,1607
29,Kansas,749850,5163
30,Missouri,1379156,24842
31,Vermont,108969,3003
32,Virginia,1602677,39334
33,Connecticut,712884,8775
34,Iowa,739566,11886
35,Louisiana,1149234,19791
36,Ohio,2632336,27053
37,Michigan,2324854,37011
38,South Dakota,232725,3279
39,Arkansas,806877,14754
40,Delaware,253534,2586
41,Mississippi,776717,28378
42,New Mexico,500516,13914
43,North Dakota,234875,5426
44,Wyoming,152581,3686
45,Alaska,232102,9002
46,Maine,187697,7699
47,Alabama,1263072,24485
48,Idaho,403137,16102
49,Montana,256630,8859
50,Puerto Rico,469285,NaN
51,Virgin Islands,15182,NaN
52,Guam,39985,NaN
53,West Virginia,476060,14157
54,Northern Mariana Islands,7530,NaN
55,American Samoa,18,NaN
