,State,823,829
0,Washington,NaN,10091
1,Illinois,NaN,25686
2,California,NaN,43534
3,Arizona,NaN,4081
4,Massachusetts,NaN,20504
5,Wisconsin,NaN,8716
6,Texas,NaN,27505
7,Nebraska,NaN,838
8,Utah,NaN,1514
9,Oregon,NaN,6260
10,Florida,NaN,39217
11,New York,NaN,52578
12,Rhode Island,NaN,3034
13,Georgia,NaN,4247
14,New Hampshire,NaN,2669
15,North Carolina,NaN,14477
16,New Jersey,NaN,16196
17,Colorado,NaN,13655
18,Maryland,NaN,7478
19,Nevada,NaN,2113
20,Tennessee,NaN,2943
21,Hawaii,NaN,2883
22,Indiana,NaN,3733
23,Kentucky,NaN,3371
24,Minnesota,NaN,8506
25,Oklahoma,NaN,1778
26,Pennsylvania,NaN,10613
27,South Carolina,NaN,2246
28,District of Columbia,NaN,1951
29,Kansas,NaN,0
30,Missouri,NaN,1479
31,Vermont,NaN,2453
32,Virginia,NaN,10192
33,Connecticut,NaN,7975
34,Iowa,NaN,1239
35,Louisiana,NaN,1623
36,Ohio,NaN,10862
37,Michigan,NaN,17989
38,South Dakota,NaN,283
39,Arkansas,NaN,934
40,Delaware,NaN,1398
41,Mississippi,NaN,639
42,New Mexico,NaN,1497
43,North Dakota,NaN,471
44,Wyoming,NaN,201
45,Alaska,NaN,2641
46,Maine,NaN,2524
47,Alabama,NaN,1290
48,Idaho,NaN,641
49,Montana,NaN,500
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,1158
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
