,State,802,808
0,Washington,NaN,6108
1,Illinois,NaN,11026
2,California,NaN,20384
3,Arizona,NaN,16043
4,Massachusetts,NaN,10542
5,Wisconsin,NaN,3871
6,Texas,NaN,22169
7,Nebraska,NaN,502
8,Utah,NaN,684
9,Oregon,NaN,2382
10,Florida,NaN,0
11,New York,NaN,23478
12,Rhode Island,NaN,1729
13,Georgia,NaN,22647
14,New Hampshire,NaN,956
15,North Carolina,NaN,7827
16,New Jersey,NaN,8741
17,Colorado,NaN,10085
18,Maryland,NaN,2239
19,Nevada,NaN,1989
20,Tennessee,NaN,2032
21,Hawaii,NaN,1880
22,Indiana,NaN,1464
23,Kentucky,NaN,8269
24,Minnesota,NaN,3851
25,Oklahoma,NaN,2850
26,Pennsylvania,NaN,4505
27,South Carolina,NaN,1538
28,District of Columbia,NaN,764
29,Kansas,NaN,707
30,Missouri,NaN,3295
31,Vermont,NaN,1252
32,Virginia,NaN,6115
33,Connecticut,NaN,3622
34,Iowa,NaN,379
35,Louisiana,NaN,766
36,Ohio,NaN,4883
37,Michigan,NaN,6842
38,South Dakota,NaN,264
39,Arkansas,NaN,698
40,Delaware,NaN,547
41,Mississippi,NaN,835
42,New Mexico,NaN,936
43,North Dakota,NaN,204
44,Wyoming,NaN,143
45,Alaska,NaN,2517
46,Maine,NaN,1836
47,Alabama,NaN,3204
48,Idaho,NaN,835
49,Montana,NaN,283
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,814
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
