,State,732,738
0,Washington,NaN,184935
1,Illinois,NaN,289245
2,California,NaN,724179
3,Arizona,NaN,194257
4,Massachusetts,NaN,177236
5,Wisconsin,NaN,194877
6,Texas,NaN,465572
7,Nebraska,NaN,41707
8,Utah,NaN,98464
9,Oregon,NaN,96111
10,Florida,NaN,428253
11,New York,NaN,202858
12,Rhode Island,NaN,33305
13,Georgia,NaN,156269
14,New Hampshire,NaN,35679
15,North Carolina,NaN,329946
16,New Jersey,NaN,80407
17,Colorado,NaN,111673
18,Maryland,NaN,39460
19,Nevada,NaN,100842
20,Tennessee,NaN,208059
21,Hawaii,NaN,42058
22,Indiana,NaN,133593
23,Kentucky,NaN,130645
24,Minnesota,NaN,134284
25,Oklahoma,NaN,97184
26,Pennsylvania,NaN,122936
27,South Carolina,NaN,185756
28,District of Columbia,NaN,8080
29,Kansas,NaN,99930
30,Missouri,NaN,104216
31,Vermont,NaN,8742
32,Virginia,NaN,130281
33,Connecticut,NaN,43922
34,Iowa,NaN,43986
35,Louisiana,NaN,101843
36,Ohio,NaN,141670
37,Michigan,NaN,229780
38,South Dakota,NaN,23315
39,Arkansas,NaN,72630
40,Delaware,NaN,11998
41,Mississippi,NaN,75819
42,New Mexico,NaN,64709
43,North Dakota,NaN,20241
44,Wyoming,NaN,14142
45,Alaska,NaN,27473
46,Maine,NaN,7693
47,Alabama,NaN,101677
48,Idaho,NaN,24380
49,Montana,NaN,15634
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,30390
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
