,State,662,668
0,Washington,NaN,15116
1,Illinois,NaN,27760
2,California,NaN,31125
3,Arizona,NaN,25107
4,Massachusetts,NaN,14101
5,Wisconsin,NaN,29520
6,Texas,NaN,28203
7,Nebraska,NaN,8348
8,Utah,NaN,9629
9,Oregon,NaN,7419
10,Florida,NaN,11069
11,New York,NaN,38766
12,Rhode Island,NaN,2604
13,Georgia,NaN,9461
14,New Hampshire,NaN,6296
15,North Carolina,NaN,14398
16,New Jersey,NaN,11060
17,Colorado,NaN,28246
18,Maryland,NaN,5418
19,Nevada,NaN,4922
20,Tennessee,NaN,11336
21,Hawaii,NaN,781
22,Indiana,NaN,26618
23,Kentucky,NaN,11385
24,Minnesota,NaN,38363
25,Oklahoma,NaN,5008
26,Pennsylvania,NaN,41326
27,South Carolina,NaN,5179
28,District of Columbia,NaN,643
29,Kansas,NaN,9783
30,Missouri,NaN,9110
31,Vermont,NaN,2550
32,Virginia,NaN,11923
33,Connecticut,NaN,3617
34,Iowa,NaN,9808
35,Louisiana,NaN,3100
36,Ohio,NaN,35153
37,Michigan,NaN,45568
38,South Dakota,NaN,3244
39,Arkansas,NaN,3974
40,Delaware,NaN,1843
41,Mississippi,NaN,2325
42,New Mexico,NaN,11254
43,North Dakota,NaN,4039
44,Wyoming,NaN,2673
45,Alaska,NaN,3603
46,Maine,NaN,4441
47,Alabama,NaN,4003
48,Idaho,NaN,4300
49,Montana,NaN,5178
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,5287
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
