,State,669,675
0,Washington,NaN,15029
1,Illinois,NaN,37005
2,California,NaN,34998
3,Arizona,NaN,27062
4,Massachusetts,NaN,22994
5,Wisconsin,NaN,33111
6,Texas,NaN,29594
7,Nebraska,NaN,7637
8,Utah,NaN,11078
9,Oregon,NaN,7699
10,Florida,NaN,10626
11,New York,NaN,46952
12,Rhode Island,NaN,4111
13,Georgia,NaN,9703
14,New Hampshire,NaN,8278
15,North Carolina,NaN,16653
16,New Jersey,NaN,14128
17,Colorado,NaN,30427
18,Maryland,NaN,6214
19,Nevada,NaN,5719
20,Tennessee,NaN,11742
21,Hawaii,NaN,1010
22,Indiana,NaN,21915
23,Kentucky,NaN,13298
24,Minnesota,NaN,41893
25,Oklahoma,NaN,7094
26,Pennsylvania,NaN,42829
27,South Carolina,NaN,5756
28,District of Columbia,NaN,816
29,Kansas,NaN,10503
30,Missouri,NaN,24201
31,Vermont,NaN,2457
32,Virginia,NaN,14193
33,Connecticut,NaN,6458
34,Iowa,NaN,10889
35,Louisiana,NaN,3903
36,Ohio,NaN,42575
37,Michigan,NaN,77558
38,South Dakota,NaN,4171
39,Arkansas,NaN,5183
40,Delaware,NaN,2433
41,Mississippi,NaN,2864
42,New Mexico,NaN,12804
43,North Dakota,NaN,4121
44,Wyoming,NaN,2425
45,Alaska,NaN,3745
46,Maine,NaN,6170
47,Alabama,NaN,3342
48,Idaho,NaN,4422
49,Montana,NaN,5067
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,6566
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
