,State,788,794
0,Washington,NaN,8647
1,Illinois,NaN,9600
2,California,NaN,30359
3,Arizona,NaN,8124
4,Massachusetts,NaN,6604
5,Wisconsin,NaN,3557
6,Texas,NaN,23274
7,Nebraska,NaN,487
8,Utah,NaN,928
9,Oregon,NaN,2402
10,Florida,NaN,0
11,New York,NaN,15516
12,Rhode Island,NaN,1649
13,Georgia,NaN,7901
14,New Hampshire,NaN,927
15,North Carolina,NaN,10087
16,New Jersey,NaN,7925
17,Colorado,NaN,8429
18,Maryland,NaN,2224
19,Nevada,NaN,29050
20,Tennessee,NaN,2862
21,Hawaii,NaN,1726
22,Indiana,NaN,2677
23,Kentucky,NaN,15121
24,Minnesota,NaN,3852
25,Oklahoma,NaN,4706
26,Pennsylvania,NaN,5935
27,South Carolina,NaN,918
28,District of Columbia,NaN,0
29,Kansas,NaN,715
30,Missouri,NaN,1995
31,Vermont,NaN,1240
32,Virginia,NaN,8680
33,Connecticut,NaN,2755
34,Iowa,NaN,939
35,Louisiana,NaN,1501
36,Ohio,NaN,3452
37,Michigan,NaN,8207
38,South Dakota,NaN,328
39,Arkansas,NaN,3343
40,Delaware,NaN,469
41,Mississippi,NaN,1001
42,New Mexico,NaN,1297
43,North Dakota,NaN,270
44,Wyoming,NaN,205
45,Alaska,NaN,1841
46,Maine,NaN,1871
47,Alabama,NaN,2913
48,Idaho,NaN,5380
49,Montana,NaN,613
50,Puerto Rico,NaN,NaN
51,Virgin Islands,NaN,NaN
52,Guam,NaN,NaN
53,West Virginia,NaN,1896
54,Northern Mariana Islands,NaN,NaN
55,American Samoa,NaN,NaN
