,County,375,381,388,395,402,409,416
0,01001,5669,213,203,194,188,182,174
1,01003,18126,795,865,989,1118,1244,1347
2,01005,1951,111,126,142,153,167,167
3,01007,2307,47,37,28,21,18,14
4,01009,5713,181,188,200,210,218,228
5,01011,1086,49,48,51,51,50,49
6,01013,1812,45,42,39,35,30,28
7,01015,12011,366,336,320,308,308,308
8,01017,3203,186,158,135,116,101,90
9,01019,1704,35,24,21,15,14,14
10,01021,3544,67,58,45,34,29,23
11,01023,535,7,8,11,14,19,23
12,01025,3227,223,221,216,201,185,160
13,01027,1328,25,21,21,21,21,26
14,01029,1281,26,21,14,13,7,7
15,01031,4915,188,183,182,188,188,184
16,01033,5736,216,223,245,250,256,257
17,01035,1007,30,27,27,26,28,28
18,01037,678,35,36,41,49,59,69
19,01039,3581,170,210,250,278,290,286
20,01041,1312,50,41,37,35,29,28
21,01043,8551,241,209,182,163,152,129
22,01045,4290,143,138,142,153,162,173
23,01047,3224,70,55,49,41,37,35
24,01049,8133,198,178,161,139,123,109
25,01051,8602,317,335,355,364,377,378
26,01053,3523,114,83,63,44,30,21
27,01055,12515,363,356,388,427,466,500
28,01057,1856,74,64,56,48,43,36
29,01059,3842,74,56,43,35,28,21
30,01061,2258,92,90,87,81,78,74
31,01063,801,13,11,11,11,12,13
32,01065,1958,65,54,42,31,23,19
33,01067,1675,31,22,14,11,9,7
34,01069,9471,388,454,593,786,1019,1281
35,01071,6245,226,248,266,272,282,279
36,01073,66884,1805,1469,1210,1004,847,742
37,01075,1248,20,17,14,13,13,7
38,01077,8180,238,205,180,156,142,127
39,01079,2647,78,84,95,102,114,128
40,01081,13829,384,233,132,74,45,26
41,01083,8676,251,229,209,195,185,170
42,01085,1232,52,51,44,43,35,33
43,01087,1288,60,58,55,54,57,56
44,01089,29680,1223,1361,1537,1807,2020,2257
45,01091,2188,61,50,42,36,29,27
46,01093,2613,57,39,30,23,17,13
47,01095,10780,246,213,189,166,152,141
48,01097,33060,1264,1370,1509,1638,1751,1877
49,01099,1569,25,17,9,7,7,3
50,01101,20921,793,720,673,640,607,587
51,01103,13001,260,204,169,155,135,122
52,01105,1027,29,28,30,35,40,48
53,01107,2095,39,29,22,19,13,10
54,01109,2746,78,53,36,25,17,14
55,01111,1518,61,61,62,63,68,75
56,01113,3751,141,79,40,23,13,6
57,01115,8159,244,249,249,255,265,268
58,01117,20216,793,863,958,1025,1091,1193
59,01119,930,4,1,1,1,1,3
60,01121,6837,155,90,47,27,16,14
61,01123,3325,53,28,19,11,8,9
62,01125,22421,773,1463,2583,4045,5273,5487
63,01127,6158,85,54,37,26,18,14
64,01129,1474,40,34,28,25,21,21
65,01131,1137,51,45,44,38,36,33
66,01133,2379,50,41,33,28,26,21
67,02013,87,,,,,,NaN
68,02016,328,,,,,,NaN
69,02020,25483,322,296,266,260,249,241
70,02050,3341,0,0,0,0,0,0
71,02060,0,0,0,0,0,0,0
72,02068,68,0,0,0,0,0,0
73,02070,169,,,,,,NaN
74,02090,5877,88,48,29,18,13,8
75,02100,26,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,1159,22,27,32,34,40,49
78,02122,3917,32,28,25,27,26,26
79,02130,284,0,0,0,0,0,0
80,02150,1035,0,0,0,0,0,0
81,02158,1125,0,0,0,0,0,0
82,02164,170,0,0,0,0,0,0
83,02170,7495,153,125,102,88,76,69
84,02180,310,0,0,0,0,0,0
85,02185,983,0,0,0,0,0,0
86,02188,573,0,0,0,0,0,0
87,02195,47,0,0,0,0,0,0
88,02198,75,0,0,0,0,0,0
89,02220,304,0,0,0,0,0,0
90,02230,16,0,0,0,0,0,0
91,02240,435,0,0,0,0,0,0
92,02261,446,,,,,,NaN
93,02275,27,0,0,0,0,0,0
94,02282,66,0,0,0,0,0,0
95,02290,269,,,,,,NaN
96,04001,9607,450,439,416,384,348,315
97,04003,10452,298,196,139,100,77,59
98,04005,15228,586,436,336,271,216,182
99,04007,6023,285,257,233,214,187,161
100,04009,5117,364,308,267,236,202,168
101,04011,523,0,0,0,0,0,0
102,04012,2247,104,78,60,50,42,40
103,04013,472760,26863,29806,39205,48722,51513,44904
104,04015,19395,1248,1175,1171,1144,1081,1004
105,04017,14482,311,212,143,92,64,46
106,04019,101457,4921,3741,3127,2689,2329,2059
107,04021,42322,2882,2599,2402,2080,1688,1249
108,04023,7428,120,80,52,35,23,15
109,04025,16236,437,213,105,53,30,19
110,04027,35127,621,388,229,131,75,40
111,05001,1774,94,79,72,57,51,42
112,05003,1640,71,68,65,59,60,57
113,05005,2635,49,48,48,51,55,57
114,05007,25105,561,573,636,741,875,999
115,05009,3334,163,160,150,141,137,133
116,05011,1250,37,31,26,21,17,15
117,05013,346,20,21,21,22,24,25
118,05015,2580,76,63,56,45,41,36
119,05017,1551,,,,,,NaN
120,05019,1837,54,41,28,24,15,13
121,05021,1564,27,23,15,14,13,12
122,05023,1761,44,31,20,15,13,7
123,05025,796,44,42,40,37,31,28
124,05027,1930,53,45,38,33,28,26
125,05029,1983,74,51,37,29,24,19
126,05031,12141,183,116,75,50,36,26
127,05033,6196,223,143,91,61,38,27
128,05035,5360,128,88,60,42,31,26
129,05037,1819,47,33,23,19,15,14
130,05039,668,33,23,21,20,18,16
131,05041,1206,38,36,30,27,23,20
132,05043,1864,75,82,78,78,74,68
133,05045,10624,375,374,391,397,415,417
134,05047,1502,94,88,87,85,80,78
135,05049,1024,10,2,0,0,0,0
136,05051,8370,293,224,169,133,109,84
137,05053,1386,40,31,26,23,19,16
138,05055,5498,201,183,170,163,158,152
139,05057,1632,74,59,51,40,37,34
140,05059,4399,134,117,107,100,89,86
141,05061,1352,43,38,35,33,31,30
142,05063,3454,63,35,20,11,7,7
143,05065,1557,33,33,36,40,48,54
144,05067,3066,13,7,5,0,0,0
145,05069,8061,285,289,287,274,257,239
146,05071,2505,74,58,51,42,36,32
147,05073,445,21,21,21,21,25,25
148,05075,1907,37,24,15,14,13,11
149,05077,1597,0,0,0,0,0,0
150,05079,3051,22,17,14,8,7,7
151,05081,1036,40,34,31,28,28,27
152,05083,1974,63,43,30,23,17,13
153,05085,5963,284,238,208,180,155,131
154,05087,1340,60,61,57,51,47,44
155,05089,867,23,14,12,10,9,11
156,05091,3376,89,75,67,61,56,51
157,05093,5250,118,94,76,57,42,32
158,05095,732,55,53,51,43,39,37
159,05097,654,15,11,7,7,7,7
160,05099,717,21,21,23,22,22,23
161,05101,647,,,,,,NaN
162,05103,1964,107,93,80,71,62,52
163,05105,678,29,18,15,13,9,7
164,05107,1607,16,10,7,0,0,0
165,05109,877,21,13,7,7,7,7
166,05111,2927,3,0,0,0,0,0
167,05113,1656,53,38,28,22,18,14
168,05115,7188,192,137,95,67,47,34
