,County,256,262,269,276,283,290,297
0,01001,1828,68,55,49,47,49,49
1,01003,6073,340,538,811,1002,1070,1069
2,01005,921,13,16,20,25,24,27
3,01007,686,7,7,7,8,7,9
4,01009,1656,35,20,16,13,13,11
5,01011,613,2,0,1,0,1,1
6,01013,926,0,0,0,0,0,0
7,01015,3679,99,60,36,29,28,30
8,01017,1205,23,45,81,102,111,113
9,01019,639,45,45,52,54,57,54
10,01021,1648,46,34,23,22,22,21
11,01023,366,4,7,7,7,7,7
12,01025,1156,33,38,37,38,36,38
13,01027,611,36,31,31,30,28,28
14,01029,427,35,34,31,29,30,32
15,01031,1462,97,122,149,173,178,177
16,01033,1734,77,99,129,146,150,153
17,01035,540,0,0,0,0,0,2
18,01037,179,0,1,6,7,7,8
19,01039,1478,54,70,89,95,99,102
20,01041,547,5,2,0,0,0,0
21,01043,1959,50,38,34,31,30,32
22,01045,1509,90,95,97,96,98,97
23,01047,1808,20,18,21,21,21,21
24,01049,2610,164,261,399,474,502,512
25,01051,2826,165,197,228,248,249,253
26,01053,1652,3,0,1,6,8,14
27,01055,3685,210,221,227,232,237,245
28,01057,485,24,20,20,16,19,19
29,01059,1842,42,42,37,37,37,37
30,01061,733,115,183,245,273,282,273
31,01063,308,0,0,0,0,0,0
32,01065,666,7,7,7,7,7,7
33,01067,566,21,26,31,39,50,59
34,01069,3347,578,899,1293,1493,1568,1565
35,01071,1690,82,114,141,158,162,163
36,01073,20666,673,650,659,655,664,677
37,01075,400,7,9,12,14,13,14
38,01077,1815,137,199,262,301,315,313
39,01079,652,34,32,35,36,35,36
40,01081,6141,329,680,1316,1711,1842,1862
41,01083,2258,133,123,116,113,110,113
42,01085,662,0,0,0,0,0,0
43,01087,492,7,4,6,7,7,7
44,01089,8234,266,240,222,227,221,220
45,01091,743,3,0,0,0,0,0
46,01093,997,29,25,22,20,22,21
47,01095,4032,126,158,199,231,239,242
48,01097,13739,363,379,397,415,426,435
49,01099,597,0,0,0,0,0,0
50,01101,9007,136,116,102,95,94,90
51,01103,3461,135,154,187,201,213,210
52,01105,544,0,0,0,0,0,0
53,01107,684,15,14,14,12,12,12
54,01109,1238,39,43,47,51,52,55
55,01111,702,24,31,39,42,42,44
56,01113,1821,29,36,46,51,52,53
57,01115,2461,102,118,126,137,135,137
58,01117,6375,269,243,221,214,209,214
59,01119,438,0,0,0,0,0,0
60,01121,2253,64,57,50,52,59,66
61,01123,1195,7,8,13,22,35,51
62,01125,9194,346,247,209,185,178,175
63,01127,2424,117,144,174,200,203,206
64,01129,582,0,0,0,0,0,1
65,01131,538,0,0,0,0,0,0
66,01133,764,39,34,34,35,34,36
67,02013,14,0,0,0,0,0,0
68,02016,96,0,0,0,0,0,0
69,02020,4957,584,676,801,879,889,912
70,02050,124,0,0,0,0,0,0
71,02060,0,0,0,0,0,0,0
72,02068,14,0,0,0,0,0,0
73,02070,31,0,0,0,0,0,0
74,02090,1345,166,224,308,351,362,363
75,02100,9,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,389,18,14,10,8,7,7
78,02122,651,7,7,7,7,7,7
79,02130,69,0,0,0,0,0,0
80,02150,73,,,,,,NaN
81,02158,14,0,0,0,0,0,0
82,02164,95,0,0,0,0,0,0
83,02170,682,0,0,0,0,0,0
84,02180,86,0,0,0,0,0,0
85,02185,157,0,0,0,0,0,0
86,02188,143,3,0,0,0,0,0
87,02195,13,0,0,0,0,0,0
88,02198,32,0,0,0,0,0,0
89,02220,70,,,,,,NaN
90,02230,0,0,0,0,0,0,0
91,02240,47,0,0,0,0,0,0
92,02261,129,0,0,0,0,0,0
93,02275,19,0,0,0,0,0,0
94,02282,30,0,0,0,0,0,0
95,02290,86,0,0,0,0,0,0
96,04001,3579,42,42,43,43,40,40
97,04003,1919,5,6,5,5,6,7
98,04005,4275,379,485,644,748,774,783
99,04007,1451,52,70,78,87,86,91
100,04009,885,14,14,14,15,14,15
101,04011,60,0,0,0,0,0,0
102,04012,548,1,1,0,1,3,4
103,04013,143183,2066,2574,3212,3553,3634,3644
104,04015,4050,66,64,71,77,74,78
105,04017,5819,12,8,8,12,17,24
106,04019,25925,272,88,27,14,7,7
107,04021,10745,216,297,403,481,515,548
108,04023,2883,4,0,0,0,0,0
109,04025,2617,102,137,187,221,229,227
110,04027,12815,121,105,99,91,92,92
111,05001,459,67,87,110,125,129,130
112,05003,452,0,0,0,0,0,0
113,05005,402,62,47,39,35,37,35
114,05007,6890,295,268,264,256,253,253
115,05009,806,84,65,53,48,48,48
116,05011,345,0,0,0,0,0,0
117,05013,36,0,0,0,0,0,0
118,05015,757,82,89,98,95,99,96
119,05017,1013,0,0,0,0,0,0
120,05019,381,41,46,53,57,56,56
121,05021,339,38,43,47,49,50,50
122,05023,360,27,35,47,50,50,54
123,05025,192,8,6,1,1,0,1
124,05027,555,110,161,204,218,221,222
125,05029,294,23,29,37,42,41,43
126,05031,3261,274,239,218,199,199,200
127,05033,1560,178,167,160,157,158,158
128,05035,2007,73,74,84,88,86,92
129,05037,480,35,34,34,31,32,32
130,05039,171,5,2,4,4,5,7
131,05041,320,7,5,6,7,7,5
132,05043,363,3,0,0,0,0,0
133,05045,2704,180,147,131,126,118,118
134,05047,325,51,62,71,84,81,84
135,05049,198,43,51,61,65,66,65
136,05051,2028,132,111,100,93,94,92
137,05053,277,16,14,14,14,14,14
138,05055,956,100,94,97,98,99,101
139,05057,405,14,21,26,31,29,31
140,05059,1954,6,7,14,15,19,21
141,05061,503,7,6,3,1,5,1
142,05063,1213,116,128,153,165,179,178
143,05065,268,42,33,28,27,27,28
144,05067,441,76,107,136,148,151,147
145,05069,3543,448,426,398,381,371,376
146,05071,883,26,29,32,37,36,39
147,05073,122,8,7,7,10,14,15
148,05075,492,104,130,163,173,172,168
149,05077,1081,0,0,0,0,0,0
150,05079,2088,,,,,,NaN
151,05081,373,7,7,7,5,7,7
152,05083,446,0,0,0,0,0,0
153,05085,1314,129,107,96,89,89,95
154,05087,376,8,11,13,14,15,15
155,05089,107,20,21,27,28,29,26
156,05091,910,73,75,77,81,79,82
157,05093,1773,94,99,106,111,116,115
158,05095,145,9,9,8,7,9,10
159,05097,169,7,7,7,8,7,7
160,05099,233,7,7,7,7,8,11
161,05101,256,0,0,0,0,0,0
162,05103,275,17,13,8,11,12,14
163,05105,96,7,7,7,7,7,7
164,05107,550,7,7,7,7,7,7
165,05109,237,7,5,7,7,7,7
166,05111,711,21,15,14,15,19,21
167,05113,280,7,7,7,6,7,7
168,05115,2243,131,211,320,378,402,402
169,05117,161,0,0,0,0,1,1
170,05119,9770,546,512,509,496,491,503
171,05121,472,31,29,26,27,29,36
172,05123,1563,36,50,67,73,77,77
173,05125,2261,231,350,490,584,613,618
174,05127,112,9,7,7,8,8,9
175,05129,154,6,1,0,0,1,7
176,05131,3946,230,161,111,94,90,85
177,05133,1213,0,0,0,0,0,0
178,05135,254,33,47,57,66,66,71
179,05137,373,23,20,16,14,14,14
180,05139,943,82,114,149,164,168,172
181,05141,178,0,0,0,0,0,0
182,05143,9899,400,363,352,338,332,338
183,05145,966,160,177,197,207,209,210
184,05147,61,0,0,0,0,0,0
185,05149,1268,1,0,0,0,0,0
186,06001,21708,404,288,227,190,179,184
187,06003,2,0,0,0,0,0,0
188,06005,296,7,7,7,7,7,7
189,06007,2894,44,50,51,54,56,61
190,06009,324,1,0,0,0,0,0
191,06011,538,7,4,3,2,3,5
192,06013,17159,539,458,397,372,364,368
193,06015,146,7,7,12,13,14,14
194,06017,1188,96,145,227,273,289,293
195,06019,28975,699,668,650,657,667,665
196,06021,603,28,30,34,39,38,40
197,06023,518,11,6,7,7,7,5
198,06025,12047,215,192,196,196,197,193
199,06027,194,0,0,0,0,0,0
200,06029,32443,357,281,231,215,207,210
201,06031,7887,116,64,39,29,27,24
202,06033,588,51,39,33,30,29,32
203,06035,743,0,0,0,0,0,0
204,06037,274565,6264,5641,5386,5224,5173,5131
205,06039,4642,162,163,183,195,198,201
206,06041,6773,65,38,19,13,13,14
207,06043,76,0,0,0,0,0,0
208,06045,988,83,109,138,162,166,169
209,06047,9033,124,116,106,108,107,103
210,06049,27,0,0,0,0,0,0
211,06051,169,0,0,0,0,0,0
212,06053,10312,349,312,291,286,282,282
213,06055,1752,70,76,82,87,95,95
214,06057,544,14,9,7,7,7,7
215,06059,54640,1325,1006,767,667,643,613
216,06061,3648,49,29,19,15,14,15
217,06063,51,0,0,0,0,0,0
218,06065,59991,1802,1696,1646,1623,1603,1585
219,06067,23076,542,465,427,406,392,401
220,06069,1365,23,15,14,14,10,11
221,06071,56275,1603,983,596,439,394,382
222,06073,48436,1817,1930,2081,2210,2248,2233
223,06075,11475,309,272,255,237,235,229
224,06077,20485,220,211,221,219,226,225
225,06079,3685,143,129,123,124,121,122
226,06081,10207,395,509,657,759,798,795
227,06083,9256,228,260,298,332,342,345
228,06085,21840,677,688,724,754,773,749
229,06087,2494,132,142,170,183,187,188
230,06089,1117,458,853,1439,1772,1876,1862
231,06091,6,0,0,0,0,0,0
232,06093,167,0,0,0,0,0,0
233,06095,6520,191,144,105,89,83,85
234,06097,7861,407,509,643,734,752,764
235,06099,16737,198,449,930,1256,1361,1394
236,06101,1748,28,19,15,14,14,14
237,06103,630,83,133,190,229,241,245
238,06105,23,0,0,0,0,0,0
239,06107,16399,436,520,632,708,722,743
240,06109,230,3,0,0,0,0,0
241,06111,13150,451,655,945,1097,1159,1179
242,06113,2879,67,108,167,203,213,224
243,06115,1188,24,17,14,14,15,20
244,08001,9824,846,892,956,1002,1026,1002
245,08003,250,,,,,,NaN
246,08005,9690,461,472,496,505,517,521
247,08007,55,0,0,0,0,0,0
248,08009,18,0,0,0,0,0,0
249,08011,11,0,0,0,0,0,0
250,08013,4594,169,66,26,14,11,9
251,08014,690,57,66,76,83,85,86
252,08015,337,4,4,2,1,4,2
253,08017,14,0,0,0,0,0,0
254,08019,47,0,0,0,0,0,0
255,08021,37,0,0,0,0,0,0
256,08023,32,0,0,0,0,0,0
257,08025,74,0,0,0,0,0,0
258,08027,18,0,0,0,0,0,0
259,08029,191,0,0,0,0,1,5
260,08031,13811,658,669,722,758,755,774
261,08033,3,0,0,0,0,0,0
262,08035,2784,208,194,186,182,182,183
263,08037,1274,0,0,0,0,1,3
264,08039,168,7,6,7,7,7,7
265,08041,7187,319,429,572,668,693,693
266,08043,182,0,0,0,0,0,0
267,08045,965,13,18,22,22,27,28
268,08047,19,0,0,0,0,0,0
269,08049,85,3,3,0,2,2,2
270,08051,296,0,0,0,0,0,0
271,08053,3,0,0,0,0,0,0
272,08055,25,0,0,0,0,0,0
273,08057,9,0,0,0,0,0,0
274,08059,6059,337,286,250,226,222,225
275,08061,1,0,0,0,0,0,0
276,08063,81,0,0,0,0,0,0
277,08065,99,0,0,0,0,0,0
278,08067,268,7,8,14,13,14,14
279,08069,2747,234,243,270,281,286,287
280,08071,25,0,0,0,0,0,0
281,08073,20,,,,,,NaN
282,08075,924,52,57,63,66,68,69
283,08077,708,122,171,245,284,297,303
284,08079,20,0,0,0,0,0,0
285,08081,43,0,0,0,0,0,0
286,08083,147,0,0,0,0,0,0
287,08085,387,7,7,5,3,6,6
288,08087,761,7,8,10,14,11,14
289,08089,107,0,0,0,0,0,0
290,08091,28,0,0,0,0,0,0
291,08093,59,0,0,0,0,0,0
292,08095,33,0,0,0,0,0,0
293,08097,226,7,4,5,3,4,5
294,08099,95,0,0,0,0,0,0
295,08101,1197,114,171,250,305,313,321
296,08103,26,0,0,0,0,0,0
297,08105,99,0,0,0,0,0,0
298,08107,161,0,0,2,2,3,4
299,08109,111,0,0,0,0,0,0
300,08111,6,0,0,0,0,0,0
301,08113,94,0,0,0,0,0,0
302,08115,15,0,0,0,0,0,0
303,08117,487,42,49,59,69,69,72
304,08119,178,0,0,0,0,0,0
305,08121,68,0,0,0,0,0,0
306,08123,4949,243,251,271,287,292,291
307,08125,132,,,,,,NaN
308,09001,20400,430,669,1044,1289,1373,1410
309,09003,14989,554,839,1287,1551,1652,1688
310,09005,1899,32,29,30,28,28,29
311,09007,1614,43,58,75,83,87,85
312,09009,14583,243,331,447,532,543,551
313,09011,2206,568,929,1466,1803,1917,1913
314,09013,1449,165,452,1055,1490,1634,1664
315,09015,1025,68,69,77,84,83,87
316,10001,3152,77,89,109,121,128,128
317,10003,11005,948,1311,1802,2093,2201,2209
318,10005,6996,184,207,248,270,279,280
319,11001,NaN,220,207,207,216,224,239
320,12001,8548,316,258,240,229,233,235
321,12003,1523,0,0,0,0,0,0
322,12005,6194,125,76,44,35,30,29
323,12007,1151,48,35,29,28,27,23
324,12009,9373,555,634,759,828,835,841
325,12011,77934,912,736,577,504,479,488
326,12013,630,1,0,0,0,0,0
327,12015,3149,125,153,186,205,208,223
328,12017,2835,65,50,45,46,50,59
329,12019,5285,235,218,207,194,200,203
330,12021,12909,189,165,155,145,148,144
331,12023,3895,153,175,209,233,233,241
332,12027,1582,7,9,9,10,9,9
333,12029,835,3,0,0,0,0,0
334,12031,30985,740,569,430,366,353,359
335,12033,12478,308,489,798,974,1027,1056
336,12035,1787,38,31,24,23,21,23
337,12037,643,0,0,0,0,0,0
338,12039,2894,82,85,92,92,97,94
339,12041,520,2,0,0,0,0,0
340,12043,549,3,5,5,4,6,6
341,12045,886,,,,,,NaN
342,12047,865,25,21,20,20,20,19
343,12049,1399,49,41,43,43,42,44
344,12051,2088,6,4,4,6,5,7
345,12053,3239,108,104,97,97,104,106
346,12055,2235,61,50,46,44,41,41
347,12057,42891,998,900,845,826,838,828
348,12059,768,7,7,7,7,7,7
349,12061,3325,118,97,88,86,81,83
350,12063,2875,61,47,37,32,32,33
351,12065,568,0,0,0,0,0,0
352,12067,1233,0,0,0,0,0,0
353,12069,7693,209,265,374,449,499,545
354,12071,20780,406,441,490,531,528,568
355,12073,10842,306,318,366,401,399,404
356,12075,1055,17,16,21,18,19,20
357,12077,519,0,0,0,0,0,0
358,12079,1022,7,7,7,2,6,6
359,12081,11766,270,282,295,310,309,303
360,12083,9938,210,175,162,172,192,235
361,12085,4985,132,144,179,203,209,208
362,12086,172205,2508,2148,1872,1760,1722,1736
363,12087,1869,29,32,41,42,46,48
364,12089,2182,73,91,119,131,136,132
365,12091,5176,325,486,763,922,962,968
366,12093,1592,61,37,30,28,27,29
367,12095,40940,941,1014,1188,1263,1301,1306
368,12097,12760,313,290,283,276,283,285
369,12099,47079,657,532,472,451,431,428
370,12101,9476,237,169,124,107,105,107
371,12103,22509,452,483,513,552,560,572
372,12105,20425,483,426,382,360,351,356
373,12107,2162,35,17,12,10,12,14
374,12109,5518,230,264,297,323,326,325
375,12111,8205,189,185,195,185,198,189
376,12113,5430,151,265,464,602,642,662
377,12115,8343,193,157,139,124,116,116
378,12117,9213,221,298,419,482,499,509
379,12119,2446,451,1251,2780,3746,3997,3677
380,12121,2771,12,14,15,14,15,14
381,12123,1345,7,1,0,0,0,0
382,12125,992,21,17,11,8,7,7
383,12127,11110,299,322,360,387,390,389
384,12129,1158,32,24,18,14,14,14
385,12131,2007,51,40,33,32,33,33
386,12133,1090,,,,,,NaN
387,13001,1061,7,7,7,3,3,3
388,13003,448,0,0,0,0,0,0
389,13005,604,6,2,0,0,0,0
390,13007,84,0,0,0,0,0,0
391,13009,2145,40,30,26,23,25,29
392,13011,503,14,14,13,14,12,13
393,13013,2274,97,101,104,103,108,111
394,13015,3007,87,82,77,78,78,74
395,13017,807,17,14,14,13,14,13
396,13019,461,8,7,7,4,6,2
397,13021,6136,103,106,116,133,136,134
398,13023,447,2,0,0,0,0,0
399,13025,351,1,0,0,0,0,0
