,Region,634,640,647,654,661,668
0,Belgium,,65,63,73,83,99
1,Bulgaria,,674,789,954,1120,1413
2,Czechia,,47,65,81,118,183
3,Denmark,,14,18,20,24,28
4,Germany,,391,397,409,427,444
5,Estonia,,36,46,59,67,80
6,Ireland,,30,32,36,40,46
7,Greece,,230,235,242,251,257
8,Spain,,166,135,121,108,98
9,France,,225,208,200,193,188
10,Croatia,,125,137,145,152,163
11,Italy,,206,178,159,143,127
12,Cyprus,,3,4,4,5,6
13,Latvia,,103,146,207,246,302
14,Lithuania,,253,310,336,370,399
15,Luxembourg,,2,1,2,2,2
16,Hungary,,92,120,144,184,230
17,Malta,,0,1,1,0,0
18,Netherlands,,41,53,64,82,103
19,Austria,,65,67,72,73,75
20,Poland,,304,442,648,788,1029
21,Portugal,,34,29,30,31,33
22,Romania,,4410,6119,6549,7034,7353
23,Slovenia,,31,33,35,37,40
24,Slovakia,,126,159,160,160,159
25,Finland,,19,20,21,23,26
26,Sweden,,32,28,28,26,25
27,United Kingdom,,884,951,1006,1062,1113
28,Iceland,,0,0,0,0,0
29,Liechtenstein,,0,0,0,0,0
30,Norway,,7,5,4,4,4
31,Switzerland,,22,17,15,13,12
