,Region,774,780,787,794,801,808
0,Belgium,,76,39,24,6,3
1,Bulgaria,,292,196,133,92,64
2,Czechia,,242,171,131,116,108
3,Denmark,,308,236,155,68,2
4,Germany,,1405,1214,1093,981,836
5,Estonia,,55,45,33,17,12
6,Ireland,,63,49,25,22,21
7,Greece,,479,455,406,377,326
8,Spain,,540,410,271,66,52
9,France,,724,462,333,207,74
10,Croatia,,129,82,60,50,45
11,Italy,,836,630,514,431,349
12,Cyprus,,25,19,15,12,10
13,Latvia,,123,112,86,46,30
14,Lithuania,,95,77,61,48,38
15,Luxembourg,,3,4,2,0,0
16,Hungary,,326,211,144,97,66
17,Malta,,6,6,6,9,15
18,Netherlands,,52,46,44,8,3
19,Austria,,211,170,177,141,54
20,Poland,,785,565,445,362,311
21,Portugal,,112,73,35,24,7
22,Romania,,397,258,183,137,105
23,Slovenia,,33,18,13,8,8
24,Slovakia,,206,166,122,73,54
25,Finland,,64,66,71,81,95
26,Sweden,,164,56,31,20,2
27,United Kingdom,,474,445,518,612,725
28,Iceland,,8,9,6,0,0
29,Liechtenstein,,1,1,1,1,0
30,Norway,,40,35,26,12,9
31,Switzerland,,56,51,50,31,26
