,Region,760,766,773,780,787,794
0,Belgium,,203,110,47,8,2
1,Bulgaria,,579,475,364,279,211
2,Czechia,,390,287,210,167,140
3,Denmark,,247,209,206,127,4
4,Germany,,1331,1160,959,733,547
5,Estonia,,49,44,34,25,17
6,Ireland,,89,38,18,6,3
7,Greece,,1556,1503,1290,1093,883
8,Spain,,1298,837,646,397,278
9,France,,1407,834,481,190,106
10,Croatia,,306,253,199,167,165
11,Italy,,1568,1104,851,718,636
12,Cyprus,,51,47,32,20,11
13,Latvia,,136,118,94,72,50
14,Lithuania,,132,109,86,69,55
15,Luxembourg,,13,10,6,3,2
16,Hungary,,604,434,300,210,146
17,Malta,,9,6,4,3,2
18,Netherlands,,107,90,43,13,5
19,Austria,,173,145,117,89,57
20,Poland,,2259,1835,1287,905,653
21,Portugal,,270,176,104,54,10
22,Romania,,967,753,568,476,419
23,Slovenia,,84,50,31,20,16
24,Slovakia,,147,118,90,68,52
25,Finland,,103,83,51,27,14
26,Sweden,,476,326,152,47,8
27,United Kingdom,,1513,808,533,390,322
28,Iceland,,7,9,7,0,0
29,Liechtenstein,,1,1,0,0,0
30,Norway,,36,28,18,12,8
31,Switzerland,,80,61,44,36,33
