,Region,809,815,822,829,836,843
0,Belgium,,76,78,80,80,72
1,Bulgaria,,88,64,50,38,29
2,Czechia,,135,112,90,78,72
3,Denmark,,96,66,45,28,22
4,Germany,,1870,1766,1413,814,627
5,Estonia,,18,13,10,8,7
6,Ireland,,87,64,46,36,28
7,Greece,,487,502,482,350,190
8,Spain,,172,161,159,138,63
9,France,,936,862,551,559,571
10,Croatia,,58,51,35,12,11
11,Italy,,1054,975,650,640,648
12,Cyprus,,25,30,37,38,35
13,Latvia,,30,20,14,10,8
14,Lithuania,,52,42,34,28,24
15,Luxembourg,,8,6,6,7,7
16,Hungary,,124,117,127,130,138
17,Malta,,16,23,23,20,27
18,Netherlands,,83,72,51,31,17
19,Austria,,284,225,160,98,71
20,Poland,,202,113,58,29,15
21,Portugal,,69,65,61,59,56
22,Romania,,121,89,65,53,44
23,Slovenia,,27,24,21,20,20
24,Slovakia,,125,98,76,59,46
25,Finland,,185,148,108,84,71
26,Sweden,,29,22,17,13,9
27,United Kingdom,,637,808,917,923,785
28,Iceland,,2,1,0,1,2
29,Liechtenstein,,0,0,0,0,0
30,Norway,,112,84,50,32,20
31,Switzerland,,72,92,90,66,34
